Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
19	-320.2825	71.821175	-255.51091	-434.0044	1000.0	-34.40976	9.856513	19.006176	-44.771458	80000	-0.04875775	313.22437	-0.0015468597	-63.71164	5.5143948	0.00079496735	87.56949591636658
20	-280.59637	30.82459	-256.35785	-332.49698	1000.0	-25.560398	8.4013195	26.921274	-44.08285	84000	0.015316242	320.81436	-0.0023243772	-42.20883	5.4950128	0.000959622	92.13921451568604
21	-352.91882	59.522022	-271.85922	-429.38028	1000.0	-27.911915	9.013117	20.109379	-43.847477	88000	-0.037451882	341.96143	-0.002597306	-49.67337	5.475485	0.00016540087	96.27974700927734
22	-350.4817	90.774994	-253.82126	-499.3902	1000.0	-30.718645	8.692751	9.888321	-44.03615	92000	-0.020427203	317.1178	-0.0016409829	-34.170746	5.4782853	0.0014295871	100.53056859970093
23	-370.8686	135.32556	-163.54584	-496.4989	1000.0	-32.770634	8.578332	2.1313121	-44.45621	96000	-0.059313096	381.08035	-0.0023779608	-40.031097	5.5253916	0.0013793759	104.60996532440186
24	-376.10535	118.217964	-232.4904	-531.79913	1000.0	-34.97454	10.585317	14.41302	-44.783745	100000	-0.004187166	323.42645	-0.002011999	-46.523956	5.4998484	-0.00035165797	108.817880153656
25	-342.89713	62.572994	-280.99432	-425.50198	1000.0	-21.548725	20.231535	44.234867	-45.579254	104000	0.0004905701	908.45636	-0.0015782452	-497.69974	5.49088	0.00089558674	113.25214576721191
26	-243.35297	89.353355	-152.53204	-353.8888	1000.0	-28.120398	8.723459	11.94652	-45.438686	108000	-0.028817944	438.0133	-0.0024003554	-153.16028	5.452764	0.00062499265	117.60781788825989
27	-345.15543	110.107124	-231.19914	-521.9716	1000.0	-25.18543	10.4991865	6.8760114	-44.9189	112000	-0.036272354	367.04507	-0.00218698	-92.80377	5.534266	0.0012707985	121.81637215614319
28	-262.86392	110.824165	-121.10701	-426.83478	1000.0	-28.583073	9.508015	8.098418	-44.84559	116000	-0.06273112	261.9535	-0.0001463741	-74.14743	5.4437227	0.00032546348	126.25323867797852
29	-398.67523	48.13997	-316.76547	-437.28687	1000.0	-30.846844	11.173844	9.117548	-44.987144	120000	-0.018764546	313.7077	-0.0011911187	-84.37158	5.519625	0.00031933616	130.80935955047607
30	-328.35974	103.648315	-209.0581	-442.9582	1000.0	-33.195618	8.023432	10.614483	-44.630684	124000	-0.08808484	363.79205	-0.0015266985	-47.548706	5.5126796	-0.0005609442	135.6314182281494
31	-357.49615	99.365524	-193.51743	-461.26355	1000.0	-33.017063	10.647745	4.61067	-45.15893	128000	-0.028112434	204.39232	-0.0021111872	-25.578568	5.469105	0.0014519983	140.03984665870667
32	-448.19278	43.828663	-394.427	-512.9624	1000.0	-36.29303	7.9319606	-1.3920704	-44.66549	132000	-0.07564911	249.66869	-0.00087982416	-70.446915	5.5060215	0.00042907108	144.49030184745789
33	-385.44598	117.55089	-207.34543	-519.50433	1000.0	-38.455338	5.8078146	4.1273246	-45.38288	136000	-0.015976416	379.86374	-0.0012734551	-75.84985	5.4803576	0.0003419535	148.89055800437927
34	-325.54486	80.68795	-210.29462	-404.40207	1000.0	-36.05884	10.298125	29.981829	-45.658253	140000	-0.02227511	312.25146	-0.0015676394	-68.14653	5.4784384	4.0367722e-05	153.22247695922852
35	-370.05737	47.862995	-316.0323	-437.6455	1000.0	-25.549715	8.382149	20.23723	-43.764156	144000	-0.063443534	366.68793	-0.0017855912	-66.752625	5.507861	0.00020697141	157.7320156097412
36	-360.36005	110.992874	-180.01234	-476.16187	1000.0	-35.51144	7.0501447	2.075491	-44.43225	148000	-0.03501355	245.77177	-0.00094276667	-59.294373	5.4389253	0.00077427964	161.7513608932495
37	-337.4873	103.87151	-207.36693	-456.17944	1000.0	-31.008385	11.909777	20.758944	-44.350807	152000	-0.0220204	217.59422	-0.0011518113	-45.32686	5.4834194	-3.2656073e-05	166.04128336906433
38	-374.28964	88.58382	-276.15787	-485.10678	1000.0	-27.067278	11.851231	10.759765	-45.37626	156000	-0.01314295	496.11557	-0.0013494631	-127.31287	5.5335	0.00041310317	170.34578132629395
39	-392.96368	82.57724	-273.7466	-489.83862	1000.0	-35.446163	9.280929	8.57916	-45.647785	160000	-0.05562455	294.47083	-0.0017389543	-42.888443	5.452841	0.00053447165	174.75280022621155
40	-410.51782	74.614265	-286.8026	-476.59784	1000.0	-36.152546	6.355211	16.712833	-44.792633	164000	-0.030508216	299.9988	-0.0021074824	-43.48593	5.524666	0.00013734304	179.810373544693
41	-431.78897	61.47496	-363.86227	-500.3324	1000.0	-38.538986	8.435748	7.044507	-46.70375	168000	-0.020482136	301.15445	-0.0011879895	-41.74823	5.4721994	0.00012329442	184.25441527366638
42	-313.24445	92.76226	-212.17941	-419.3577	1000.0	-39.077587	8.041641	4.911189	-47.58503	172000	-0.03820645	340.25443	-0.0011718981	-163.2577	5.4533563	7.887876e-05	188.36241102218628
43	-335.43304	113.93059	-177.06175	-499.18726	1000.0	-29.219156	12.809155	18.555292	-45.250107	176000	-0.006099224	215.51743	-0.001919481	-25.12088	5.4799275	-9.0993286e-05	192.75462794303894
44	-376.99002	52.423527	-303.94482	-437.48672	1000.0	-35.606064	9.012062	9.016464	-44.99906	180000	-0.047918662	152.46822	-0.001571998	-11.501282	5.4961667	-0.0002382266	196.96040201187134
45	-372.53412	100.64091	-209.39336	-476.63452	1000.0	-33.974632	8.892778	0.5450499	-44.441734	184000	-0.02856451	184.18962	-0.001537405	-23.802124	5.433107	0.0006474637	201.27891874313354
46	-263.8682	89.83285	-196.54248	-418.53308	1000.0	-27.838232	12.726852	15.605551	-45.777634	188000	0.017728094	189.72054	-0.0017203242	-36.611343	5.422682	0.00013388616	205.6215181350708
47	-412.11008	53.29932	-348.7561	-487.4968	1000.0	-35.116096	8.686921	1.5502081	-44.028015	192000	-0.013450251	164.14381	-0.0011697887	-19.50943	5.471265	0.00017519468	209.6921169757843
48	-356.34543	57.05386	-262.8992	-416.8224	1000.0	-31.335463	10.993836	2.1148365	-45.55858	196000	-0.008854906	193.63412	-0.0015468383	-57.409348	5.5069366	-8.980602e-05	213.84710335731506
49	-401.4393	92.69428	-243.5787	-471.70813	1000.0	-33.030064	5.109486	-10.335684	-41.480858	200000	-0.033838417	291.99164	-0.0007989444	-46.234695	5.4698787	0.00033265506	218.27944159507751
50	-378.19827	56.508446	-307.95834	-461.65817	1000.0	-35.905437	9.495676	19.860806	-46.260822	204000	-0.074740835	322.52106	-0.0015172511	-31.111877	5.489577	0.00087693107	223.0491783618927
51	-340.36362	68.733086	-283.64374	-457.4581	1000.0	-32.717598	9.372389	7.9676294	-46.19716	208000	-0.017281	303.10126	-0.0012982152	-41.991425	5.4751034	0.00019704372	227.3319857120514
52	-336.39508	31.705078	-300.06497	-387.01752	1000.0	-35.785393	10.335038	19.218472	-46.659786	212000	-0.042212594	208.77203	-0.0016240589	-37.552933	5.498369	0.0010106998	231.7547163963318
53	-317.76038	118.57088	-167.84283	-485.79453	1000.0	-26.99666	12.446429	24.508133	-44.35651	216000	-0.057185482	275.82632	-0.0015477017	-37.081985	5.46141	0.000831951	236.20112538337708
54	-358.1373	104.90377	-182.65536	-449.96338	1000.0	-31.986937	9.701009	10.901951	-44.413654	220000	-0.0062298193	213.77602	-0.0011534155	-26.266876	5.425484	3.190106e-05	240.52429628372192
55	-385.84845	55.78047	-296.91937	-449.17245	1000.0	-30.02856	10.742967	9.862449	-45.608498	224000	0.0042709596	272.6645	-0.0013348386	-74.540985	5.4964004	-0.00039546232	244.8256802558899
56	-370.745	19.785816	-337.17184	-387.90067	1000.0	-38.99982	6.5712376	-1.8125331	-46.2979	228000	-0.0123563595	153.8071	-0.0015298892	-28.401535	5.494354	-0.00044574463	249.20642685890198
57	-353.58386	112.52151	-166.05096	-456.69635	1000.0	-34.91211	8.807457	8.794173	-43.447727	232000	-0.029923199	240.55113	-0.0015814435	-60.169373	5.429633	0.00031190092	253.42235231399536
58	-397.06155	40.861835	-354.21063	-445.30618	1000.0	-35.264374	12.393195	27.620235	-45.73233	236000	-0.069399044	145.5495	-0.002001837	-28.965103	5.475801	0.0009986631	257.68476819992065
59	-309.73785	93.10362	-181.22804	-408.9821	1000.0	-33.179142	12.075669	13.933362	-45.810055	240000	-0.043954052	247.45247	-0.0013540424	-51.442657	5.467395	-0.0005236187	262.0927312374115
60	-336.5689	81.73611	-238.00293	-433.3407	1000.0	-27.932247	11.244848	9.753408	-43.917942	244000	-0.057737347	155.42578	-0.0012109615	-36.016487	5.427152	0.00016256481	267.075808763504
61	-325.19916	122.86708	-131.49968	-468.5866	1000.0	-31.912477	9.672454	4.0179777	-44.893574	248000	-0.03862034	197.99237	-0.0014000833	-35.270462	5.437087	-5.6761502e-05	271.5108697414398
62	-364.20193	64.70847	-289.02914	-455.4838	1000.0	-31.603756	12.763804	17.359179	-44.678307	252000	-0.06653062	231.56447	-0.0013099313	-31.773972	5.49796	0.00045909386	275.8089916706085
63	-343.60623	25.515509	-308.74765	-375.5524	1000.0	-30.466476	11.604317	10.968658	-46.249832	256000	-0.030172518	236.27069	-0.0011023153	-40.183258	5.517635	0.00014249611	280.2449984550476
64	-393.86987	62.950962	-286.24033	-441.79193	1000.0	-35.688736	8.013824	-0.48251352	-45.472324	260000	-0.07941769	267.84033	-0.0014415458	-44.323242	5.4827385	-0.00061951345	284.51643228530884
65	-307.95258	92.48213	-203.62672	-411.87418	1000.0	-31.769043	13.19908	21.826136	-46.953384	264000	-0.010957052	376.10303	-0.002115841	-70.26666	5.4567695	0.0006211639	288.87644624710083
66	-341.17474	95.18286	-191.35464	-436.14908	1000.0	-32.480083	13.113309	28.71826	-46.73548	268000	-0.031031057	222.26628	-0.00067865476	-42.51654	5.477866	0.00020290524	293.27344703674316
67	-364.34296	59.700993	-273.44226	-418.33334	1000.0	-33.981586	9.898468	23.588789	-45.07989	272000	-0.00525655	210.74388	-0.0015154169	-25.503632	5.468637	-0.0002658941	297.63220381736755
68	-332.20386	42.667618	-274.4606	-382.08286	1000.0	-29.127167	9.80716	12.056941	-45.289185	276000	-0.06034903	333.23468	-0.0014614388	-66.642456	5.4660783	-0.00039215077	302.12482714653015
69	-250.27168	52.58045	-192.85307	-335.2612	1000.0	-30.63083	7.3017488	4.131664	-45.235985	280000	-0.07869993	218.13985	-0.0010761172	-70.11131	5.4338164	0.00020833772	306.4874954223633
70	-346.15228	74.79561	-228.77574	-422.1924	1000.0	-30.022573	7.527298	7.0704103	-41.610123	284000	-0.062062535	163.32527	-0.0018318556	-32.69359	5.4332685	0.00067875936	310.92024326324463
71	-329.85095	82.78605	-191.07153	-398.41855	1000.0	-28.173399	10.379638	0.9555337	-46.746906	288000	-0.00866022	294.48013	-0.0014243275	-84.20912	5.452555	0.0010333253	315.35489654541016
72	-385.4204	51.473648	-301.006	-439.84482	1000.0	-31.884066	5.303693	7.3549833	-43.083435	292000	-0.021898696	256.17633	-0.0011582039	-38.81964	5.497048	0.00044232942	319.74858713150024
73	-337.91205	98.77235	-174.84148	-418.08475	1000.0	-35.63385	7.031449	9.192291	-46.18115	296000	-0.048863165	185.06839	-0.0012069978	-60.493965	5.499744	-7.472384e-05	324.01885890960693
74	-318.75278	30.152836	-284.0184	-366.84866	1000.0	-25.946192	12.113441	13.024654	-45.928436	300000	-0.019663116	260.11508	-0.0013261717	-83.19409	5.4338727	0.00038333237	328.25055265426636
75	-321.73062	68.97208	-253.05148	-426.40677	1000.0	-31.219194	6.3579288	1.1884466	-42.921608	304000	0.026072817	158.8675	-0.0010738056	-17.148819	5.46643	5.139476e-05	332.51127648353577
76	-346.67566	51.139503	-280.58746	-412.85422	1000.0	-33.021587	6.8081274	-3.6442232	-43.17209	308000	-0.0068243006	169.69823	-0.0010753935	-26.240387	5.4175987	7.892257e-05	336.7412121295929
77	-140.12682	26.143715	-110.92761	-182.04182	1000.0	-20.002415	11.358527	14.600513	-42.648407	312000	-0.057401367	221.7885	-0.0014295541	-96.991776	5.435597	0.00017697358	341.0203912258148
78	-403.68295	65.26022	-327.75757	-486.34213	1000.0	-20.314922	7.192151	4.5633187	-36.00134	316000	0.009464245	473.0615	-0.0014981143	-326.5208	5.4378085	0.00064456486	345.5003283023834
79	-318.58032	62.74893	-221.38516	-382.82095	1000.0	-34.72161	7.005365	11.212702	-45.186745	320000	-0.012307545	302.70694	-0.0015863944	-55.621094	5.46608	0.00022220117	349.62282276153564
80	-286.54803	59.339573	-223.72581	-379.27582	1000.0	-30.85366	9.132896	23.483387	-44.463253	324000	-0.049984086	193.93365	-0.0012844764	-44.083588	5.4491057	-0.000110913934	354.5883455276489
81	-179.26187	92.81932	-112.50894	-339.39975	1000.0	-22.82953	8.332373	5.6969166	-41.37539	328000	-0.032995325	225.40843	-0.0010319576	-87.06818	5.414129	7.073641e-05	358.96721053123474
82	-397.38437	76.90065	-267.65085	-462.78836	1000.0	-31.40036	10.131719	12.016202	-43.78038	332000	-0.044492085	203.25784	-0.001396995	-53.341263	5.460434	7.8060686e-05	363.34312319755554
83	-326.77478	77.837975	-200.29416	-410.0501	1000.0	-32.06506	10.621954	1.7929612	-47.620193	336000	-0.0055654803	296.12668	-0.0020438689	-44.30162	5.37974	0.00079080235	367.7336251735687
84	-233.94391	60.20766	-171.1427	-333.3622	1000.0	-23.206688	8.671684	13.969864	-44.56311	340000	-0.027653152	270.91718	-0.0013143737	-49.498352	5.4555607	0.00068128126	371.9471764564514
85	-358.47888	102.17235	-222.05536	-483.15433	1000.0	-13.998569	18.695639	36.996475	-41.809326	344000	-0.003864044	1112.8573	-0.000917244	-834.4502	5.43855	-1.13129616e-07	375.25990438461304
86	-374.01764	73.14736	-275.74472	-455.0499	1000.0	-31.370441	4.822886	-12.163664	-48.80037	348000	-0.015772127	248.91313	-0.0016375724	-80.759476	5.4320617	0.0014220118	379.4404094219208
87	-400.06433	82.89986	-311.71667	-491.8654	1000.0	-33.64621	7.4887996	-5.394851	-48.283573	352000	-0.0171183	242.64232	-0.0013053045	-39.89482	5.4397416	0.0006617416	383.7402322292328
88	-377.635	90.85753	-232.70569	-482.56094	1000.0	-36.699142	9.443156	1.5342237	-51.432014	356000	-0.020357605	236.34898	-0.0016301386	-35.59442	5.477505	-0.0006709217	388.07353830337524
89	-262.40195	105.23448	-140.06987	-369.50195	1000.0	-32.32623	9.694267	0.75855225	-47.485825	360000	-0.06106209	246.13489	-0.0009316206	-85.28825	5.4753065	0.00056242634	392.476309299469
90	-342.11713	104.59162	-163.32237	-427.17685	1000.0	-26.925205	11.575555	6.4209523	-45.573208	364000	-0.031463522	329.71683	-0.0016869232	-94.49242	5.4610224	0.0002521955	397.2747688293457
91	-277.77252	31.183237	-228.58435	-313.41895	1000.0	-29.950996	8.608772	4.0043316	-45.17017	368000	-0.009529867	252.77896	-0.0014672587	-57.7287	5.4295416	0.00019448	401.71270847320557
92	-275.4524	44.96433	-228.00917	-333.89633	1000.0	-23.799883	7.7293935	6.082705	-40.768234	372000	-0.05320462	271.28693	-0.0019020773	-38.80397	5.434699	0.00047455978	406.15136528015137
93	-238.4685	93.62324	-112.021706	-342.34222	1000.0	-24.866457	10.095728	7.86999	-44.492516	376000	-0.013304184	231.53668	-0.00069324113	-37.840866	5.4417295	0.00065189955	410.5754427909851
94	-331.33524	55.52048	-273.09805	-390.5342	1000.0	-25.824474	11.410083	6.4791126	-44.6486	380000	0.021812275	289.39105	-0.0015855245	-88.04178	5.39746	0.00016366338	414.8941762447357
95	-297.07648	91.410904	-171.24313	-429.47195	1000.0	-32.758244	8.250526	11.6227	-45.247414	384000	-0.0869949	239.46532	-0.001848504	-47.64731	5.4265637	0.0001579212	419.0949034690857
96	-351.67493	103.64475	-195.24802	-472.42307	1000.0	-28.191923	10.211439	15.4879055	-44.66778	388000	-0.040045474	222.77492	-0.0020538159	-37.750015	5.439509	0.0001808505	423.3845181465149
97	-311.31287	51.86476	-225.1043	-363.82394	1000.0	-31.837696	10.022994	2.6223385	-48.40732	392000	-0.021778023	139.88953	-0.0015817937	-20.459457	5.4481916	4.299462e-06	427.4899432659149
98	-273.56824	85.75882	-178.06544	-412.49817	1000.0	-27.664793	10.533857	5.703241	-43.704994	396000	-0.015430549	213.04178	-0.0015162434	-25.403015	5.4295034	0.00027455224	431.45893263816833
99	-301.0187	144.45477	-109.9815	-456.18256	1000.0	-29.952158	10.956437	7.036542	-46.89556	400000	-0.041665338	187.52527	-0.001414556	-32.576736	5.4580283	0.0005924877	435.7609770298004
100	-241.35422	48.999096	-166.33289	-296.42368	1000.0	-18.417227	11.169109	8.447741	-48.524105	404000	-0.013776482	224.23778	-0.0012022797	-54.19153	5.428435	0.00011158699	440.5438640117645
101	-281.56958	70.0304	-183.02405	-377.71725	1000.0	-22.935707	7.8715315	8.471464	-43.16126	408000	-0.017998332	284.8786	-0.0016644411	-45.462784	5.4275665	0.0005846701	444.8179316520691
102	-277.19266	112.6032	-113.13351	-410.92038	1000.0	-27.28102	8.065733	5.3178077	-44.32161	412000	-0.02029679	276.891	-0.001762569	-75.11621	5.408904	0.0005876466	449.0518493652344
103	-291.56708	106.63961	-188.75443	-457.07776	1000.0	-23.999222	13.169043	16.77512	-46.99809	416000	-0.042083256	292.3942	-0.0014694631	-47.263474	5.4419737	-0.00031640398	453.29412627220154
104	-315.97278	100.57029	-176.06477	-418.71368	1000.0	-27.082329	9.96281	7.169431	-49.12693	420000	0.0008817978	356.39734	-0.0022439538	-64.53247	5.416122	-0.00020860219	457.4968264102936
105	-284.14307	57.380924	-193.40921	-341.0507	1000.0	-28.339842	9.484445	19.298758	-47.47065	424000	-0.094463296	269.71204	-0.0012231916	-32.73755	5.4648824	0.00037899805	461.68439197540283
106	-321.97076	26.794153	-291.87	-350.869	1000.0	-31.235788	10.479138	18.436256	-48.40423	428000	-0.01807809	217.4955	-0.0012744553	-39.548904	5.473541	-0.00027378244	466.2288484573364
107	-299.4625	93.69899	-194.47456	-414.06824	1000.0	-28.034168	11.681593	12.064125	-47.165127	432000	-0.05149018	214.1978	-0.0012967214	-29.740768	5.465366	0.00067989697	470.3966965675354
108	-248.12592	38.813667	-217.75732	-312.72168	1000.0	-21.456024	8.800766	9.583473	-45.316956	436000	-0.048127778	367.15576	-0.0013382956	-53.227753	5.425536	0.0004981063	474.58426666259766
109	-187.56308	104.67563	-89.64012	-363.7493	1000.0	-23.579184	9.491533	9.858704	-46.522552	440000	-0.02995422	285.72037	-0.002915429	-71.87587	5.405701	0.0006273881	479.11531805992126
110	-343.72797	54.626503	-278.00696	-400.8345	1000.0	-25.870016	9.9112835	7.876485	-44.780773	444000	-0.015342447	295.74158	-0.0012184689	-95.536835	5.410668	0.0006388228	484.2291851043701
111	-253.96147	168.82402	18.305374	-400.15372	1000.0	-30.9132	10.276953	15.596837	-50.74053	448000	-0.042848725	349.96994	-0.0017806254	-130.28972	5.438268	0.0009471923	488.717547416687
112	-283.5263	63.799107	-179.19359	-343.07907	1000.0	-21.667368	14.558621	21.63319	-45.967743	452000	-0.02489289	230.18198	-0.0014114119	-95.32463	5.482236	-2.805519e-05	493.2355043888092
113	-250.69916	32.027714	-208.18471	-291.52933	1000.0	-24.4528	7.3253202	5.195011	-41.95241	456000	-0.06999036	249.307	-0.001133725	-33.97409	5.408026	-0.0001858756	497.52862000465393
114	-339.08527	70.8467	-228.22842	-411.84625	1000.0	-29.271393	9.806102	7.483833	-44.072666	460000	-0.00036733627	236.3281	-0.0017087909	-35.568253	5.4416924	-0.00040640522	501.81518816947937
115	-332.70044	116.29597	-134.52823	-422.2696	1000.0	-30.08171	10.306786	13.997047	-45.59008	464000	-0.053304266	262.95966	-0.0014771633	-48.715805	5.4228253	0.0010511645	506.1373815536499
116	-248.60913	95.967445	-109.16526	-341.85895	1000.0	-25.720106	11.508582	17.113117	-50.00514	468000	-0.015654068	371.2994	-0.0018800814	-95.09375	5.4167485	0.0003857566	510.62926173210144
117	-312.57764	71.43788	-211.89687	-412.9412	1000.0	-24.382586	8.349966	8.881135	-43.751236	472000	-0.018164154	355.73874	-0.00090802833	-88.56799	5.422016	0.0007005386	515.0615954399109
118	-275.21198	83.283936	-166.08165	-389.30432	1000.0	-29.543406	13.540903	10.305716	-49.519287	476000	0.010941753	206.29759	-0.0011115	-39.972656	5.4158907	-0.0007454812	519.5984978675842
119	-257.3058	138.61325	-26.341967	-395.63416	1000.0	-23.501652	13.940613	18.00096	-47.406292	480000	-0.019614842	272.512	-0.0022742413	-39.850708	5.475039	0.0006741545	523.9680418968201
120	-113.566986	78.46858	-14.448088	-230.35522	1000.0	-17.05339	9.735596	17.187067	-44.530212	484000	-0.017468132	357.97687	-0.0013856888	-73.22247	5.4492674	0.00074546685	528.9926795959473
121	-379.8327	59.889164	-314.619	-468.27295	1000.0	-27.325855	9.168352	18.286102	-42.42687	488000	-0.006857563	301.93613	-0.0018735658	-119.73369	5.4448586	0.00028385836	533.3340408802032
122	-261.5018	135.8687	-73.01022	-410.81955	1000.0	-17.862919	20.853863	41.15497	-47.82553	492000	-0.017406693	749.1857	-0.00229376	-450.52988	5.4095263	-0.00019073558	537.6494691371918
123	-242.60138	96.87374	-135.01584	-399.77353	1000.0	-23.22025	13.24867	24.193884	-50.31251	496000	-0.0059254714	264.59824	-0.0012369421	-58.26355	5.4087706	0.0002646705	542.0093648433685
124	-296.3132	85.909	-185.32582	-414.07498	1000.0	-27.879406	13.747391	13.514769	-46.97332	500000	0.0026713905	239.31062	-0.0009761066	-44.088776	5.3835106	0.0001363917	546.3924245834351
125	-161.65334	38.612286	-114.78009	-216.90823	1000.0	-18.153086	11.738987	17.878492	-47.32896	504000	-0.037636083	480.2	-0.0016432144	-118.51709	5.460301	0.00047544503	550.8349206447601
126	-286.1575	78.5289	-195.23302	-410.8218	1000.0	-19.442642	12.026308	12.148184	-42.81094	508000	-0.040050317	314.73102	-0.0011726655	-102.8967	5.4361234	0.00035400796	555.1668708324432
127	-374.033	98.08531	-242.9222	-519.14246	1000.0	-29.321566	9.584323	6.6232157	-47.51484	512000	-0.043892905	316.01834	-0.0013516843	-65.10246	5.3864923	-4.6964466e-05	559.6195385456085
128	-367.62323	90.4796	-240.05379	-484.3777	1000.0	-30.045738	11.163087	25.981968	-57.146942	516000	-0.07673331	401.40588	-0.0017477125	-133.78412	5.422906	0.0005118642	564.025696516037
129	-191.61505	135.1433	-38.06489	-399.79596	1000.0	-30.518965	11.987073	6.022564	-52.103977	520000	-0.060841978	487.9728	-0.001891844	-208.24551	5.444342	0.0012608821	568.4629693031311
130	-90.43826	86.68371	44.350475	-180.99783	1000.0	-10.57309	10.046258	16.778133	-49.47085	524000	-0.038850464	242.91338	-0.0009880997	-54.903152	5.413837	0.00032535486	573.5837967395782
131	-305.6765	82.238754	-170.884	-393.3109	1000.0	-24.536789	12.873932	11.96142	-45.76464	528000	-0.014441334	204.0245	-0.001198303	-49.00113	5.405626	0.0007203248	578.0468306541443
132	-270.15082	46.354946	-210.85014	-340.84332	1000.0	-21.18864	10.176694	6.4935927	-45.893322	532000	-0.01806293	352.32	-0.001255637	-73.57498	5.4018736	0.00025848442	582.4647688865662
133	-336.99304	54.422123	-272.47772	-394.07993	1000.0	-32.762905	8.143063	0.768639	-47.543568	536000	-0.05423136	185.57979	-0.0011517331	-55.58168	5.404443	0.0001337809	586.8913085460663
134	-331.4867	138.3414	-93.728546	-431.0492	1000.0	-28.979803	14.861929	13.687897	-49.277344	540000	-0.0855777	221.27423	-0.0010524541	-43.432297	5.405968	0.0005948342	591.3530554771423
