Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	-44.806126	70.42837	16.086966	-355.10983	-132.31322	246.87767	-21.441217	-866.4714	137.33333	52.3	5000	1.3673438	3.4675393	31.5424	-11.647666	1.367586	3.4678605	31.149324	-12.194208	-2.8772523	0.4984264	47.32409644126892
2	-55.436253	94.95216	10.644133	-388.83795	-59.129627	44.258423	-25.791332	-182.63448	167.93333	22.8	10000	18.927464	10.50457	65.02308	-11.375318	18.926744	10.503781	65.37637	-12.92997	-24.575838	4.2808614	85.32633519172668
3	-395.72067	758.7703	41.09558	-2507.6401	315.59665	172.37833	573.6817	19.32208	188.84616	758.6	15000	35.994884	7.276805	92.84866	-27.100647	35.995556	7.277925	106.203674	-14.641275	-39.46212	8.755637	139.6075735092163
4	39.396935	111.55999	243.83398	-154.08498	60.92267	86.988785	213.59808	-115.06289	395.75	410.0	20000	31.047064	8.412128	65.856026	-26.230867	31.047043	8.416333	66.43693	-22.833961	-33.81849	5.076393	190.1568751335144
5	121.06102	99.933075	386.96762	-9.590516	129.55585	154.2487	545.1634	17.134136	376.0	300.2	25000	27.10119	9.111986	64.5922	-27.261509	27.101263	9.114491	64.69736	-27.429852	-29.601904	4.35474	245.6746964454651
6	92.21981	94.24701	344.42236	-7.069222	267.86176	157.90353	534.9516	34.280434	232.33333	605.2	30000	25.260311	9.3203945	62.34297	-17.480448	25.260136	9.322178	63.60685	-29.252167	-27.5267	4.3784213	298.54813861846924
7	148.16864	166.00311	528.9949	-0.9982948	202.36156	216.50322	604.3617	14.299033	302.5625	355.8	35000	24.324268	8.846308	62.81529	-17.656168	24.323801	8.84829	62.70518	-22.309917	-26.503052	4.260357	348.7390923500061
8	180.52153	180.4025	588.4274	9.345811	194.76437	235.19406	723.8227	16.145092	369.2143	297.2	40000	23.68958	8.428283	58.516403	-19.775896	23.689482	8.429844	57.82886	-17.151016	-25.747572	3.8926382	395.81795382499695
9	216.3217	209.90044	693.8735	18.600922	278.0024	213.35008	751.01624	20.557314	359.07144	367.7	45000	23.648968	8.319442	56.410675	-26.895422	23.648779	8.32012	53.846214	-15.9968	-25.583933	3.9140463	441.2287712097168
10	376.30637	205.8337	596.9121	49.417294	266.9346	194.55617	687.4336	77.4894	618.7143	392.1	50000	23.740305	8.343128	52.324486	-21.224146	23.740469	8.342822	53.482887	-20.22382	-25.604412	3.8242607	488.10609102249146
11	301.5042	227.36787	665.3186	9.537125	408.6683	282.72504	800.7516	29.066864	525.0	575.3	55000	24.04926	8.48046	52.57496	-18.608904	24.049442	8.479612	57.066936	-19.964209	-25.848888	3.8086107	545.317586183548
12	186.42178	218.44371	674.89404	-2.511591	285.35574	241.22554	705.22363	45.344013	276.11765	379.8	60000	24.553223	8.578001	54.258003	-24.931036	24.553173	8.578988	54.753807	-16.379293	-26.261276	4.1073728	593.149664402008
13	308.22745	212.25752	640.5815	62.388626	354.76596	319.69595	801.13196	11.076558	392.3846	459.3	65000	25.092733	8.664888	58.70973	-20.002974	25.092712	8.664839	56.19191	-22.955233	-26.793493	4.1345325	643.4419937133789
14	317.14725	302.75903	837.7169	8.719474	395.53705	277.7384	852.5213	73.55672	435.91666	463.8	70000	26.25687	8.96546	60.765663	-18.67166	26.256847	8.964828	61.02193	-19.95464	-27.973143	4.400195	694.0486161708832
15	279.7523	308.41574	919.2215	3.1571643	306.3453	295.1808	816.9501	6.9541955	332.0	339.5	75000	27.41155	9.410094	61.165947	-19.393988	27.411448	9.410513	61.22884	-17.225471	-29.093582	4.7138762	738.728351354599
