Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	KL	BacktrackIters	Time
0	-750.45355	204.50809	-456.04538	-953.83624	1000.0	-0.009008844	0.89175475	2.3404806	-2.356982	4000	-7.259846e-08	5429.053	-0.059705377	-911.52734	0.008921721	0.0	5.606380462646484
1	-701.668	97.085655	-553.03955	-808.2363	1000.0	-6.406657	4.1026926	8.181528	-15.060177	8000	3.6120415e-08	3951.148	-0.056376766	-1528.9934	0.008759365	0.0	10.096428155899048
2	-733.65796	65.30541	-650.90204	-833.5706	1000.0	-22.279774	2.4942405	6.6878204	-23.474287	12000	-5.2809714e-08	2799.6965	-0.059586063	-626.2666	0.008928009	0.0	14.342341423034668
3	-711.0443	177.80672	-483.5347	-982.1474	1000.0	-30.043613	1.0683485	-6.022315	-30.386164	16000	1.0371208e-08	2168.4543	-0.057132345	-351.16748	0.008805643	0.0	19.26439929008484
4	-698.83276	29.774466	-653.63257	-736.62964	1000.0	-35.53878	0.32389587	-28.153152	-35.67199	20000	4.172325e-09	1277.4647	-0.058308374	-210.09973	0.008931749	0.0	24.42701482772827
5	-686.89856	122.392006	-575.66174	-877.5512	1000.0	-39.723236	1.5954456	6.472982	-39.87833	24000	-6.198883e-09	1151.2694	-0.058269367	-155.39056	0.008835169	0.0	29.68932271003723
6	-704.6891	50.24473	-625.13837	-764.475	1000.0	-43.441517	0.13843648	-40.197678	-43.51295	28000	6.6757204e-09	1080.8702	-0.058781352	-134.29712	0.0086218	0.0	34.79326796531677
7	-661.56104	68.30797	-544.4813	-716.21204	1000.0	-46.979095	0.29196113	-37.494083	-47.037403	32000	-1.1444092e-08	924.4604	-0.05680341	-66.2428	0.008933409	0.0	39.915300369262695
8	-523.19836	104.58466	-363.37814	-638.9679	1000.0	-49.5391	0.55063224	-22.74602	-49.634254	36000	2.682209e-08	658.8604	-0.060707066	-21.279297	0.008907629	0.0	45.0181348323822
9	-689.76056	132.00468	-568.4424	-908.36566	1000.0	-48.26439	3.2814455	25.829996	-49.289616	40000	3.4928323e-08	1075.4	-0.062513284	-87.832886	0.00885388	0.0	49.885302782058716
10	-590.22266	105.719246	-482.60214	-762.39636	1000.0	-51.64297	0.88551706	-17.568308	-51.775764	44000	-2.348423e-08	528.12476	-0.06398226	-6.8220215	0.008841724	0.0	55.37765336036682
11	-545.62085	63.95933	-469.53116	-642.6789	1000.0	-52.337757	0.81305885	-33.84808	-52.489666	48000	1.0848045e-08	410.20956	-0.06476972	-35.376373	0.008841839	0.0	60.31172704696655
12	-599.915	106.2673	-497.5213	-776.80225	1000.0	-37.38454	29.173166	50.774487	-51.68348	52000	4.0888786e-08	1635.6322	-0.060519047	-1056.2566	0.00869158	0.0	65.09233069419861
13	-597.81177	96.96319	-506.69934	-752.0906	1000.0	-51.58921	2.594011	-8.85997	-52.40712	56000	-1.3113022e-08	544.6206	-0.056850456	-11.715759	0.008900036	0.0	69.76568865776062
14	-531.7268	71.07091	-418.44202	-614.6642	1000.0	-52.09612	2.7373035	2.0298007	-53.00459	60000	-1.6570091e-08	413.67667	-0.060155522	-31.79004	0.008799211	0.0	74.68840193748474
15	-635.00195	87.35982	-545.3486	-778.4719	1000.0	-49.50079	4.833767	-7.830219	-52.478683	64000	-1.07288365e-08	499.76764	-0.061141748	-57.44864	0.008818428	0.0	79.79481101036072
16	-538.41425	144.68904	-291.27393	-655.8667	1000.0	-53.24086	1.6013563	-14.571098	-53.839573	68000	-1.525879e-08	705.0518	-0.060600724	-93.49603	0.008823624	0.0	84.88979196548462
17	-610.3234	160.48904	-458.73508	-878.46094	1000.0	-47.893444	8.086519	31.554123	-53.460472	72000	9.536744e-10	698.76636	-0.0606848	-59.814636	0.008800245	0.0	89.95154309272766
18	-589.7251	70.17113	-514.0877	-703.86316	1000.0	-51.847313	5.1649356	11.053918	-54.678585	76000	-2.384186e-10	487.2648	-0.06033562	-24.608307	0.008845726	0.0	94.80351185798645
19	-600.2407	127.003	-411.2516	-769.2512	1000.0	-50.86691	6.794168	5.009748	-55.33886	80000	8.8214875e-09	548.9255	-0.06081684	-35.91205	0.008896821	0.0	99.62502312660217
20	-493.0675	69.38405	-398.56616	-572.6025	1000.0	-52.304882	5.7983155	6.8839087	-55.917343	84000	9.6559525e-09	445.87662	-0.06340998	-102.51877	0.008769814	0.0	104.81707668304443
21	-545.4221	37.859356	-488.71658	-583.9544	1000.0	-45.402225	5.8780365	0.74359035	-54.690334	88000	-1.5735626e-08	422.343	-0.061627097	-57.606842	0.008689394	0.0	109.51737117767334
22	-533.9169	56.144234	-475.03555	-620.26276	1000.0	-49.23207	4.6015296	4.3961587	-55.12679	92000	3.9100648e-08	390.43655	-0.059855923	-25.370667	0.008667391	0.0	114.09097123146057
23	-586.8784	43.44782	-532.3288	-651.1756	1000.0	-46.990868	4.768909	8.653828	-54.97545	96000	1.9311905e-08	386.94745	-0.060209993	-50.548462	0.008747953	0.0	119.11562252044678
24	-551.8896	136.57469	-402.43393	-760.95526	1000.0	-52.019897	4.298123	-13.924173	-56.009212	100000	-7.629395e-09	588.60345	-0.061992034	-71.18402	0.008997576	0.0	123.53851819038391
25	-455.90125	59.407814	-375.737	-515.6946	1000.0	-45.32099	7.584593	19.709513	-56.280994	104000	-5.722046e-09	359.26205	-0.063323475	-113.889404	0.008906652	0.0	128.18150329589844
26	-556.9247	145.28755	-389.5513	-789.29926	1000.0	-41.1502	6.613324	1.9254868	-55.5817	108000	-1.859665e-08	655.7474	-0.056879055	-163.26196	0.008860547	0.0	132.60894393920898
27	-539.69867	109.77661	-394.95953	-702.22345	1000.0	-48.905018	7.179417	1.6895216	-57.59994	112000	-1.9073486e-08	488.91556	-0.06084273	-40.98471	0.008964778	0.0	137.1131513118744
28	-478.17603	13.402278	-462.29346	-493.8931	1000.0	-46.30664	4.5951004	-0.8188156	-58.050896	116000	1.7642975e-08	218.94978	-0.07170571	-46.46646	0.008711353	0.0	141.74758172035217
29	-499.26163	62.89181	-435.73187	-585.266	1000.0	-42.371845	7.682181	-1.6300217	-57.585083	120000	1.2397766e-08	377.5794	-0.06155271	-64.38086	0.008967326	0.0	146.2327697277069
30	-468.748	60.872185	-393.957	-554.8447	1000.0	-43.23925	10.5058975	30.90412	-57.98252	124000	6.0796737e-09	383.97662	-0.06157126	-73.85016	0.00888534	0.0	151.00264954566956
31	-501.40454	93.74219	-413.28513	-646.8068	1000.0	-42.18989	8.023233	-10.940657	-57.462227	128000	5.4836273e-09	573.7033	-0.0600891	-55.988342	0.008864286	0.0	155.64951729774475
32	-531.9645	56.959618	-464.77756	-589.3847	1000.0	-45.16224	7.698747	10.607547	-58.121048	132000	1.525879e-08	335.68167	-0.06296103	-48.717163	0.008880867	0.0	160.2228627204895
33	-490.805	67.74643	-374.42993	-542.6486	1000.0	-46.934135	5.515899	0.31392145	-58.67339	136000	-1.9073487e-09	294.77386	-0.060798693	-24.765717	0.008765144	0.0	164.8900110721588
34	-451.42908	26.258541	-417.69406	-491.1474	1000.0	-44.88972	5.2108693	-10.400897	-58.464863	140000	1.9073486e-08	430.90488	-0.06279542	-55.330566	0.008970749	0.0	169.36457991600037
35	-438.0227	111.3647	-339.49402	-625.0882	1000.0	-41.794163	7.0731506	7.202506	-58.0552	144000	2.026558e-09	332.01163	-0.06222385	-43.853912	0.008852588	0.0	174.02485394477844
36	-524.74414	45.051956	-463.06372	-573.73865	1000.0	-40.057655	8.291238	4.4466705	-58.081726	148000	2.9802323e-09	408.2577	-0.059894312	-86.68643	0.008894989	0.0	178.64968156814575
37	-473.8784	91.15641	-328.7113	-580.62225	1000.0	-45.968094	5.601206	-7.1374426	-58.987473	152000	1.4305115e-09	392.13556	-0.06249435	-48.57248	0.008819533	0.0	182.86057662963867
38	-458.48813	76.58636	-349.60785	-548.501	1000.0	-42.745983	6.196906	-8.395438	-58.940857	156000	-1.3589859e-08	239.00221	-0.062133193	-51.789825	0.008809404	0.0	187.6143832206726
39	-482.984	39.773197	-424.54437	-527.7083	1000.0	-41.646408	6.3077736	-3.0204182	-58.664536	160000	-3.9339065e-09	295.45724	-0.06582247	-45.002396	0.008875298	0.0	191.9365963935852
40	-406.3389	81.785736	-327.74942	-519.71967	1000.0	-41.986732	9.328391	13.519631	-59.514698	164000	5.4836273e-09	299.66608	-0.06069294	-76.14203	0.008845751	0.0	197.0457422733307
41	-508.09637	17.541027	-489.12674	-533.7901	1000.0	-41.78848	3.7049065	-12.685873	-57.48445	168000	-6.6757204e-09	169.27922	-0.06592804	-25.461716	0.008821096	0.0	201.68880820274353
42	-396.54727	118.54393	-231.25333	-510.61856	1000.0	-42.451687	5.816825	-12.47574	-58.383816	172000	-1.1920929e-09	435.36395	-0.061124716	-111.488464	0.0087526115	0.0	206.33533358573914
43	-510.56665	47.283363	-444.086	-559.02655	1000.0	-38.435566	9.555322	18.173935	-56.486275	176000	-1.7821788e-08	413.3307	-0.057588834	-137.46307	0.008790675	0.0	210.9954195022583
44	-504.73868	33.488358	-465.19724	-552.4704	1000.0	-47.14423	4.449266	-8.679287	-59.00856	180000	4.053116e-09	271.52994	-0.064048305	-18.757935	0.008870878	0.0	215.5877616405487
45	-459.3186	10.197376	-445.32843	-473.87277	1000.0	-44.783276	5.4731045	17.408283	-58.513447	184000	-4.768372e-10	230.07578	-0.06418285	-27.152786	0.008826316	0.0	220.16643977165222
46	-434.38965	32.073063	-386.60263	-470.4624	1000.0	-42.15736	5.7947326	11.233334	-57.10604	188000	-5.2452087e-09	288.4385	-0.06256566	-42.890366	0.008809635	0.0	225.0244905948639
47	-455.3201	63.830498	-384.15048	-552.5043	1000.0	-38.641163	7.9995294	10.213452	-57.55876	192000	5.6028364e-09	273.9224	-0.062161986	-47.820618	0.0087915305	0.0	229.60159873962402
48	-450.99252	128.35092	-238.4139	-572.8493	1000.0	-40.18399	7.565494	0.47325253	-56.956085	196000	4.768372e-10	399.51807	-0.059831068	-53.162506	0.008895197	0.0	234.01976585388184
49	-468.1144	36.24514	-412.42407	-510.04208	1000.0	-43.69397	5.6470113	6.2812037	-58.360394	200000	-1.0251999e-08	189.9274	-0.072163716	-19.80664	0.0088662645	0.0	238.66645741462708
50	-391.51514	75.93953	-275.21887	-488.19928	1000.0	-38.7911	8.3586855	19.525187	-58.360264	204000	-1.692772e-08	339.13602	-0.06244757	-47.18091	0.00899391	0.0	243.73541831970215
51	-484.86322	55.5629	-389.51624	-527.7615	1000.0	-36.872726	8.682272	4.074121	-58.203716	208000	-5.722046e-09	283.3475	-0.061108205	-77.80173	0.008848265	0.0	248.382915019989
52	-417.6797	115.26578	-227.08138	-521.0525	1000.0	-42.19368	5.0602455	8.986231	-56.643013	212000	-7.867813e-09	344.58774	-0.065125555	-72.8555	0.00905797	0.0	252.9149408340454
53	-309.72577	119.86051	-188.89035	-461.6725	1000.0	-36.98971	9.982886	14.301582	-54.116848	216000	-4.005432e-08	409.62308	-0.06201462	-130.85553	0.009004846	0.0	257.6389203071594
54	-465.53033	42.546917	-405.7075	-525.34625	1000.0	-34.322006	7.567379	6.6381445	-55.466618	220000	-3.3378602e-09	291.9771	-0.06454847	-82.36755	0.008892508	0.0	262.41483187675476
