Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
17	-515.7213	24.868362	-473.79276	-535.94604	1000.0	-39.99215	9.92752	1.0630243	-50.61071	72000	-1.8119811e-08	632.7805	-0.034427192	-98.63837	5.2089257	0.01622752	0.1735	13.0	79.9256808757782
18	-526.50464	93.11189	-385.09464	-644.18207	1000.0	-43.58809	16.671892	48.971703	-51.57779	76000	-4.5776368e-08	681.03436	-0.06596284	-342.767	5.2493205	0.015020971	0.3205	58.0	84.4541826248169
19	-561.09955	47.48082	-493.5733	-626.01215	1000.0	-48.095974	6.397322	12.775247	-52.071133	80000	3.0636787e-08	288.24628	-0.044624172	-32.33809	5.2469454	0.015739013	0.23125	19.0	88.6630744934082
20	-398.93716	97.59511	-270.76605	-540.7897	1000.0	-48.29592	6.742855	-1.3057848	-53.46282	84000	-3.862381e-08	560.0668	-0.053300507	-182.40903	5.2169094	0.015430842	0.26275	28.0	93.7462306022644
21	-433.78143	75.775826	-339.50763	-528.33636	1000.0	-42.436584	9.349737	4.489649	-52.284176	88000	-1.3113022e-08	212.0854	-0.038507707	-39.779465	5.187445	0.016738033	0.204	15.0	97.8481388092041
22	-396.92664	86.299446	-292.99094	-505.25958	1000.0	-34.452045	11.207793	6.6119795	-51.828197	92000	-1.34706495e-08	449.2695	-0.018181963	-53.85196	5.2074256	0.01848855	0.22375	6.0	102.11606168746948
23	-420.2702	62.09583	-326.45435	-499.2822	1000.0	-40.671787	9.259228	2.58634	-51.595554	96000	-1.525879e-08	232.26764	-0.053671658	-25.224731	5.115715	0.016046513	0.2865	25.0	106.62133502960205
24	-361.98953	134.34152	-185.39046	-544.3468	1000.0	-34.1403	9.647739	2.3924124	-51.02914	100000	3.1471252e-08	334.842	-0.03800765	-27.38852	5.135095	0.016754333	0.1805	15.0	111.15266156196594
25	-416.85028	38.59182	-359.33426	-463.64578	1000.0	-34.22122	10.019808	-0.2802583	-51.06967	104000	8.34465e-09	340.5734	-0.04301074	-46.583405	5.176942	0.015922029	0.21925	17.0	115.50930333137512
26	-382.73212	105.82361	-221.96434	-515.622	1000.0	-37.799156	7.819028	-2.0006235	-50.69581	108000	-2.9802322e-10	358.41806	-0.044687927	-37.837067	5.170777	0.016709086	0.21825	19.0	120.13613533973694
27	-429.9621	22.284784	-412.77008	-468.0177	1000.0	-30.337101	14.939844	34.9754	-49.184425	112000	7.867813e-09	627.99335	-0.04429499	-330.6178	5.1458106	0.015660081	0.2385	20.0	124.59245181083679
28	-483.66187	43.97964	-408.14145	-518.14044	1000.0	-41.17426	5.739298	-5.9701023	-51.315	116000	1.4305115e-09	225.20906	-0.019066893	-41.853058	5.1597347	0.01758293	0.1875	6.0	128.98652172088623
29	-392.52997	118.07229	-209.72554	-530.9217	1000.0	-41.601295	8.869866	-7.8637447	-52.19042	120000	-1.0967255e-08	334.23264	-0.01411098	-48.849426	5.090009	0.021238025	0.24725	5.0	133.37982535362244
30	-328.4493	130.65639	-200.9941	-504.99597	1000.0	-34.24961	11.576896	16.474586	-51.47214	124000	2.861023e-09	376.6312	-0.014657224	-65.13931	5.1659617	0.02100172	0.232	5.0	137.96976161003113
31	-425.4165	129.62016	-217.60777	-560.66473	1000.0	-31.125246	13.804395	26.167002	-51.088566	128000	-7.152557e-09	496.73755	-0.049742997	-229.69662	5.101912	0.015881116	0.2555	26.0	142.30577087402344
32	-421.14478	56.077896	-374.70508	-514.8438	1000.0	-37.11099	11.261181	12.25412	-52.144424	132000	-5.841255e-09	288.77377	-0.05707352	-59.56183	5.1415195	0.015636973	0.275	31.0	146.96259331703186
33	-396.5916	89.1014	-308.3773	-538.8687	1000.0	-37.366055	6.263829	-9.872072	-49.88729	136000	4.053116e-09	301.0699	-0.037995268	-32.519073	5.111894	0.015882984	0.20025	14.0	151.19121146202087
34	-269.94598	88.03378	-119.4313	-336.69763	1000.0	-34.353275	10.353079	15.14562	-50.158066	140000	1.525879e-08	368.3436	-0.019313512	-135.24637	5.114419	0.01670494	0.22925	6.0	155.80336570739746
35	-366.42566	59.2196	-289.52792	-454.34924	1000.0	-28.907263	13.649406	14.74338	-48.242905	144000	4.2915342e-09	305.07526	-0.045461282	-88.15613	5.089	0.01670322	0.22675	20.0	160.28223299980164
36	-431.3722	90.47793	-292.83636	-539.7245	1000.0	-34.21132	11.945374	11.977385	-50.94192	148000	5.2452087e-09	353.60724	-0.022965554	-68.41281	5.091542	0.015518545	0.207	8.0	164.58645606040955
37	-336.7411	92.297035	-217.38931	-474.14493	1000.0	-38.751553	9.7157755	6.314504	-51.118828	152000	-5.722046e-09	295.9455	-0.043096796	-88.3156	5.022122	0.016043497	0.21075	18.0	169.22387051582336
38	-343.80524	124.101456	-148.67676	-491.55927	1000.0	-33.096485	9.56626	4.9330826	-47.249165	156000	-1.9073487e-09	231.16966	-0.026314238	-66.22237	5.028873	0.016131116	0.1735	9.0	173.43786692619324
39	-351.31717	87.82895	-241.17305	-458.74463	1000.0	-30.845617	15.449275	22.035782	-51.17924	160000	-2.6226044e-09	244.42824	-0.04081679	-40.665863	4.997709	0.017370492	0.2195	16.0	177.83973264694214
40	-255.5777	99.15868	-188.70474	-426.95358	1000.0	-26.502337	12.227321	3.1972556	-49.74352	164000	-4.887581e-09	244.6771	-0.040296096	-42.81978	4.956571	0.015682137	0.2015	17.0	182.48176884651184
41	-344.7246	67.72425	-266.77866	-447.10876	1000.0	-28.658775	13.263983	11.943845	-48.447285	168000	2.2172928e-08	354.1804	-0.051299796	-59.196014	4.989835	0.016429897	0.2415	25.0	186.88769626617432
42	-314.6006	105.658005	-165.26251	-461.20282	1000.0	-29.445461	9.541767	23.221752	-45.90779	172000	-5.4836273e-09	275.1113	-0.040656917	-30.946564	4.93634	0.015426268	0.1935	16.0	191.1018192768097
43	-358.4536	49.74845	-274.0183	-402.45877	1000.0	-35.981453	10.801113	-0.06793767	-48.63291	176000	6.556511e-09	169.64993	-0.042462703	-19.386368	4.9326534	0.015607136	0.23275	18.0	195.66321182250977
44	-347.20523	119.36062	-204.07372	-481.816	1000.0	-29.08136	13.051214	30.12442	-47.436455	180000	-9.179115e-09	219.49472	-0.04434365	-43.289124	4.902816	0.015961383	0.21	20.0	200.04633927345276
45	-426.08997	16.361652	-409.5244	-450.96417	1000.0	-35.78653	12.207985	-5.3004723	-51.620655	184000	-2.503395e-09	252.94087	-0.015070747	-74.684616	4.8788476	0.018279377	0.1985	5.0	204.4759979248047
46	-307.37396	110.9805	-147.85008	-419.1812	1000.0	-38.27893	6.532184	-9.755769	-48.08193	188000	1.513958e-08	378.32404	-0.01389044	-127.06337	4.8483076	0.015452737	0.24175	5.0	208.69648361206055
47	-311.59024	131.37389	-124.38638	-457.86887	1000.0	-29.021864	9.857581	4.455398	-44.212627	192000	-4.053116e-09	233.55244	-0.014274811	-49.118256	4.8492675	0.021305634	0.25775	5.0	212.89013171195984
48	-282.31537	47.614838	-227.46985	-346.17065	1000.0	-23.770107	11.526625	10.84817	-47.03508	196000	-3.0994416e-09	277.9796	-0.046109706	-60.147736	4.8457646	0.01628794	0.216	22.0	217.2544720172882
49	-231.29431	78.72462	-116.88226	-338.22733	1000.0	-25.5181	7.043401	4.7258883	-44.175983	200000	-1.001358e-08	211.54475	-0.047193296	-41.96367	4.898713	0.01555048	0.23475	23.0	221.86333775520325
50	-297.59534	125.12167	-82.33141	-392.64502	1000.0	-26.996593	9.03268	3.7627425	-42.286983	204000	2.002716e-08	215.86737	-0.051389553	-31.361053	4.8572297	0.015604742	0.247	25.0	226.8608260154724
51	-316.96283	95.09547	-201.08005	-440.314	1000.0	-28.977665	12.632956	3.5568366	-47.15247	208000	6.198883e-09	163.46368	-0.014354716	-13.691528	4.766952	0.02125059	0.25825	4.0	231.19605088233948
52	-210.39163	88.53011	-106.250885	-322.85583	1000.0	-20.649715	10.6973915	9.214285	-44.93923	212000	-8.3446505e-10	185.06036	-0.044893637	-24.447632	4.825951	0.016318401	0.2265	20.0	235.49362874031067
53	-208.44243	103.82353	-96.00703	-378.2198	1000.0	-18.52462	11.31227	17.715565	-45.700336	216000	-2.1457671e-09	236.9471	-0.013886879	-25.866714	4.810098	0.018341767	0.2045	5.0	239.72014379501343
54	-219.05736	106.23818	-120.99809	-383.45056	1000.0	-22.603657	13.1013565	9.832907	-47.61596	220000	-1.26361845e-08	204.20178	-0.022072617	-32.187042	4.7665615	0.0155493235	0.18425	7.0	244.00794100761414
55	-227.76942	56.50733	-135.69012	-283.82404	1000.0	-24.72236	12.037641	4.1007304	-43.847336	224000	-5.722046e-09	281.08508	-0.043845937	-60.61728	4.7775903	0.015751006	0.21125	19.0	248.42989945411682
56	-244.92361	99.52587	-96.23275	-375.98575	1000.0	-23.862745	16.78001	24.267838	-46.637543	228000	-1.2874604e-08	264.3691	-0.055318356	-37.23555	4.7494655	0.016254086	0.26525	27.0	252.97466206550598
57	-205.12448	118.875244	-62.917587	-390.51196	1000.0	-17.940176	12.870347	11.389699	-47.69818	232000	-1.4305115e-09	211.28331	-0.044679035	-29.822968	4.780036	0.015688708	0.2125	20.0	257.261536359787
58	-274.3031	178.00385	13.438473	-471.86218	1000.0	-26.7002	14.691952	11.633138	-47.197853	236000	1.0490417e-08	279.7787	-0.022239873	-91.76672	4.7659984	0.01635392	0.18825	7.0	261.582239151001
59	-216.75793	175.69577	1.0624063	-430.26736	1000.0	-19.597382	21.191761	34.856956	-50.366863	240000	-2.4795533e-08	284.6656	-0.01599796	-62.843124	4.7296524	0.018611558	0.25675	5.0	265.89440751075745
60	-197.59787	118.6834	-49.439953	-380.54608	1000.0	-20.141726	17.668394	31.05914	-47.38147	244000	-7.629395e-09	220.07353	-0.044709247	-38.53897	4.704912	0.01688318	0.221	19.0	270.43231868743896
61	-217.55621	96.83963	-115.02297	-362.12308	1000.0	-19.639618	14.071786	20.887423	-43.96074	248000	7.1525574e-10	254.84436	-0.01387198	-29.725891	4.695183	0.016289432	0.2305	5.0	274.72696590423584
62	-207.40079	113.16456	-52.32778	-371.02072	1000.0	-19.599323	15.281215	25.263552	-44.629185	252000	1.07288365e-08	200.39996	-0.011757909	-34.47313	4.690532	0.018389434	0.22875	4.0	279.1782810688019
63	-226.13995	33.133007	-169.67203	-253.8668	1000.0	-20.108213	16.535828	19.624285	-45.202507	256000	7.152557e-09	237.67268	-0.049199097	-34.639755	4.669797	0.015972108	0.242	23.0	283.7338533401489
64	-277.96475	103.34207	-108.15189	-384.19687	1000.0	-28.49467	14.412093	18.967562	-46.477463	260000	-2.861023e-09	146.09953	-0.021767637	-23.507881	4.6820955	0.016572708	0.21275	7.0	287.80519676208496
65	-285.1387	62.64992	-216.119	-348.13998	1000.0	-24.546312	16.51532	16.988253	-44.55451	264000	-8.5830685e-09	207.39084	-0.054848414	-46.298264	4.633258	0.015982531	0.27825	26.0	292.31850004196167
66	-197.86652	229.01128	54.62752	-453.36377	1000.0	-23.190042	14.397194	16.151693	-43.825764	268000	-3.4570693e-09	251.31313	-0.042642374	-100.8264	4.6752763	0.017097183	0.21375	19.0	296.63951420783997
67	-212.82933	164.00914	12.76266	-430.71695	1000.0	-22.233036	20.899994	27.11017	-48.392113	272000	1.3589859e-08	186.2902	-0.054637697	-45.547745	4.6031723	0.015796278	0.27325	32.0	301.15657591819763
68	-240.70444	153.09169	24.065102	-340.7608	1000.0	-22.862654	16.28512	18.01077	-42.670452	276000	-5.722046e-09	160.42883	-0.015408012	-20.86113	4.6593504	0.01835226	0.238	5.0	305.8447096347809
69	-151.57004	188.28395	1.0000006	-462.81213	1000.0	-11.117853	16.023148	20.001148	-46.40959	280000	-2.4795533e-08	270.9713	-0.049633138	-51.601807	4.5856953	0.015869534	0.25625	23.0	310.486780166626
70	-351.05518	98.06566	-181.78763	-414.53638	1000.0	-31.986006	18.985296	24.66015	-51.01122	284000	-8.8214875e-09	274.89224	-0.04288583	-104.42218	4.614063	0.01548156	0.22825	18.0	315.37490701675415
71	-158.55424	129.50987	-27.606728	-364.7964	1000.0	-24.183	13.218952	27.191067	-45.41094	288000	7.629395e-09	402.27475	-0.049220048	-135.28159	4.5437	0.016577115	0.24575	23.0	319.9603273868561
72	-150.05467	113.009	-46.376297	-341.14127	1000.0	-12.948463	15.214356	26.056078	-45.471775	292000	7.510185e-09	204.45734	-0.042193137	-41.307114	4.5121737	0.016276563	0.209	17.0	324.7650189399719
73	-156.21902	116.60745	0.9852183	-286.75696	1000.0	-10.840552	16.816656	39.333298	-44.32243	296000	-6.437302e-09	662.6366	-0.017403537	-384.9019	4.5064874	0.017098002	0.23125	5.0	329.110622882843
74	-97.70957	175.66298	46.206024	-395.31708	1000.0	-13.708015	10.372688	14.591685	-39.396164	300000	-8.3446505e-10	340.03735	-0.02159285	-150.3757	4.5472536	0.016282879	0.19625	7.0	333.32960391044617
75	-20.481724	75.58861	82.91234	-112.08852	1000.0	-2.8595824	7.8440876	24.711033	-34.263447	304000	-2.861023e-09	222.8631	-0.04543719	-37.302505	4.4732203	0.015891327	0.24225	21.0	337.7464919090271
76	-115.478195	159.32956	17.958857	-386.29333	1000.0	-9.991999	17.133066	28.11995	-46.11824	308000	-9.536744e-10	239.2264	-0.019010998	-29.924515	4.4969645	0.017856337	0.203	6.0	341.92447805404663
77	-75.275536	88.99016	6.8850627	-220.06517	1000.0	-3.7971504	12.607478	38.563107	-44.9243	312000	8.8214875e-09	421.92618	-0.017264262	-88.37286	4.4617476	0.016270164	0.18175	6.0	346.3612735271454
78	26.867332	68.24172	134.39319	-41.020176	1000.0	-3.4475067	7.7679787	24.262346	-34.61145	316000	1.5497207e-08	277.7742	-0.015614764	-80.68706	4.488076	0.0130900955	0.199	5.0	350.8270511627197
79	-280.5075	169.54947	-53.819866	-531.80945	1000.0	-11.310273	17.971638	35.94963	-43.248283	320000	-1.0967255e-08	829.5366	-0.055271093	-590.32935	4.510745	0.01577257	0.2865	28.0	355.5166115760803
80	-72.82364	226.22183	175.9308	-437.79752	1000.0	-13.4642315	14.576035	20.21105	-47.044537	324000	-2.7894973e-08	446.55444	-0.04055266	-132.7933	4.4666114	0.016046278	0.164	15.0	360.45849537849426
81	-171.27567	118.425156	-20.501997	-328.92477	1000.0	-11.608409	21.285273	31.677195	-51.926945	328000	1.0728836e-09	311.6193	-0.02022871	-96.7095	4.5106673	0.01605816	0.2445	7.0	364.66473293304443
82	-148.4815	159.53775	60.610695	-374.95804	1000.0	-23.156921	19.357372	24.852003	-51.104584	332000	7.390976e-09	321.45688	-0.013907978	-127.86832	4.4667373	0.01957767	0.2265	4.0	369.0589563846588
83	16.722149	55.577885	97.53458	-59.31526	1000.0	1.1795206	8.673483	23.357332	-42.4688	336000	6.198883e-09	287.407	-0.046729453	-45.854553	4.491428	0.01593821	0.227	21.0	373.5792226791382
84	-162.04283	165.09695	60.54967	-375.225	1000.0	-9.9967165	17.50138	30.428787	-43.041733	340000	-4.053116e-09	285.19705	-0.023134384	-77.62492	4.4266877	0.015469871	0.20275	7.0	377.934960603714
85	-263.6172	165.21921	-16.73544	-482.1028	1000.0	-20.683672	16.243317	24.399326	-45.350594	344000	-4.029274e-08	413.09106	-0.042835202	-159.6479	4.4749627	0.016517552	0.2285	17.0	382.2706890106201
86	-122.27503	129.1227	47.465897	-307.47485	1000.0	-19.16679	21.88562	27.56748	-52.58738	348000	-5.4836273e-09	339.77213	-0.016306747	-104.44328	4.4248767	0.015323372	0.179	5.0	386.27574920654297
87	-162.06444	101.56647	-56.42838	-325.58237	1000.0	-10.293808	19.618137	25.023726	-51.621986	352000	-1.45435335e-08	350.7887	-0.05242437	-101.56535	4.4156013	0.015242683	0.27025	26.0	390.7091190814972
88	-195.96835	264.4661	143.66873	-519.35266	1000.0	-17.539907	14.960366	17.108284	-48.908295	356000	-5.2452087e-09	388.32526	-0.019654837	-181.85966	4.3669033	0.016253417	0.193	6.0	395.2736003398895
89	51.636253	115.55165	197.89018	-124.50105	1000.0	-1.7432561	18.920479	28.297012	-53.71376	360000	5.00679e-09	302.20557	-0.016114514	-68.9368	4.414383	0.018447189	0.19925	5.0	399.5962378978729
90	-3.5046797	23.444849	31.843231	-29.915182	1000.0	4.9715605	16.953398	34.262356	-52.226784	364000	4.768372e-10	581.98785	-0.0152973505	-155.90305	4.4190683	0.014741745	0.178	5.0	404.79730463027954
91	-14.781967	190.37163	165.91718	-334.5878	1000.0	-5.80152	19.023024	34.655113	-47.612495	368000	1.4781952e-08	342.5933	-0.045497794	-96.58705	4.369795	0.016708959	0.227	20.0	409.0770990848541
92	147.87395	49.527966	201.44225	67.010925	1000.0	8.67694	8.539595	31.354208	-32.054737	372000	1.26361845e-08	396.86835	-0.044650897	-74.98157	4.3979864	0.016195145	0.219	18.0	413.0071744918823
93	-25.053322	261.5853	220.60521	-460.65747	1000.0	0.26444042	23.135986	42.09878	-51.617233	376000	8.8214875e-09	328.53192	-0.046640046	-83.240326	4.377884	0.016549028	0.235	19.0	417.56816267967224
94	38.01437	163.68486	215.53772	-229.45522	1000.0	7.2883654	10.944975	31.618666	-32.27027	380000	-3.2901763e-08	454.68515	-0.04418098	-165.91672	4.4102263	0.015293575	0.23675	18.0	421.8102831840515
95	45.504673	113.47617	185.8299	-113.27699	1000.0	3.3210888	16.253454	39.09443	-51.5369	384000	-3.004074e-08	263.63168	-0.018339228	-47.80359	4.297907	0.015611715	0.21625	6.0	425.927615404129
96	-77.60295	301.42572	226.4704	-553.76196	1000.0	-4.9877887	22.119003	27.184797	-54.39616	388000	-6.0796737e-09	438.75668	-0.045533694	-89.9906	4.3270535	0.015861364	0.24125	21.0	430.23023867607117
97	-13.117786	244.76636	248.5501	-358.85526	1000.0	-7.8164062	28.806414	35.371105	-60.85205	392000	2.6226044e-08	591.5087	-0.052206367	-109.46341	4.3007784	0.015586846	0.2705	24.0	434.6306824684143
98	14.499344	201.00513	173.09187	-325.98636	1000.0	4.1084647	24.180794	42.261856	-57.841724	396000	4.7683715e-09	497.62912	-0.018128304	-106.743195	4.258381	0.017392505	0.239	5.0	438.92726588249207
99	72.09118	203.82689	290.21924	-261.2722	1000.0	4.5534873	15.783555	37.40099	-39.632313	400000	3.552437e-08	320.06995	-0.050787583	-139.2351	4.1851254	0.015955763	0.24825	23.0	443.36749958992004
100	135.871	90.55283	246.09721	12.27901	1000.0	13.796607	12.792153	41.6564	-48.638115	404000	4.529953e-09	312.0733	-0.04733781	-55.7435	4.2356553	0.015534311	0.24	21.0	448.1669063568115
101	-133.51392	261.27972	111.16342	-557.00616	1000.0	-8.010989	28.938608	40.72575	-57.18699	408000	-1.1920929e-08	549.27814	-0.022230247	-145.16492	4.2525325	0.016751636	0.2275	7.0	452.4623005390167
102	78.140854	120.13877	219.75572	-91.635635	1000.0	6.099933	15.987528	31.447882	-57.261726	412000	4.887581e-09	367.45956	-0.05042702	-81.752014	4.2508	0.01647876	0.2405	22.0	456.8454518318176
103	207.63545	44.48127	246.47961	132.2844	1000.0	10.629661	9.532052	33.518894	-36.43111	416000	6.6757204e-09	326.30786	-0.017207332	-115.21988	4.210015	0.01742886	0.226	6.0	460.9570264816284
104	137.44724	80.87081	251.71106	24.842894	1000.0	18.155106	8.333983	44.503498	-20.955135	420000	3.576279e-08	385.271	-0.015328179	-92.0264	4.2043743	0.01692738	0.20275	5.0	465.3447289466858
105	194.66612	55.266537	287.99957	145.49834	1000.0	13.038779	9.41779	44.456932	-38.396152	424000	5.722046e-09	291.77557	-0.014788455	-76.99208	4.2321815	0.017502062	0.218	5.0	469.8077971935272
106	-123.92325	292.89966	167.05878	-596.8888	1000.0	2.8638797	22.482075	41.179005	-48.398834	428000	-1.859665e-08	758.78125	-0.011384971	-393.71106	4.1840715	0.01748817	0.2375	4.0	474.3018252849579
107	14.037748	192.14809	206.4989	-304.93762	1000.0	-1.5722337	21.985855	36.36794	-52.135143	432000	2.1457673e-08	306.97537	-0.045523766	-83.32127	4.2236495	0.015774636	0.24025	17.0	478.84722876548767
108	-117.95192	376.27426	249.59454	-666.8525	1000.0	-9.400157	29.152645	30.57864	-59.875423	436000	5.722046e-09	466.2938	-0.047200035	-126.08884	4.1396737	0.016010273	0.24975	22.0	483.2147636413574
109	286.99124	48.860676	345.5717	210.04146	1000.0	14.286169	10.251301	37.75239	-45.471355	440000	-9.536743e-09	427.87402	-0.0507967	-172.43858	4.1410913	0.016638298	0.27475	24.0	487.739794254303
110	192.61282	250.60146	416.74088	-229.32372	1000.0	17.1048	20.083778	46.45739	-53.6372	444000	-5.2452087e-09	401.4963	-0.01552678	-130.823	4.1176486	0.019137165	0.231	5.0	492.7074384689331
111	201.08646	82.04904	328.2986	123.44259	1000.0	24.551277	8.732269	50.793777	-39.960365	448000	-9.536743e-09	365.1507	-0.017117433	-90.434235	4.1209955	0.01693367	0.23725	5.0	497.1758437156677
112	-102.522064	371.84772	315.6598	-689.17706	1000.0	2.793676	27.649025	44.11534	-60.813538	452000	7.599592e-09	823.8663	-0.04877474	-268.3098	4.107296	0.015436394	0.2895	21.0	501.79819560050964
113	130.90692	82.9599	221.45476	44.998535	1000.0	5.1893644	16.27732	36.388863	-61.47355	456000	9.536744e-10	502.44058	-0.06558965	-128.5867	4.0945883	0.015470398	0.2965	40.0	506.2410318851471
114	214.60393	22.551783	243.12146	185.50505	1000.0	13.998854	8.78723	45.1889	-41.615494	460000	3.8146974e-09	254.83678	-0.044342197	-84.49945	4.1214933	0.015810637	0.238	18.0	510.769912481308
115	-39.017876	357.12448	201.16519	-655.99835	1000.0	5.781786	25.359726	43.253498	-56.431072	464000	-1.001358e-08	469.57382	-0.048089985	-195.18814	4.1189666	0.015846925	0.2735	22.0	515.4469482898712
116	-12.010883	236.13037	224.87595	-343.86102	1000.0	1.6730684	26.924442	38.690735	-64.619255	468000	1.4781952e-08	290.39447	-0.049911525	-77.82968	4.0856524	0.015895706	0.261	22.0	519.6982364654541
117	237.02762	38.20607	284.64667	192.50665	1000.0	14.414332	6.186558	32.127552	-36.764206	472000	-7.1525574e-10	396.15714	-0.049017966	-97.58545	4.066423	0.015715875	0.26975	23.0	524.2208559513092
118	241.92068	117.33047	392.12955	79.45521	1000.0	21.16834	8.168931	45.54825	-32.372547	476000	-3.1471252e-08	282.6463	-0.041656848	-34.270737	4.098211	0.016147308	0.21675	17.0	528.3870265483856
119	156.87857	280.1038	373.9436	-319.20358	1000.0	9.964315	25.55027	48.13974	-54.517685	480000	-9.298325e-09	255.65948	-0.047934562	-72.439865	4.025913	0.01593009	0.27325	20.0	532.9909708499908
120	104.07043	280.42847	357.96912	-370.80142	1000.0	17.008167	28.611486	50.699116	-63.888695	484000	-5.9604646e-09	553.7401	-0.044883683	-152.96704	4.029832	0.01539636	0.2485	21.0	538.1385662555695
121	159.9439	198.67651	318.96103	-170.88762	1000.0	10.9018955	23.116209	40.244343	-65.87362	488000	2.4914742e-08	442.7721	-0.03642534	-79.21466	4.0096555	0.015770731	0.19575	14.0	542.664445400238
122	68.71434	306.59967	336.757	-451.0967	1000.0	13.069512	21.900446	48.82023	-48.622368	492000	1.7523766e-08	513.4727	-0.044592317	-286.6874	4.0257134	0.016718818	0.203	17.0	547.0183162689209
123	257.56586	159.5243	489.0203	93.59534	1000.0	18.384495	20.509634	47.329556	-61.430557	496000	-1.9073486e-08	482.3082	-0.04370383	-104.451385	3.991969	0.01617781	0.23225	17.0	551.5243947505951
124	221.50089	134.12221	329.5407	-6.6672335	1000.0	21.020153	20.075119	54.119175	-49.034664	500000	-4.768372e-10	359.9848	-0.016713867	-63.308502	3.9674156	0.019352047	0.2425	5.0	555.872043132782
