Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-279.20303	81.75437	-136.07242	-386.5082	-645.56824	209.88983	-287.2714	-925.66644	1000.0	1000.0	5000	10.731699	10.07968	49.566616	-4.2052326	-12.518332	0.62383807	48.39409112930298
2	-291.54346	91.118065	-132.38452	-403.68402	-803.4309	78.758064	-699.2238	-978.4346	1000.0	1000.0	10000	97.520874	43.947845	223.16751	21.951082	-105.1692	5.7266593	94.74749636650085
3	-674.56854	119.10436	-500.39062	-847.76105	-468.2237	44.648922	-376.74457	-552.81885	1000.0	1000.0	15000	258.70352	32.71573	323.70743	144.3612	-265.81894	15.31984	142.09239053726196
4	-292.5405	599.6812	613.7174	-1249.9655	-604.79407	70.74651	-512.66656	-762.3085	1000.0	1000.0	20000	288.97107	11.280475	329.25937	243.18085	-292.0485	9.042612	189.4326639175415
5	-656.95074	137.60336	-517.0339	-871.8969	-402.2436	116.31958	-186.7818	-672.0127	1000.0	1000.0	25000	290.66678	11.181448	331.7444	255.08162	-294.11267	7.904319	236.29432606697083
6	-362.47574	315.45087	259.68457	-574.4654	-307.64297	150.76147	-64.21686	-516.72577	1000.0	1000.0	30000	273.76828	19.253506	323.50287	222.40587	-275.636	5.267838	282.9620487689972
7	-124.82457	117.45461	105.038216	-219.09267	-335.6337	347.7039	344.73917	-671.1687	1000.0	1000.0	35000	235.43678	20.93747	295.76822	183.54593	-236.5793	4.281627	331.0807948112488
8	698.7352	437.4889	1403.4939	157.78055	299.25903	577.3793	1645.2986	-219.45891	1000.0	1000.0	40000	199.21039	21.126549	262.1337	147.81291	-200.12825	3.6955512	378.0528109073639
9	1822.2454	323.7139	2168.3694	1228.3431	1580.4032	742.0156	2099.4883	-546.9071	1000.0	1000.0	45000	181.75555	25.540619	258.17966	130.45686	-183.21837	5.1165805	424.7728662490845
10	1915.3752	94.63141	2018.2002	1789.2207	1719.8015	628.3661	2183.3652	-97.80525	1000.0	1000.0	50000	182.85078	34.187794	265.9117	120.52075	-184.48703	6.9254913	470.33354115486145
11	1891.2148	199.272	2031.0098	1497.8594	1813.5092	120.83384	2032.0411	1581.4999	1000.0	1000.0	55000	190.32611	38.694935	272.79193	121.08235	-192.00838	8.019223	517.2233202457428
12	1965.443	175.80148	2267.4128	1787.2563	2027.7854	222.16927	2215.3381	1399.593	1000.0	1000.0	60000	199.77203	38.783447	275.52386	125.18363	-201.51674	8.017142	563.7856760025024
13	2309.5989	249.06647	2736.6868	1978.174	310.94434	677.5821	1776.7606	-650.3833	1000.0	1000.0	65000	210.70433	38.618298	295.93726	131.58168	-212.50948	7.7756624	614.9497339725494
14	553.5692	1039.144	2249.868	-667.7629	206.14726	492.62213	1410.6273	-310.46176	1000.0	1000.0	70000	216.2894	47.112778	305.91882	114.340385	-217.86215	7.789	660.1241195201874
15	2133.118	940.8096	2907.71	514.2102	3047.4954	71.316475	3192.7358	2916.419	1000.0	1000.0	75000	218.29504	61.49207	321.66937	92.248146	-219.77925	9.278206	707.9698374271393
