Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	-433.56	44.389713	-370.7701	-489.64273	1000.0	0.047914557	0.33998716	1.1530674	-1.177393	4000	-0.028854221	1740.9017	-0.012000654	-759.2999	5.5224366	0.0021931499	4.97357439994812
1	-434.35605	60.22881	-369.4882	-527.5808	1000.0	-6.5476065	7.254902	13.366855	-14.267016	8000	-0.024059985	1376.4855	-0.0045015644	-535.8594	5.528884	0.0024824978	9.174970149993896
2	-467.9577	50.50023	-401.934	-519.52606	1000.0	-19.012259	2.4749935	2.112708	-20.216253	12000	-0.06604461	860.063	-0.005434878	-306.35736	5.5150204	0.002836219	13.559845685958862
3	-517.26917	50.511024	-437.67386	-577.96014	1000.0	-20.918718	10.111687	21.423157	-26.845692	16000	-0.0344105	969.04724	-0.0041146316	-525.1718	5.571866	0.0010679814	17.972963571548462
4	-455.48624	91.59677	-363.25052	-598.15375	1000.0	-31.636286	0.53302705	-22.361235	-31.947723	20000	-0.026726097	526.4276	-0.0030332785	-66.35718	5.4425607	0.0019023044	22.408199310302734
5	-439.8815	29.964394	-390.67184	-468.25403	1000.0	-32.910374	5.1992235	20.779018	-34.77208	24000	-0.018898413	326.39212	-0.003807295	-43.10974	5.471364	0.0011982354	27.030123233795166
6	-435.84323	111.16371	-248.9406	-521.6835	1000.0	-35.886368	2.0962236	1.6618935	-36.656292	28000	-0.005485015	292.1935	-0.0022250516	-21.83139	5.521793	0.0002739269	31.33816909790039
7	-445.06595	61.859035	-345.64005	-502.55737	1000.0	-35.89403	4.036892	5.9147596	-38.082165	32000	-0.04438495	271.03925	-0.0024357773	-21.182495	5.5274725	0.00072630844	35.686638593673706
8	-419.87164	86.58043	-335.49408	-548.6219	1000.0	-38.189632	2.5220284	-2.1937966	-39.429943	36000	-0.03492964	329.0847	-0.0029074252	-10.259552	5.500613	0.0005649273	40.17135286331177
9	-404.07773	107.41198	-226.19125	-494.5924	1000.0	-37.807655	4.0387425	9.637032	-39.917362	40000	-0.0008625307	296.38126	-0.0015429182	-37.07553	5.440785	0.00080549525	44.45693850517273
10	-410.51205	69.46111	-313.6867	-492.84073	1000.0	-35.10297	6.748101	1.7366259	-40.4745	44000	-0.023630187	322.3793	-0.0027070828	-33.128143	5.516885	0.00070453197	49.301231145858765
11	-290.98236	89.12206	-174.56752	-406.8172	1000.0	-35.026085	5.090375	-1.2858106	-40.30486	48000	-0.026464432	518.45746	-0.0034889597	-124.55002	5.513629	0.0011600531	53.411149978637695
12	-453.21936	30.064678	-414.20282	-494.21402	1000.0	-33.300312	7.966697	12.981157	-39.661865	52000	-0.04325891	272.62064	-0.0017507114	-105.973236	5.5241485	0.0006549137	57.87283539772034
13	-433.9706	37.023277	-382.3237	-486.9036	1000.0	-39.5254	4.3762217	2.3591025	-41.436867	56000	-0.0668662	179.6359	-0.0016708449	-9.370468	5.5274043	0.0010347748	62.19631862640381
14	-367.17822	147.2658	-275.1417	-622.0273	1000.0	-36.659508	6.0137825	2.6094668	-42.098442	60000	-0.028908504	407.06113	-0.0017912257	-53.270813	5.492797	0.0010489632	66.73716449737549
15	-367.49445	28.85195	-324.4092	-403.9095	1000.0	-34.94772	8.260502	13.955421	-41.756668	64000	-0.023051845	208.36253	-0.0023978725	-30.111435	5.540961	0.0008835961	71.27735304832458
16	-331.86185	64.81954	-229.08171	-392.21616	1000.0	-33.66331	6.7467465	4.690118	-40.8327	68000	-0.027673347	184.55356	-0.0018687546	-29.888687	5.511959	0.0011493699	75.74852085113525
17	-408.49374	71.08862	-296.05304	-492.42358	1000.0	-32.385258	7.089781	-0.023942113	-40.083057	72000	-0.05818318	177.54997	-0.001653634	-35.290665	5.5168886	0.0012050376	80.20966839790344
18	-367.5853	54.64359	-276.4953	-418.07236	1000.0	-29.258783	7.3664393	1.791236	-41.60237	76000	-0.006620204	541.1879	-0.0015872372	-77.68469	5.5233793	0.0015952137	84.57138466835022
19	-379.67218	27.621037	-349.07736	-414.41428	1000.0	-34.29143	9.5555105	23.467123	-42.476135	80000	-0.063861094	259.35028	-0.0014517233	-36.724365	5.4931145	0.0002012881	89.04507541656494
20	-368.30057	78.95366	-239.3922	-453.6821	1000.0	-36.867	7.5882907	19.027727	-42.176674	84000	-0.06305414	300.76562	-0.0013268813	-28.244507	5.4705048	0.00016490262	93.62457585334778
21	-366.48093	81.34695	-228.34573	-435.6481	1000.0	-31.585537	9.017617	9.231082	-41.473087	88000	-0.046089243	284.78494	-0.0014984384	-34.796814	5.4843554	0.00011302221	97.78157162666321
22	-338.27158	59.165318	-285.26065	-436.33575	1000.0	-33.37791	8.09622	14.816737	-41.546486	92000	-0.0036731872	245.64906	-0.0012746288	-27.427475	5.532451	0.00021232266	101.95922684669495
23	-427.51123	11.372325	-411.03168	-442.64853	1000.0	-35.49147	7.4768806	12.274197	-41.56267	96000	-0.036308035	201.98967	-0.002286125	-44.503174	5.529975	0.0001784364	106.14452862739563
24	-384.50745	55.76332	-324.29257	-470.51556	1000.0	-38.775436	4.5962667	3.274264	-41.83994	100000	-0.04744227	235.228	-0.0017745532	-34.25363	5.5032635	0.000882099	110.48199892044067
25	-258.8478	137.87291	-49.558933	-431.8965	1000.0	-31.56757	8.171104	14.801767	-40.67636	104000	-0.051520072	360.5452	-0.0016401522	-139.97803	5.494833	0.00015628684	114.86194062232971
26	-338.992	44.001778	-286.8419	-385.77573	1000.0	-24.67333	11.679678	6.8477454	-40.510826	108000	-0.07503764	305.45587	-0.001811862	-101.60681	5.5041847	-9.122235e-05	119.03922080993652
27	-368.96088	70.03774	-293.73032	-455.87225	1000.0	-31.22984	7.8071885	-2.0689497	-40.6919	112000	-0.026616989	265.50485	-0.001889756	-45.05594	5.5474434	0.0006598262	123.24530243873596
28	-366.52463	55.788994	-273.18552	-421.19513	1000.0	-34.42297	5.24168	-2.343718	-40.066853	116000	-0.038147904	162.88797	-0.001100082	-17.111328	5.497905	0.00042117102	127.62924098968506
29	-393.5138	22.724613	-358.10797	-419.2506	1000.0	-35.43825	5.6491537	2.313015	-40.487	120000	-0.03999524	200.80865	-0.0018190853	-18.322815	5.513565	0.00015124786	131.60243797302246
30	-376.76877	19.149849	-345.5867	-397.55206	1000.0	-35.000984	6.45219	16.672358	-40.64979	124000	-0.012183355	250.80984	-0.0012589386	-24.560028	5.514782	0.00016980732	136.41276001930237
31	-404.03757	33.12206	-359.92282	-449.1058	1000.0	-37.019135	5.3525305	-3.8887043	-41.00526	128000	-0.06494861	168.69533	-0.0019670501	-12.644669	5.4828367	0.0006841312	140.4567461013794
32	-310.70633	70.90048	-198.33757	-378.3413	1000.0	-36.016834	6.950963	10.732413	-41.659367	132000	0.010865002	230.72545	-0.0016628308	-72.28458	5.4912543	-6.0425937e-05	144.92045974731445
33	-418.5081	67.56528	-367.92178	-534.1382	1000.0	-29.8702	8.076525	12.254079	-39.643322	136000	-0.04279473	418.64612	-0.0009747334	-139.68906	5.478875	0.0006984722	149.37397050857544
34	-385.47266	40.67453	-333.9667	-445.25665	1000.0	-37.69305	4.6811423	3.7223632	-41.775536	140000	0.036835857	164.09662	-0.0019223727	-17.839996	5.5064473	0.0004687513	153.6214861869812
35	-374.99396	95.01237	-247.32573	-512.6287	1000.0	-35.394627	4.275068	0.3521699	-40.182438	144000	-0.0026357824	264.31882	-0.0018158995	-57.356354	5.472264	0.00096119335	158.14035034179688
36	-353.5722	27.752506	-308.4795	-378.383	1000.0	-33.181507	9.509172	23.561342	-41.51121	148000	-0.008756338	187.6188	-0.0018606056	-25.150421	5.552192	0.00022500532	162.52700901031494
37	-355.6491	76.92015	-263.61047	-471.10052	1000.0	-32.60517	8.36322	9.402668	-41.491226	152000	0.004098483	223.89563	-0.0010689571	-68.97945	5.479661	9.652388e-05	167.16300916671753
38	-342.63724	49.74346	-295.55447	-425.53763	1000.0	-32.155666	3.4453542	-11.649402	-39.349617	156000	0.02259979	178.98662	-0.0015837494	-12.331436	5.4815526	0.00063769036	171.40442061424255
39	-396.24103	67.931984	-317.8678	-484.32413	1000.0	-33.232952	3.980604	-6.8719907	-39.3096	160000	-0.019408423	218.2605	-0.0016816575	-31.786636	5.490767	0.0007348318	175.7527153491974
40	-338.83673	22.066965	-310.27487	-372.1325	1000.0	-35.13879	6.8217735	8.692513	-41.820446	164000	-0.016514251	185.31627	-0.0017060637	-34.495132	5.4966016	3.378701e-05	180.18701910972595
41	-390.78564	37.44988	-354.908	-452.29288	1000.0	-27.095947	17.230955	35.96029	-40.244873	168000	-0.024131058	491.68726	-0.0018849485	-342.71313	5.4252634	0.00037633633	184.2614393234253
42	-322.46808	54.63204	-254.83014	-395.77393	1000.0	-35.603256	5.7487564	-4.0867167	-42.696423	172000	-0.02102303	213.494	-0.0016353261	-72.74585	5.52384	0.0008178802	188.49940538406372
43	-326.0974	31.839825	-280.22708	-356.36536	1000.0	-31.272322	7.6487765	-7.2260437	-41.883656	176000	-0.009501861	208.4551	-0.0014345553	-27.976196	5.4522185	0.0008888443	192.91995668411255
44	-394.19458	64.849976	-300.62772	-476.63654	1000.0	-33.040016	6.61185	-2.3069592	-41.323658	180000	-0.03303193	239.71811	-0.0019967183	-42.93492	5.512276	0.00092528126	197.14800333976746
45	-313.74222	73.033295	-244.17708	-426.70627	1000.0	-34.447536	5.451482	-3.1824553	-41.602867	184000	0.0009412155	285.7002	-0.001116703	-67.62372	5.525489	0.00036242456	201.58359622955322
46	-345.49475	32.313282	-297.82248	-388.18442	1000.0	-32.531628	6.4152756	1.9483798	-40.05726	188000	0.0012651195	160.98143	-0.0010265531	-15.915817	5.4471316	-7.77126e-05	206.05646896362305
47	-400.1451	60.13788	-344.65482	-498.19754	1000.0	-31.962276	5.523984	5.8738546	-39.389668	192000	-0.04520619	338.09418	-0.001494322	-61.273346	5.5010467	0.00017859667	210.3160195350647
48	-294.8983	60.13658	-231.78947	-389.45135	1000.0	-35.855587	6.4903708	14.476666	-43.19652	196000	-0.04133253	275.6346	-0.0019383058	-90.41783	5.479942	0.00023757637	214.50187873840332
49	-361.7139	50.21726	-302.8642	-433.95984	1000.0	-25.409931	15.134798	31.173243	-40.62096	200000	-0.04084462	439.57114	-0.0011627004	-291.0816	5.443115	8.3435e-05	218.58249235153198
50	-352.41833	41.38826	-285.2955	-394.07764	1000.0	-33.391975	4.1118407	-9.424899	-41.25609	204000	-0.025330741	125.973526	-0.0008868892	-13.506294	5.4603615	0.0012420779	223.3324966430664
51	-350.76828	38.21262	-284.63937	-375.31985	1000.0	-32.321133	4.577474	-11.061518	-39.811123	208000	0.0071945284	155.53732	-0.0011139237	-19.049942	5.512708	9.433544e-05	227.51457524299622
52	-369.04446	33.913197	-321.88998	-413.7905	1000.0	-32.540726	5.583	-6.882001	-39.897728	212000	-0.029231934	180.43494	-0.000769116	-19.216568	5.4919014	0.00085484184	231.25060153007507
53	-259.08087	93.2057	-137.7857	-394.69098	1000.0	-33.446228	7.166705	-2.766631	-41.980953	216000	-0.03900912	321.05267	-0.0013135746	-109.03851	5.4896226	0.00037518435	235.37015676498413
54	-335.9246	98.329834	-165.92181	-400.62183	1000.0	-29.610792	9.839136	10.729641	-41.085796	220000	-0.036250602	250.93657	-0.0022995397	-49.993347	5.4534345	0.00047074418	239.78422045707703
55	-340.57843	25.357994	-297.00235	-357.9059	1000.0	-30.09886	6.587498	6.4124403	-39.379536	224000	-0.037070278	188.05003	-0.0017991997	-22.843231	5.465242	0.00010986757	244.08609414100647
56	-325.48724	103.708984	-146.77339	-396.49548	1000.0	-31.280096	5.623845	8.312062	-39.634583	228000	-0.016736493	225.72418	-0.0014798082	-49.75847	5.481428	0.0006519875	248.30771660804749
57	-359.1697	48.08947	-289.5104	-423.83505	1000.0	-33.464577	8.697433	13.791793	-41.920856	232000	-0.03085378	149.1643	-0.0018830877	-17.072952	5.536927	0.000564579	252.64524626731873
58	-344.26562	71.51997	-269.9637	-432.00226	1000.0	-34.33821	7.1459064	-1.0920419	-41.640385	236000	-0.027201634	148.80228	-0.0009220317	-21.232483	5.480292	-0.00040930658	257.0916476249695
59	-330.7708	44.321777	-260.9951	-378.7597	1000.0	-26.850906	10.837592	9.878222	-40.530983	240000	0.037803844	232.45503	-0.0017143637	-50.530533	5.462119	0.00015403288	261.4571099281311
60	-336.5031	38.34701	-278.23904	-382.00647	1000.0	-31.23577	6.5250726	10.116445	-40.763515	244000	-0.061500747	126.26448	-0.000805296	-11.147377	5.483358	0.00048718668	266.1816680431366
61	-335.40152	98.68969	-171.41583	-434.21326	1000.0	-31.323397	5.630428	3.6076376	-38.286663	248000	-0.040842667	194.88554	-0.0016347133	-28.16301	5.421144	0.00021864224	270.43609738349915
62	-320.12198	31.80529	-273.84802	-357.0976	1000.0	-28.250484	10.494947	14.794494	-40.39116	252000	-0.0117796	195.09319	-0.0014113812	-27.59372	5.397372	0.0011794217	274.8550157546997
63	-325.10565	97.13056	-159.99113	-410.5171	1000.0	-30.008968	8.113252	17.782198	-40.12703	256000	-0.032872085	213.58124	-0.0012470111	-26.333557	5.47575	-0.00024812174	279.37347960472107
64	-250.79799	45.015797	-179.20941	-295.90906	1000.0	-28.097824	9.428992	10.0905	-40.552956	260000	-0.0066698417	238.40614	-0.001239622	-56.890488	5.463919	0.00081674085	284.0221748352051
65	-303.14694	73.05161	-187.23514	-388.64264	1000.0	-24.197754	7.7267575	17.765696	-37.22227	264000	-0.057632737	260.41757	-0.002442345	-38.632767	5.4621816	0.00041385138	288.1548330783844
66	-337.43826	53.32476	-247.88043	-388.5459	1000.0	-27.293144	7.300824	14.093734	-40.97817	268000	-0.037770692	273.91638	-0.0016170256	-45.44673	5.4305277	0.000160096	291.91930627822876
67	-350.18393	28.204512	-303.48294	-376.9761	1000.0	-30.932331	6.5474324	24.84508	-42.587093	272000	-0.008742498	222.97601	-0.0010913052	-33.66832	5.506057	0.00048302853	296.050315618515
68	-311.07422	31.141954	-266.72467	-352.17004	1000.0	-32.309265	7.4272976	22.013916	-43.09792	276000	-0.04307022	124.08142	-0.0012216568	-21.76078	5.495162	0.0002568974	300.2860460281372
69	-297.88232	45.924118	-251.17975	-369.50604	1000.0	-29.285093	7.7080216	11.498664	-41.392952	280000	-0.052049685	159.13127	-0.00124171	-29.822266	5.4610324	-0.00021563089	304.6891791820526
70	-274.07196	53.38365	-185.09386	-317.50546	1000.0	-23.362177	9.345932	10.430966	-37.560905	284000	-0.009545142	176.5305	-0.0018213727	-31.139725	5.500454	0.0009475752	309.4167170524597
71	-290.0072	23.455704	-261.36353	-323.52545	1000.0	-26.35972	6.840076	5.0903683	-38.926983	288000	-0.058824368	160.64262	-0.0009421557	-23.37468	5.4368515	-2.1050155e-05	313.75150203704834
72	-312.3169	58.19044	-227.46712	-383.52612	1000.0	-27.587664	6.4967804	16.217154	-39.98802	292000	-0.06470473	125.15727	-0.0009413734	-40.86019	5.4333167	-4.4232607e-07	318.34070205688477
73	-315.32977	24.88308	-288.89728	-345.35345	1000.0	-33.092304	6.541658	-0.32063988	-41.363277	296000	0.020780249	131.25125	-0.002022745	-44.91658	5.4969573	0.00021041906	322.4430890083313
74	-302.54156	44.323444	-251.43307	-363.88388	1000.0	-26.629148	5.2204533	0.055220008	-38.524265	300000	-0.08322289	141.20862	-0.00093946606	-18.0402	5.4767003	0.00024164474	326.81872034072876
75	-311.2753	39.10098	-259.14575	-367.41806	1000.0	-28.371037	4.584085	-0.6040913	-40.37417	304000	-0.02871575	134.92816	-0.0014589634	-15.467613	5.4961143	0.00038762056	331.10774850845337
76	-302.88916	24.326502	-275.06903	-341.10995	1000.0	-28.42069	6.235323	4.026443	-39.395702	308000	-0.008052111	181.40637	-0.0015167948	-23.830688	5.4356623	0.000115644696	335.41635394096375
77	-266.5992	51.036705	-178.62569	-302.44672	1000.0	-28.025904	6.734031	8.927791	-39.54215	312000	-0.014756428	106.021935	-0.0013373867	-23.45288	5.441874	0.00019004941	339.89345240592957
78	-338.9477	46.27431	-282.47208	-410.08963	1000.0	-22.655401	7.36605	5.5259924	-37.35646	316000	-0.021310592	276.86276	-0.0013507009	-105.524185	5.485997	0.00030019903	344.1184856891632
79	-315.38126	69.55213	-235.7988	-418.42703	1000.0	-29.758001	5.114419	-4.452448	-42.846718	320000	-0.053219624	142.79848	-0.0013107471	-27.999954	5.4909015	0.0001455236	347.59038639068604
80	-349.89172	31.115707	-313.99973	-399.69205	1000.0	-25.108347	14.023397	37.113453	-41.399727	324000	-0.035648238	389.42767	-0.0016302504	-191.66315	5.454363	0.0004020377	352.3512964248657
81	-282.92828	54.076878	-213.8221	-364.84378	1000.0	-33.33253	5.0831723	7.0116034	-45.6959	328000	-0.04393088	231.44125	-0.0015582442	-71.77638	5.482994	-0.00019016606	356.60430788993835
82	-235.53035	66.08045	-128.49774	-306.1139	1000.0	-26.270557	5.2091327	1.5069392	-41.305202	332000	-0.009099161	148.18517	-0.0018774159	-45.143196	5.4602146	-5.9094073e-05	361.1096341609955
83	-271.00803	90.75101	-120.59436	-363.03824	1000.0	-22.210754	6.8403983	2.5903835	-40.179844	336000	-0.04615376	227.86102	-0.0011993498	-39.225906	5.434218	0.00037256457	365.4237542152405
84	-241.06914	62.33132	-165.76689	-333.75995	1000.0	-23.53689	7.969521	5.920165	-41.051907	340000	-0.0211554	142.44171	-0.0013728086	-20.735947	5.435914	0.0010249085	369.088978767395
