Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	-301.663	72.968895	-196.02272	-397.13	-442.04428	24.146656	-415.4841	-492.02	1000.0	1000.0	5000	1.938176	3.8904836	22.443304	-7.299312	1.9384108	3.890645	22.919954	-7.2424293	-3.2967458	0.39266732	44.64045977592468
2	-272.16504	75.130295	-137.53764	-353.5982	-221.27132	72.72576	-68.75521	-323.92078	1000.0	1000.0	10000	16.04829	6.6692467	40.646793	-4.103864	16.048573	6.668825	40.79752	-4.0059295	-18.583393	1.2113197	93.02117896080017
3	-362.08905	125.08862	-218.56569	-556.88556	-602.462	65.087326	-482.7196	-709.3615	1000.0	1000.0	15000	27.547813	7.0833893	56.27029	4.2051525	27.547989	7.0824966	55.20943	3.6779788	-29.555754	2.8068182	146.45867252349854
4	-315.31567	225.82625	69.121475	-566.23865	-120.7903	357.4829	778.88605	-436.00424	1000.0	1000.0	20000	29.304455	12.409729	79.47698	-10.33758	29.304771	12.40851	79.465195	-10.068268	-30.75863	3.5008996	197.37879586219788
5	962.2438	587.1155	1694.6829	259.02353	2047.3483	1195.9907	3051.4248	-293.48407	1000.0	1000.0	25000	30.14889	17.330313	84.314476	-6.5474186	30.149267	17.33033	84.81098	-6.4150867	-31.407053	3.4655185	246.99884366989136
6	3100.0415	474.84448	3784.8298	2526.2324	1641.7292	1071.3064	3315.6724	-204.9715	1000.0	1000.0	30000	43.674583	28.306648	134.01967	-7.3032703	43.67448	28.307198	134.83124	-7.7676773	-45.646545	6.1509132	297.22912430763245
7	1404.8104	1327.7814	3531.7114	-66.64384	2544.1284	1023.9862	3539.4172	615.3085	1000.0	1000.0	35000	60.41889	41.625923	172.95352	-12.6830015	60.41905	41.62685	172.49167	-10.603781	-62.736526	9.623187	350.31673312187195
8	3916.3743	263.66534	4289.148	3471.0393	4622.6147	87.58177	4755.636	4420.516	1000.0	1000.0	40000	81.19733	55.42676	204.21156	-15.326724	81.19796	55.427944	204.43448	-14.207585	-84.16076	13.976234	402.13543224334717
9	4252.6333	305.92712	4536.0205	3665.2063	4668.9565	115.53494	4815.941	4429.9463	1000.0	1000.0	45000	108.06232	67.01602	228.68506	-15.803552	108.06285	67.01753	230.28177	-14.741446	-111.05712	15.6298685	451.9920642375946
10	4447.426	218.20778	4667.6772	4089.3762	4610.8965	118.34705	4853.1187	4412.5796	1000.0	1000.0	50000	134.66472	76.040276	256.18417	-13.452819	134.66481	76.04098	257.26523	-14.531904	-137.64772	17.203985	501.03326392173767
11	4322.681	394.07892	4777.8486	3738.225	4649.292	48.057636	4723.299	4593.8584	1000.0	1000.0	55000	159.08226	81.84178	277.074	-12.147726	159.08212	81.842514	279.74332	-12.527446	-162.23817	20.149485	552.3655593395233
12	4488.2144	320.9376	4767.5566	3889.3374	4929.4727	126.9501	5091.499	4658.075	1000.0	1000.0	60000	181.87425	85.7041	298.54233	-6.108074	181.87398	85.70487	296.84143	-9.389852	-185.05177	19.07917	605.9596440792084
13	4744.686	119.96782	4910.555	4611.354	4748.6436	38.735294	4812.9785	4706.772	1000.0	1000.0	65000	203.05664	88.32517	314.60587	-2.188377	203.0567	88.3251	316.68887	-1.4759482	-206.17326	19.411282	655.3822903633118
14	4153.1475	832.62085	4971.755	2759.2825	4896.8936	195.77956	5184.1733	4585.6426	1000.0	1000.0	70000	222.06137	89.816055	332.3568	1.5448827	222.06172	89.81548	332.88983	1.4671924	-224.9427	19.979877	704.8571498394012
15	4803.5312	155.59264	4918.9326	4498.9966	5022.61	75.9509	5123.198	4859.642	1000.0	1000.0	75000	237.39804	93.45364	347.8828	4.5412107	237.39827	93.45323	348.24905	0.65087247	-240.1194	21.007946	755.0715684890747
16	4786.13	145.76694	5044.213	4605.636	4317.309	506.52463	4884.006	2975.866	1000.0	1000.0	80000	252.13142	96.27176	363.00574	-7.2254305	252.13155	96.27144	358.84058	-2.9513125	-254.81752	20.517485	808.9314105510712
