Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	KL	BacktrackIters	Time
0	-677.7547	226.46411	-475.85486	-1032.2007	1000.0	0.03245583	0.893457	2.2413802	-2.4930012	4000	-5.7160854e-08	4552.319	-0.05529515	-1108.3674	0.008903455	0.0	5.8900415897369385
1	-567.2506	123.47676	-429.98636	-742.72485	1000.0	-12.168867	3.673249	5.8619347	-15.075117	8000	2.503395e-08	2100.2563	-0.05498637	-690.6992	0.008714464	0.0	10.46182894706726
2	-528.1535	64.3619	-449.4691	-627.75586	1000.0	-21.422829	2.2021124	11.959532	-22.034052	12000	-6.198883e-09	929.2465	-0.056428116	-227.66913	0.00880385	0.0	15.462116241455078
3	-573.4447	66.65899	-495.77225	-679.83496	1000.0	-26.436323	0.9895444	-5.837775	-26.701147	16000	5.066395e-08	1053.4318	-0.056573547	-186.216	0.008878989	0.0	20.501826524734497
4	-491.90158	82.9656	-402.5308	-627.0074	1000.0	-31.045496	1.0809252	-4.7221847	-31.194635	20000	4.6610833e-08	540.79926	-0.05731364	-64.49008	0.008856682	0.0	25.28533959388733
5	-566.52704	147.80727	-470.455	-821.971	1000.0	-33.98741	0.36496466	-22.479721	-34.07683	24000	-4.518032e-08	835.0192	-0.06202392	-118.891846	0.00903248	0.0	30.6083083152771
6	-519.07446	58.518116	-443.93134	-601.59247	1000.0	-37.77668	1.4112917	4.7184105	-37.94981	28000	9.775162e-09	439.06424	-0.059356067	-34.843445	0.008898571	0.0	35.7669472694397
7	-474.20142	88.67456	-374.01486	-602.4666	1000.0	-39.937195	0.14746097	-36.5913	-39.96735	32000	-6.9141386e-09	463.7071	-0.057223674	-4.456421	0.008924648	0.0	40.0012948513031
8	-573.1859	146.1453	-385.1402	-779.46454	1000.0	-40.62189	1.2874299	5.3522644	-40.792774	36000	9.417534e-09	790.2911	-0.06339454	-62.88513	0.008896122	0.0	44.834450006484985
9	-460.6789	66.721596	-353.41696	-529.83765	1000.0	-43.684742	0.09973201	-39.344727	-43.694412	40000	2.193451e-08	183.02481	-0.060175315	-4.2084045	0.0089985505	0.0	49.285698652267456
10	-506.27292	134.79562	-400.164	-737.26154	1000.0	-42.990704	0.3581526	-30.440586	-43.042538	44000	-3.695488e-09	546.3262	-0.060051203	-4.8236694	0.008846481	0.0	54.186012506484985
11	-424.66455	45.756107	-352.34326	-473.3104	1000.0	-43.79722	0.103548944	-40.89608	-43.80928	48000	2.0742416e-08	163.28471	-0.06853381	-19.127365	0.008855292	0.0	58.91294050216675
12	-530.15625	81.577354	-449.28543	-656.0324	1000.0	-41.937366	1.7362479	-0.7034483	-42.14084	52000	1.4185906e-08	346.9516	-0.0588707	-24.341522	0.008920533	0.0	63.36352252960205
