Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	-1398.9325	159.43233	-1163.2125	-1589.5918	1000.0	0.018743867	1.022845	2.4924724	-2.4103358	4000	-0.024683127	17489.238	-0.018644614	-1852.4551	5.533374	0.010805561	5.103633403778076
1	-1218.4226	167.33144	-1018.8455	-1412.7106	1000.0	-5.905386	5.2744203	14.420634	-15.383447	8000	0.024175568	12259.55	-0.010715317	-2958.046	5.565285	0.0065612076	9.434571027755737
2	-1062.5613	89.71169	-957.111	-1201.3448	1000.0	-18.729568	10.632606	23.808947	-24.132753	12000	0.002931818	7037.088	-0.010929329	-1670.3677	5.530687	0.009075001	13.748241186141968
3	-1072.693	74.38474	-947.79065	-1143.9833	1000.0	-30.07198	1.4512589	-0.32439044	-30.525328	16000	0.0046363208	5734.559	-0.008058322	-758.7573	5.5347843	0.005994761	18.134800672531128
4	-985.39294	214.15848	-721.7552	-1212.606	1000.0	-35.837666	1.3386227	1.9897939	-36.201534	20000	-0.017600754	4335.967	-0.0028106105	-489.12256	5.588246	0.0037302217	22.568001985549927
5	-990.3586	135.21191	-793.1438	-1166.5027	1000.0	-40.6238	1.0691013	-17.619387	-40.84862	24000	-0.005958764	3070.8115	-0.0057368577	-406.1001	5.5243745	0.004542808	27.10314679145813
6	-773.2718	56.78974	-675.565	-816.4966	1000.0	-45.0287	0.21044327	-41.46937	-45.120083	28000	-0.01816194	1186.8728	-0.0042641982	-125.157104	5.4556565	0.003795406	31.263143062591553
7	-820.22705	85.056046	-736.96014	-958.20636	1000.0	-47.61561	0.20258564	-41.239433	-47.684383	32000	0.008578844	1373.7306	-0.0043495307	-149.09888	5.4669967	0.0036809442	35.44757676124573
8	-657.56726	94.70805	-546.4457	-761.76935	1000.0	-50.388596	0.12526882	-47.633823	-50.448708	36000	-0.0023270159	486.2986	-0.0051628584	-17.659119	5.561036	0.0040884684	39.835870027542114
9	-709.61554	99.67044	-594.04565	-865.8515	1000.0	-51.406746	0.7171743	-34.77226	-51.546112	40000	0.008568092	775.51935	-0.0032790662	-33.569763	5.4307003	0.0014621797	44.04975914955139
10	-626.54315	43.805965	-551.4079	-659.47125	1000.0	-52.584606	1.1143444	-23.468332	-52.826656	44000	-0.024897859	372.37042	-0.0037205834	-4.752472	5.500764	0.0019463556	49.07836937904358
11	-672.81085	72.39753	-552.199	-740.88403	1000.0	-52.960766	1.8132524	-9.662201	-53.31676	48000	-0.009922159	568.4702	-0.0011727624	-14.794861	5.544451	0.0015070495	53.30493927001953
12	-649.8777	65.88102	-573.94946	-752.96545	1000.0	-54.07129	1.1064152	-24.797386	-54.256966	52000	-0.03179837	355.97375	-0.003141649	-4.8424683	5.502488	0.0022350627	57.82039523124695
13	-553.37463	82.33932	-423.59375	-652.3289	1000.0	-54.226753	2.7775881	17.11767	-54.78726	56000	0.005032028	437.28735	-0.0019906387	-25.699036	5.508931	0.0017575149	62.388819456100464
14	-550.31213	80.746635	-437.65857	-638.1192	1000.0	-52.41183	4.699429	16.655138	-54.488613	60000	-0.0212015	323.4768	-0.0038488489	-12.488983	5.506382	0.0025376861	66.71175622940063
15	-554.4931	76.86848	-459.75357	-674.09937	1000.0	-50.97628	5.172973	-7.074355	-54.245644	64000	0.008513188	452.4634	-0.0014761039	-29.268585	5.512645	0.0018980976	71.09541058540344
16	-626.23035	114.68693	-476.15292	-784.5651	1000.0	-50.364727	4.471143	-0.3688119	-54.047993	68000	-0.011681831	522.4503	-0.0021234732	-46.704376	5.511071	0.0016648774	75.56259417533875
17	-540.16	105.419235	-403.49963	-666.1327	1000.0	-53.040165	3.7229533	-2.366775	-54.735214	72000	-0.05203599	557.2318	-0.0022667646	-52.0347	5.496636	0.00090879813	79.95983815193176
18	-554.20386	72.838974	-481.576	-675.443	1000.0	-48.027775	8.065083	29.458458	-54.554935	76000	0.028147155	346.2343	-0.0020607654	-48.381195	5.577207	0.00044978905	84.32004904747009
19	-660.89185	67.359695	-589.62103	-771.3329	1000.0	-51.547577	3.3505273	-21.431206	-54.546753	80000	-0.030655753	549.64124	-0.0033448264	-47.271362	5.5276914	0.0015965286	88.74759936332703
