Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	KL	BacktrackIters	Time
0	-1461.2798	62.591324	-1411.3303	-1568.3335	1000.0	0.018183572	0.58773154	1.6275328	-1.6386062	4000	-7.5817105e-08	19123.32	-0.050694063	-2052.1055	0.009229536	0.0	5.6995689868927
1	-1373.9999	151.86104	-1222.3477	-1537.7314	1000.0	-7.420101	3.825271	8.360281	-14.7251625	8000	-7.677078e-08	15192.089	-0.053077083	-3354.5586	0.00926048	0.0	10.407906293869019
2	-1334.8221	241.76564	-986.74445	-1566.7361	1000.0	-22.492361	4.5413346	20.390806	-24.05426	12000	1.2278557e-08	11129.656	-0.055668376	-1377.2803	0.009156645	0.0	15.091848611831665
3	-1295.9622	86.30277	-1171.42	-1415.219	1000.0	-26.226414	14.222477	30.201397	-30.632719	16000	-7.629395e-09	9372.185	-0.052721977	-1533.1396	0.009285495	0.0	19.780942916870117
4	-1133.8118	137.60304	-959.2802	-1288.5323	1000.0	-35.927795	0.5764172	-24.039421	-36.13507	20000	1.013279e-08	5633.433	-0.056366224	-610.0215	0.009078917	0.0	24.539722204208374
5	-1316.2032	121.13585	-1116.3405	-1417.9795	1000.0	-40.63785	0.37304088	-22.79102	-40.710133	24000	1.437664e-07	7410.092	-0.056672532	-814.0679	0.0090916585	0.0	28.994250774383545
6	-1162.6992	98.09211	-1091.3679	-1331.6519	1000.0	-45.892155	0.250137	-38.660736	-45.960976	28000	-2.8133393e-08	4699.9785	-0.052223198	-474.97266	0.009292917	0.0	34.06499361991882
7	-1117.7632	67.631226	-1029.4634	-1210.9926	1000.0	-50.08282	0.08916921	-48.140907	-50.121944	32000	-5.25713e-08	3993.3638	-0.054325357	-357.49707	0.009233964	0.0	38.682759046554565
8	-1160.955	104.145775	-1006.008	-1263.2137	1000.0	-53.689972	0.62387896	-35.341675	-53.775055	36000	9.298325e-09	3634.1714	-0.058176305	-376.11914	0.009228002	0.0	43.129677295684814
9	-1190.8496	110.20778	-1101.3074	-1379.6364	1000.0	-57.532986	0.05075052	-56.714405	-57.556038	40000	-2.992153e-08	3732.3955	-0.051313322	-387.76196	0.009286569	0.0	47.87433958053589
10	-1116.7043	220.83379	-832.803	-1382.937	1000.0	-61.450306	0.13242435	-57.714825	-61.48347	44000	-3.3736228e-08	3276.147	-0.05477437	-264.1714	0.009031338	0.0	53.307677030563354
11	-1077.9261	123.69884	-930.04126	-1256.4819	1000.0	-64.80406	0.110769235	-60.857613	-64.83039	48000	1.6212464e-08	2044.3826	-0.053432394	-149.72449	0.009205274	0.0	57.872379302978516
12	-1072.3274	60.212883	-990.1934	-1155.1964	1000.0	-67.39833	0.08827941	-64.88741	-67.424225	52000	-3.8146972e-08	1555.8977	-0.0498722	-152.40991	0.009240038	0.0	62.40572500228882
13	-1161.7427	102.69892	-1026.458	-1315.1522	1000.0	-70.03759	0.067137256	-67.069824	-70.0557	56000	4.4465065e-08	2200.7034	-0.05187693	-222.55762	0.009192204	0.0	66.88740158081055
14	-955.64844	48.307117	-876.9931	-1004.89655	1000.0	-73.24904	0.10737834	-70.25049	-73.27738	60000	7.033348e-09	1133.989	-0.056767106	-38.505493	0.009231559	0.0	71.53276681900024
15	-980.22754	137.98622	-808.4073	-1160.5233	1000.0	-74.6362	1.1079578	-32.52069	-74.75555	64000	7.629395e-09	1107.7087	-0.058839343	-35.955444	0.009236399	0.0	76.0311484336853
16	-851.48236	179.21014	-676.342	-1139.7024	1000.0	-75.724014	2.2464645	4.876178	-76.07385	68000	-1.3589859e-08	1347.0165	-0.052300055	-92.121704	0.009182033	0.0	80.57993531227112
17	-904.81213	194.47742	-706.4819	-1122.334	1000.0	-71.78435	8.239481	8.78485	-76.34255	72000	3.3974648e-09	1092.7615	-0.052591812	-97.90552	0.00919871	0.0	85.20211553573608
18	-871.5709	59.577385	-776.48816	-941.0636	1000.0	-73.08792	11.239413	48.78681	-77.3065	76000	-7.629395e-09	917.78766	-0.055223186	-113.01593	0.0092056785	0.0	89.84302401542664
19	-727.39624	110.34686	-589.4366	-895.7306	1000.0	-76.9	2.6401837	-12.00122	-77.82295	80000	-3.027916e-08	981.92267	-0.05887111	-141.85406	0.009103731	0.0	94.75741505622864
20	-689.2692	63.92918	-601.45703	-782.1029	1000.0	-69.07328	8.152375	-0.059951425	-77.419014	84000	1.0490417e-08	671.1273	-0.052725382	-122.51178	0.0091334665	0.0	99.37827253341675
21	-854.12976	169.0902	-693.038	-1101.7145	1000.0	-64.12324	10.024572	6.3732324	-77.22638	88000	-3.051758e-08	1234.6241	-0.0528701	-236.23248	0.009188377	0.0	103.85295391082764
22	-753.18506	86.316765	-647.7184	-865.1409	1000.0	-73.63608	7.449508	22.907099	-77.89507	92000	7.510185e-09	548.4261	-0.056921747	-69.80469	0.009091963	0.0	108.6849296092987
23	-821.86743	53.37573	-766.038	-883.62695	1000.0	-67.29701	7.6058855	-8.11207	-77.6536	96000	1.001358e-08	962.8495	-0.05471051	-70.17212	0.009086114	0.0	113.13595986366272
24	-815.55756	87.7427	-695.4224	-939.9112	1000.0	-71.105545	7.565044	0.38726592	-77.97669	100000	-4.768372e-10	641.12744	-0.05627211	-36.01886	0.009071876	0.0	117.90313792228699
25	-645.07947	54.77014	-571.65405	-723.9745	1000.0	-71.40179	5.9220667	-24.793621	-78.23818	104000	6.198883e-09	629.7065	-0.05735212	-236.29987	0.00926369	0.0	122.5100245475769
26	-767.5602	108.09838	-613.4339	-918.69635	1000.0	-59.74744	9.643651	9.5830765	-77.92771	108000	-3.8146974e-09	664.71625	-0.053893488	-169.30237	0.009056427	0.0	127.27153253555298
27	-704.3718	86.72009	-610.8195	-833.013	1000.0	-65.78025	10.18369	34.207615	-78.133064	112000	-8.5830685e-09	635.02344	-0.056424927	-72.67108	0.009037468	0.0	131.54696559906006
28	-672.1159	123.70509	-515.267	-834.00995	1000.0	-63.243874	7.4410195	-26.672356	-78.04844	116000	-7.033348e-09	771.408	-0.05666808	-63.08728	0.009085472	0.0	135.97792077064514
29	-596.4324	139.45293	-464.55905	-803.37006	1000.0	-61.26452	11.401286	9.077209	-78.11271	120000	-9.298325e-09	596.2057	-0.05697969	-195.59601	0.009192462	0.0	140.40975904464722
30	-541.0191	98.93623	-432.99832	-681.77673	1000.0	-49.625416	8.518434	-7.0360446	-76.92377	124000	-5.722046e-09	760.58435	-0.05531908	-110.25482	0.009070085	0.0	145.3593189716339
31	-711.7312	41.519558	-666.35565	-769.9015	1000.0	-52.732704	12.642055	-2.9322352	-77.64502	128000	1.0609627e-08	738.733	-0.055847317	-222.841	0.009157707	0.0	150.14108180999756
32	-637.661	90.14736	-560.4501	-783.3138	1000.0	-58.31432	10.882345	-9.316955	-76.919426	132000	1.4305115e-09	686.4322	-0.053584147	-185.74301	0.009207037	0.0	154.86179876327515
33	-546.16724	131.41948	-353.81335	-670.98615	1000.0	-54.28136	11.171513	-5.453993	-77.702194	136000	-4.172325e-09	808.1177	-0.054110013	-87.150085	0.009209383	0.0	159.24091982841492
34	-515.4324	105.904816	-435.7207	-694.56433	1000.0	-50.261845	12.550034	8.43521	-76.31671	140000	-1.6450882e-08	546.807	-0.05661157	-78.76318	0.009133581	0.0	163.75860619544983
35	-617.12427	57.345085	-530.07526	-691.2285	1000.0	-51.639416	10.359514	-15.007834	-72.86394	144000	-1.8239021e-08	430.49698	-0.06419892	-59.671722	0.009212801	0.0	168.29204893112183
36	-647.2663	74.87821	-528.94476	-736.7538	1000.0	-56.60597	8.209188	-9.897991	-74.513626	148000	-3.528595e-08	387.7853	-0.058213536	-36.624634	0.009073492	0.0	173.07473754882812
37	-529.1021	51.55903	-451.1085	-591.88184	1000.0	-54.751686	9.796333	-15.545019	-74.99816	152000	-1.1920929e-09	395.16324	-0.059742402	-66.228	0.009155768	0.0	177.6563057899475
