Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	KL	BacktrackIters	Time
29	-513.71313	149.21637	-341.283	-697.7869	1000.0	-42.928024	17.667387	17.216831	-62.709354	120000	-2.3841857e-09	399.76315	-0.0602409	-63.31659	0.009065554	0.0	139.15795516967773
30	-492.14468	221.74745	-162.4782	-734.9094	1000.0	-48.759155	15.382628	25.8116	-62.907154	124000	-7.152557e-09	452.30057	-0.06789514	-107.67145	0.008877299	0.0	144.35964226722717
31	-286.1938	300.66525	26.675182	-710.2862	1000.0	-31.394482	18.930882	7.984598	-64.250984	128000	-1.001358e-08	624.31506	-0.060033873	-153.3512	0.00890635	0.0	149.1984531879425
32	-238.44151	79.46667	-147.78607	-351.8504	1000.0	-20.110106	20.196209	36.226357	-64.709755	132000	-9.536743e-09	448.83224	-0.05852734	-103.457	0.008906139	0.0	153.8435263633728
33	-356.5379	168.22028	-145.09648	-539.00433	1000.0	-32.9075	21.045868	15.372332	-63.799873	136000	-2.384186e-10	444.32733	-0.057695556	-49.17688	0.008976122	0.0	158.68346738815308
34	-270.00467	189.6562	-130.87334	-596.6093	1000.0	-27.116978	20.188223	13.260848	-63.523373	140000	1.0728836e-09	402.51468	-0.05578681	-63.97531	0.009065748	0.0	163.4109115600586
35	-415.67224	189.91083	-129.77823	-610.3545	1000.0	-19.486187	26.68767	52.09125	-63.642334	144000	3.015995e-08	1719.9604	-0.05902234	-1092.7993	0.009056583	0.0	167.81179094314575
36	-255.09647	209.07327	74.90726	-503.9236	1000.0	-32.625298	16.59238	22.507502	-64.93286	148000	1.1920929e-08	840.32104	-0.059681244	-270.78955	0.008985336	0.0	172.5431821346283
37	-254.70645	131.77449	-31.142221	-364.0908	1000.0	-19.251379	15.033426	28.185774	-62.608704	152000	1.4305115e-09	655.50586	-0.056883696	-133.81671	0.008920471	0.0	177.05062675476074
38	-257.05655	222.34961	79.59401	-499.76633	1000.0	-28.827503	18.66493	27.380152	-65.27721	156000	-4.768372e-10	569.8236	-0.060534015	-112.18872	0.008881312	0.0	181.91756176948547
39	-307.29007	198.64192	-117.92219	-631.5235	1000.0	-26.46384	20.053926	22.709349	-64.902954	160000	1.502037e-08	377.49512	-0.05793236	-79.3288	0.008902149	0.0	186.5447120666504
40	-300.12125	191.99968	2.508136	-514.2865	1000.0	-25.794601	18.16175	19.681095	-65.31387	164000	1.2874604e-08	573.0172	-0.060796857	-74.031586	0.008830482	0.0	191.60849142074585
41	-365.5441	260.2997	-50.540634	-665.7495	1000.0	-35.970425	23.638906	19.573915	-65.783394	168000	5.2452087e-09	502.91324	-0.06400948	-96.520325	0.008896297	0.0	196.0429904460907
42	-294.8965	208.57211	9.893498	-505.4507	1000.0	-12.209203	18.234667	48.401806	-67.378	172000	1.0490417e-08	1233.7423	-0.060763486	-591.99255	0.008947891	0.0	200.5001437664032
43	-194.51627	117.50746	-42.12721	-354.9776	1000.0	-25.05486	17.205954	22.55715	-67.02833	176000	1.6212464e-08	515.2932	-0.059579324	-124.59311	0.008955331	0.0	205.37812638282776
44	-305.7434	142.1855	-101.79462	-502.61725	1000.0	-21.695633	16.7661	15.061573	-65.7074	180000	-1.6212464e-08	541.39087	-0.05974084	-136.66568	0.008825096	0.0	210.44224953651428
45	-430.30096	280.2319	34.410603	-717.2505	1000.0	-43.055656	21.233215	20.024267	-67.73808	184000	4.2915342e-09	484.14487	-0.062363688	-117.21448	0.008930202	0.0	215.35786318778992
46	-219.17162	92.70238	-81.39168	-342.13364	1000.0	-14.717395	15.039043	35.06744	-60.46993	188000	-9.298325e-09	405.89694	-0.057044197	-96.09375	0.008952383	0.0	219.88523817062378
47	-52.536346	105.785255	94.9721	-179.76279	1000.0	-15.682174	12.64018	15.4188175	-61.402664	192000	1.2159347e-08	469.06284	-0.059079416	-163.12064	0.00896796	0.0	224.40802669525146
48	-485.74762	198.87361	-175.43292	-730.0583	1000.0	-28.634136	23.952696	21.921646	-67.71	196000	-5.6028364e-09	684.42114	-0.05941987	-318.04086	0.00887565	0.0	228.801687002182
49	-147.54268	148.14554	53.893436	-362.1869	1000.0	-24.19442	13.623785	16.277758	-62.36103	200000	7.1525574e-10	585.163	-0.05794538	-218.22504	0.008868508	0.0	233.1554126739502
50	-251.27687	150.81592	-42.63928	-460.79202	1000.0	-21.013123	23.679909	28.175837	-68.99099	204000	1.3113022e-08	429.50494	-0.06543722	-70.14874	0.008852295	0.0	238.054594039917
51	-162.55844	89.88489	-47.234543	-288.54538	1000.0	-19.75312	19.816187	22.443827	-68.23158	208000	-7.629395e-09	292.6495	-0.059401985	-95.82907	0.008928969	0.0	242.6697928905487
52	-173.39072	221.85583	88.28411	-524.29205	1000.0	-17.634413	19.713575	13.0630665	-66.1425	212000	1.4305115e-09	441.4044	-0.061047655	-99.54706	0.008965824	0.0	247.24882173538208
53	-366.6493	247.86308	-46.114365	-619.74005	1000.0	-33.603634	28.421999	27.132153	-68.62586	216000	1.4305115e-09	344.15817	-0.06434758	-44.77237	0.00891577	0.0	251.3452684879303
54	-265.4279	190.28233	-98.34522	-588.9577	1000.0	-23.281662	25.3349	25.349607	-69.744026	220000	1.001358e-08	363.54587	-0.060980953	-47.104797	0.008918904	0.0	256.1247980594635
55	-225.20215	62.50929	-174.64908	-329.27673	1000.0	-18.136284	22.539902	26.151073	-71.236565	224000	-2.0503998e-08	494.01288	-0.05862153	-87.96106	0.008933234	0.0	260.89948749542236
56	-105.27226	113.2877	90.429016	-183.35133	1000.0	-20.222984	19.681356	18.882236	-70.24788	228000	-1.4305115e-09	565.6435	-0.064197406	-188.13297	0.008960895	0.0	265.69547176361084
57	-199.09187	220.96117	104.90242	-509.77927	1000.0	-17.226711	25.960339	29.407358	-68.07014	232000	-2.3841857e-09	461.85205	-0.060414128	-83.88568	0.008949297	0.0	270.13630867004395
58	-356.13553	270.54962	52.75755	-706.6849	1000.0	-34.587845	31.025213	26.409191	-69.88769	236000	-1.692772e-08	455.61206	-0.06397717	-88.53232	0.008864771	0.0	274.4673068523407
59	-141.39786	183.73814	73.62822	-386.49728	1000.0	6.3196173	15.387097	49.50041	-50.498936	240000	-2.0980835e-08	1843.6193	-0.060750883	-1086.166	0.008817445	0.0	278.9824607372284
60	-106.47865	58.245773	-52.61989	-192.29381	1000.0	-10.619796	17.017614	36.986507	-61.733116	244000	2.4795533e-08	562.524	-0.059939694	-113.2847	0.008830744	0.0	284.1377766132355
61	-157.4833	256.09476	100.85249	-582.95184	1000.0	-15.52619	22.186844	37.331707	-71.078094	248000	-1.3947487e-08	549.35126	-0.057954673	-141.9812	0.008927187	0.0	288.57303953170776
62	-88.93924	112.924515	48.675526	-246.30498	1000.0	-6.4787474	20.17286	32.942223	-73.9812	252000	5.722046e-09	533.3576	-0.060911898	-97.372894	0.008918304	0.0	293.17049646377563
63	-108.27214	56.86795	-73.34868	-206.7221	1000.0	-8.906139	17.620893	27.359314	-70.847786	256000	2.1457673e-08	423.24576	-0.05949969	-78.805084	0.008981687	0.0	297.66395711898804
64	57.290634	116.58383	204.97644	-118.0111	1000.0	-6.371648	13.056097	26.662443	-48.644554	260000	-5.722046e-09	549.7746	-0.056789238	-189.20584	0.008933549	0.0	302.031849861145
65	-117.632835	142.19298	31.254969	-283.09134	1000.0	0.67785496	16.080027	37.80397	-44.248955	264000	-1.4305115e-09	832.4116	-0.058318254	-287.72217	0.009004744	0.0	306.8585584163666
66	-144.40201	111.012924	40.456913	-243.1263	1000.0	-9.861801	23.727907	37.870766	-70.45897	268000	-7.152557e-09	732.7761	-0.061673086	-122.458496	0.008953222	0.0	311.4207739830017
67	-132.8512	206.9605	140.09703	-432.69006	1000.0	-18.734655	26.580437	42.425026	-71.55741	272000	1.3113022e-08	635.32623	-0.061759304	-171.09021	0.009028234	0.0	316.19179916381836
68	48.016556	125.4514	164.5398	-136.08116	1000.0	1.873336	16.533943	37.319782	-57.717472	276000	4.2915342e-09	397.71613	-0.058688965	-88.14224	0.008975176	0.0	320.32279872894287
69	-39.134857	370.16287	197.43115	-679.6795	1000.0	-4.24768	23.617716	36.2496	-63.68215	280000	2.6702882e-08	662.2266	-0.06220882	-236.09537	0.009013327	0.0	325.10825419425964
70	-176.88998	264.68875	178.68907	-562.7702	1000.0	-7.166556	34.352886	46.008556	-77.60061	284000	3.0994414e-08	855.899	-0.06313818	-273.6983	0.008964178	0.0	329.92754554748535
71	-381.9428	201.08708	-128.15437	-643.33307	1000.0	-33.92256	29.68527	46.494743	-75.38446	288000	-6.198883e-09	533.43274	-0.06409424	-117.17731	0.008859377	0.0	334.44921612739563
72	14.978839	90.187195	164.52663	-66.21751	1000.0	-3.7416134	22.681273	47.796085	-71.98065	292000	8.46386e-09	556.6593	-0.059589054	-163.11954	0.008839039	0.0	339.36726450920105
73	-50.98136	316.39496	242.46872	-581.3736	1000.0	-5.7433467	23.018045	33.096077	-60.513214	296000	-8.106232e-09	640.17004	-0.061467633	-230.23358	0.008983822	0.0	343.9478693008423
74	87.38497	214.05177	410.91742	-134.71838	1000.0	10.078205	22.758898	55.209724	-71.26773	300000	-3.695488e-08	625.672	-0.06285429	-109.858154	0.008901802	0.0	348.28336906433105
75	-109.95527	317.724	229.64244	-619.4971	1000.0	-5.2496448	29.346382	51.222553	-66.664314	304000	-1.6033649e-08	677.54486	-0.058865536	-137.37817	0.008991808	0.0	352.7710897922516
76	-121.566475	278.94772	154.81715	-575.64636	1000.0	-9.486481	31.490936	44.443905	-75.325554	308000	2.861023e-09	524.2504	-0.061647978	-86.382965	0.009163994	0.0	357.1537597179413
77	22.41426	92.84176	152.32869	-83.3414	1000.0	-0.35658363	19.595516	43.430817	-71.137085	312000	0.0	382.38702	-0.05912937	-83.143005	0.008964067	0.0	361.81007409095764
78	-183.7709	365.54846	341.01355	-588.86835	1000.0	-14.265503	26.131691	34.21478	-62.953346	316000	-1.9550324e-08	857.386	-0.063182466	-260.22247	0.0089797005	0.0	366.91002655029297
79	-202.37955	267.16257	192.68578	-474.38278	1000.0	-17.385597	37.653454	54.157906	-75.12239	320000	-2.193451e-08	581.3836	-0.0620634	-112.22183	0.009094152	0.0	371.4766638278961
80	80.3289	153.55191	213.77747	-179.62875	1000.0	-1.6661419	23.699638	40.79468	-73.0253	324000	4.053116e-09	515.6808	-0.059809215	-130.01642	0.009027197	0.0	376.5743408203125
81	146.30685	111.7447	259.71384	-29.987371	1000.0	11.234913	16.011436	42.382492	-55.566715	328000	1.8119811e-08	509.5353	-0.059724774	-79.21335	0.009091794	0.0	381.3496673107147
82	137.68452	109.3098	277.89355	-19.174942	1000.0	9.366836	24.53633	47.660942	-67.14351	332000	3.6239623e-08	516.15015	-0.0609102	-91.20282	0.009065773	0.0	385.918564081192
83	-2.2867432	245.20784	348.9921	-342.75186	1000.0	7.2688837	25.23861	45.739426	-67.63985	336000	7.152557e-09	591.1507	-0.060130306	-192.81277	0.009024387	0.0	390.64046931266785
84	72.09613	333.36252	355.35764	-484.33197	1000.0	-3.5635	35.318104	51.708496	-74.29421	340000	-8.34465e-09	772.90375	-0.060456555	-187.94403	0.009068054	0.0	395.3630471229553
85	191.99329	79.833435	278.82224	70.04938	1000.0	21.535692	20.632744	59.677216	-48.51701	344000	-5.2452087e-09	450.64218	-0.057144765	-100.47632	0.009043859	0.0	400.0143723487854
86	86.08172	182.10585	366.38748	-138.75108	1000.0	9.528202	28.276333	53.170055	-69.3231	348000	-3.0755995e-08	518.7878	-0.06005378	-76.56485	0.0090432875	0.0	404.525591135025
87	246.30069	160.68031	471.29395	30.780497	1000.0	16.9028	16.10037	48.865185	-43.840908	352000	-8.106232e-09	510.3068	-0.055280056	-112.46774	0.009062434	0.0	408.9431748390198
88	235.23997	127.74612	436.0409	106.679855	1000.0	22.54815	17.40265	54.347527	-57.77719	356000	-3.5762787e-10	570.004	-0.059000853	-83.36041	0.009188539	0.0	413.68640303611755
89	326.62836	157.19507	556.1785	131.73639	1000.0	24.253553	16.852568	61.908623	-33.65824	360000	1.001358e-08	695.1556	-0.060086045	-110.245605	0.009164337	0.0	418.1470754146576
90	84.43687	410.9126	498.43256	-598.80206	1000.0	12.334631	34.213005	63.935745	-58.55332	364000	-9.059906e-09	854.4574	-0.058896765	-246.40027	0.00916671	0.0	422.85771083831787
91	110.49707	469.70615	536.507	-666.00745	1000.0	8.587539	43.888355	69.852234	-81.143585	368000	4.2915342e-09	517.1569	-0.06003582	-115.53198	0.009194462	0.0	427.73981189727783
92	-44.296036	100.94191	60.890724	-210.91774	1000.0	6.662716	37.70825	62.487194	-80.87407	372000	-1.4185906e-08	1038.6681	-0.058590915	-387.2376	0.009131515	0.0	432.24320578575134
93	185.6333	133.26941	315.44766	-37.441345	1000.0	5.7767286	26.18657	49.814106	-66.27375	376000	-7.033348e-09	752.2395	-0.05594477	-251.62769	0.009165905	0.0	437.0092673301697
94	-214.15007	204.44794	14.382032	-534.2076	1000.0	-17.730043	40.98205	63.599804	-70.81665	380000	-4.2915342e-09	591.1817	-0.061823267	-126.812195	0.009107115	0.0	441.8315124511719
95	222.54745	150.1671	439.41473	50.536358	1000.0	22.350325	20.03362	61.972984	-50.24267	384000	-3.0994416e-09	808.8473	-0.060943443	-145.23828	0.009284487	0.0	446.545476436615
96	235.91797	122.31535	371.29486	37.152454	1000.0	17.527811	21.449871	62.39582	-46.594555	388000	2.384186e-10	597.1493	-0.05959855	-119.41217	0.009163866	0.0	451.1980822086334
97	-123.92153	380.3611	263.57608	-571.4009	1000.0	-6.3621497	35.761444	51.867413	-67.15281	392000	-3.8146974e-09	633.3191	-0.060139343	-173.73477	0.009127759	0.0	455.91512060165405
98	472.426	129.89653	619.0165	292.48056	1000.0	27.612267	17.382658	60.255817	-47.396748	396000	2.1457673e-08	998.4325	-0.05692182	-419.34924	0.009203329	0.0	460.36564350128174
99	267.78586	142.55948	454.8779	53.70795	1000.0	27.419472	39.450703	77.15279	-79.102005	400000	9.298325e-09	569.7229	-0.06038387	-169.97461	0.009056346	0.0	465.0667178630829
100	357.79263	177.30736	591.6791	151.59755	1000.0	33.547516	20.218822	63.042847	-54.68506	404000	1.1384487e-08	940.7077	-0.05812734	-150.23547	0.009106714	0.0	470.45893955230713
101	197.66331	386.569	529.14624	-417.2684	1000.0	20.56064	35.819473	72.05496	-65.15976	408000	-4.2915342e-09	840.97943	-0.05820853	-308.99847	0.009267872	0.0	475.5161466598511
102	459.52206	108.466415	600.29285	306.5555	1000.0	40.241604	21.523788	74.46156	-59.249733	412000	-1.9013882e-08	642.0601	-0.05687535	-106.77197	0.009225114	0.0	480.40211820602417
103	480.99094	173.57143	711.172	247.79657	1000.0	37.7987	27.749136	70.9195	-77.576385	416000	2.026558e-08	841.69934	-0.056425635	-197.2002	0.009189927	0.0	485.1724588871002
104	247.1854	290.92145	506.9231	-214.70326	1000.0	41.45308	20.351044	75.132095	-35.498684	420000	-1.1086464e-08	1758.6353	-0.060008243	-916.9834	0.009249168	0.0	489.6481091976166
105	237.02618	212.16447	555.78046	5.8042445	1000.0	18.725828	38.8927	80.29689	-69.10637	424000	1.1920929e-08	673.22424	-0.05785219	-260.1863	0.0091965385	0.0	494.26782846450806
106	310.49408	350.9756	667.0718	-217.55809	1000.0	20.676485	44.27155	73.72912	-72.49858	428000	2.8967857e-08	1063.9447	-0.05999844	-196.12628	0.009211047	0.0	498.8636209964752
107	131.13478	390.16876	438.57214	-536.35785	1000.0	22.743246	46.684605	89.390335	-81.11534	432000	-6.198883e-09	750.7259	-0.058822066	-263.12946	0.009190382	0.0	503.4694287776947
108	365.34772	287.57715	690.82715	-97.341995	1000.0	24.698542	34.424595	73.6788	-75.9093	436000	5.2452087e-09	829.089	-0.059255138	-185.53174	0.009258818	0.0	507.994882106781
109	317.1166	155.94354	520.68396	164.95021	1000.0	33.671	27.732698	74.80706	-65.844055	440000	-1.8119811e-08	813.984	-0.05670986	-148.31976	0.0092536975	0.0	512.7563097476959
110	378.2539	118.40521	570.37885	249.93439	1000.0	34.15553	20.90529	71.21943	-34.230297	444000	-2.2172928e-08	761.3661	-0.05554566	-115.276306	0.009213732	0.0	518.0194518566132
111	458.1001	150.12868	635.56915	222.75764	1000.0	32.52328	29.263298	74.42152	-69.72843	448000	-2.9563903e-08	945.3565	-0.054645516	-201.97443	0.009220292	0.0	522.68510222435
112	328.73605	351.89764	744.92596	-222.71153	1000.0	29.588364	42.314518	81.236084	-70.869156	452000	4.768372e-10	720.21344	-0.0616974	-153.22858	0.009261255	0.0	527.2795813083649
113	550.92676	231.12898	828.0974	217.26825	1000.0	42.895576	34.07673	87.463844	-75.233604	456000	-4.4107438e-09	1016.89954	-0.057260267	-215.8858	0.00922064	0.0	531.6463079452515
114	273.39008	246.61043	570.66876	-114.22941	1000.0	38.58631	37.878998	89.42469	-68.59005	460000	2.861023e-09	934.48413	-0.056838322	-346.8329	0.009315847	0.0	536.3911879062653
115	607.94464	122.4961	741.00653	434.83286	1000.0	37.94965	20.132736	75.106636	-38.432133	464000	2.3841858e-08	1234.0428	-0.055845384	-545.8062	0.009163787	0.0	541.0310161113739
116	643.93445	51.995052	720.13513	582.0445	1000.0	60.651886	17.738731	94.18849	-31.646832	468000	-1.0728836e-09	711.1482	-0.055639237	-100.415405	0.009257757	0.0	545.8730890750885
117	398.94754	353.39154	797.51135	-170.84091	1000.0	42.870213	38.449497	94.31115	-69.75742	472000	-6.437302e-09	872.02386	-0.057007987	-232.2002	0.0092351055	0.0	550.5666513442993
118	626.2489	333.41443	1004.6077	97.72678	1000.0	47.160904	37.607338	93.19407	-80.4008	476000	-4.1007997e-08	1006.88544	-0.056910664	-253.05817	0.009357394	0.0	555.0504050254822
119	-79.721634	144.12888	76.175835	-294.58456	1000.0	2.109956	54.818176	97.31615	-75.42363	480000	1.4305114e-08	914.847	-0.058447987	-323.49524	0.009275248	0.0	559.4961109161377
120	273.83624	432.93433	571.2567	-471.17105	1000.0	19.980827	43.076794	75.92682	-72.750595	484000	-7.867813e-09	897.677	-0.057497364	-204.84052	0.009375994	0.0	564.7165904045105
121	109.0618	528.6309	723.49695	-702.31793	1000.0	2.1778612	59.716343	79.53499	-93.03556	488000	1.835823e-08	763.67035	-0.05639291	-151.87488	0.009166639	0.0	569.0011565685272
122	288.3968	321.37338	581.543	-253.94162	1000.0	25.770075	49.910877	84.09445	-80.1861	492000	1.7642975e-08	633.2867	-0.058332574	-150.48062	0.0093744155	0.0	573.3672578334808
123	534.3323	186.91383	807.08276	283.35513	1000.0	43.671597	27.517017	81.28427	-73.61305	496000	-1.9788741e-08	955.96686	-0.058853664	-212.03748	0.009188928	0.0	577.5635533332825
124	496.96967	257.6015	781.8324	78.26015	1000.0	43.424118	37.334454	92.33834	-64.63877	500000	-1.4305114e-08	738.965	-0.058992	-122.29816	0.009277664	0.0	582.2476284503937
125	587.9336	134.81969	773.9892	402.0091	1000.0	53.49331	22.395655	91.158714	-23.64989	504000	3.7670137e-08	875.2123	-0.05440554	-131.7873	0.009353729	0.0	586.8053140640259
126	311.49567	522.4609	919.9153	-254.42525	1000.0	30.423454	48.181576	88.24778	-62.954784	508000	-2.5987624e-08	1327.9327	-0.05747611	-448.01935	0.009322884	0.0	591.528657913208
127	571.45874	20.397947	596.85815	540.7391	1000.0	59.496586	26.971045	100.06238	-42.35466	512000	2.002716e-08	959.95	-0.057916667	-296.09967	0.009260065	0.0	595.7972037792206
128	774.7081	95.198494	907.42883	662.0336	1000.0	57.810616	13.619624	92.43171	-12.484859	516000	-8.8214875e-09	899.23724	-0.0550935	-304.35675	0.009322585	0.0	600.6265397071838
129	355.13815	608.12805	756.35046	-695.6881	1000.0	42.97408	50.257034	97.92533	-70.62229	520000	-1.2159347e-08	1146.2064	-0.058215044	-404.95312	0.009347277	0.0	605.2682554721832
130	556.5414	356.81357	765.64325	-61.452957	1000.0	43.84398	51.011982	98.683235	-90.82368	524000	-3.0994416e-09	649.4893	-0.0595398	-151.86813	0.009401807	0.0	610.5141065120697
131	337.38422	476.14468	671.0292	-484.14975	1000.0	39.928616	56.422543	96.65821	-86.88396	528000	1.2874604e-08	1133.7987	-0.054080978	-296.51917	0.009193224	0.0	615.0744662284851
132	743.3138	211.2829	1061.1722	482.73453	1000.0	58.92867	21.537455	91.10809	-39.872704	532000	-2.2172928e-08	1194.1486	-0.055943213	-289.396	0.0092357425	0.0	619.549843788147
133	761.5648	41.59801	818.35864	710.35144	1000.0	67.807396	23.785809	108.14971	-35.668587	536000	7.629395e-09	987.24725	-0.05517963	-140.69489	0.009281974	0.0	623.5477740764618
134	467.12347	601.11096	1014.54486	-547.767	1000.0	43.106552	55.767475	103.90249	-83.4423	540000	-6.508827e-08	1157.527	-0.05562973	-229.08667	0.009450163	0.0	628.3089468479156
135	668.6297	33.74869	726.8715	644.5195	1000.0	71.00368	21.907503	110.72315	-20.133585	544000	-4.7683715e-09	882.1389	-0.056658905	-237.28064	0.009359922	0.0	632.6576611995697
136	348.09082	485.91623	839.89575	-455.29895	1000.0	47.47218	37.89251	95.72344	-87.31612	548000	-4.2915342e-09	2852.6184	-0.059229013	-1858.5304	0.009366852	0.0	637.4559471607208
137	754.8116	145.80707	958.6018	608.35455	1000.0	64.580215	18.757227	103.360825	-27.760946	552000	-1.2397766e-08	976.795	-0.054173198	-206.39032	0.009404834	0.0	642.0678005218506
138	825.3319	67.13854	940.3518	771.07263	1000.0	69.69988	20.049208	107.89097	-21.407663	556000	-7.1525574e-10	964.32385	-0.054046087	-202.65497	0.009377325	0.0	646.3052153587341
