Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
44	6358.687	210.98445	6629.7886	6039.1567	7015.2007	126.63351	7220.9023	6740.327	1000.0	1000.0	220000	445.74734	133.30203	574.52576	-114.72253	445.74725	133.30144	574.51715	-111.5063	-448.24695	35.401337	1912.8171091079712
45	6599.628	132.5414	6794.557	6467.7466	6988.1797	92.81422	7183.5054	6882.439	1000.0	1000.0	225000	451.06006	133.01132	582.17224	-94.910324	451.0598	133.0107	583.4498	-109.50067	-453.44415	35.95139	1957.9185235500336
46	6510.575	40.617233	6562.83	6455.902	6985.06	74.13316	7166.31	6882.2183	1000.0	1000.0	230000	455.80188	133.30618	586.40985	-104.53846	455.8015	133.30666	586.088	-104.87334	-457.8279	35.289406	2002.8437798023224
47	6548.2046	223.86234	6863.775	6168.0273	7081.3096	131.27771	7279.827	6836.304	1000.0	1000.0	235000	460.66016	132.9225	593.5416	-94.28575	460.6605	132.92215	591.69574	-104.21133	-463.2122	34.023106	2048.214064836502
48	6591.785	93.66627	6747.4595	6454.031	7122.007	56.673416	7246.791	7036.809	1000.0	1000.0	240000	464.98132	132.76973	596.714	-97.368034	464.9806	132.76999	595.76276	-105.505325	-467.71896	34.60532	2093.141541957855
49	6624.6455	84.73365	6729.5933	6511.968	7090.051	73.10441	7224.527	6922.967	1000.0	1000.0	245000	469.60794	132.47546	597.4082	-123.562874	469.60776	132.47513	598.3073	-120.590164	-471.7823	34.234818	2136.5108580589294
50	6764.4	68.07175	6856.801	6671.1807	7276.8125	130.68997	7571.7183	7043.4614	1000.0	1000.0	250000	474.45572	131.61186	604.4645	-100.16718	474.456	131.61203	605.31616	-98.08572	-476.861	34.74958	2180.3508236408234
51	6725.829	147.94424	6831.45	6433.5327	7283.7876	95.41583	7474.761	7106.6943	1000.0	1000.0	255000	478.23822	131.83449	611.5274	-122.15134	478.2377	131.83424	612.82465	-91.39992	-480.7139	36.10114	2225.551556825638
52	6723.4233	353.4921	7041.117	6039.638	7417.493	148.7525	7689.718	7221.3384	1000.0	1000.0	260000	482.40668	132.18188	612.88947	-90.93866	482.4065	132.18265	615.9514	-86.66996	-484.4193	35.580154	2269.9708535671234
53	6808.1313	244.73613	7032.8335	6364.1953	7353.0483	68.12058	7442.057	7262.2363	1000.0	1000.0	265000	486.52252	131.87491	620.24994	-103.43759	486.52252	131.87468	619.94995	-96.53742	-488.944	36.051086	2313.844720363617
54	6959.4062	46.903706	7008.717	6876.2505	7296.617	83.63896	7420.4976	7165.984	1000.0	1000.0	270000	490.32553	132.10567	621.375	-113.391205	490.3254	132.10484	622.6395	-119.514626	-492.36444	36.85242	2358.8657228946686
55	6985.16	140.53523	7100.5693	6731.2817	7465.7256	107.0734	7657.8784	7265.0884	1000.0	1000.0	275000	494.20032	132.84108	633.60443	-111.6772	494.20047	132.8402	632.0299	-119.15122	-496.6957	36.374043	2403.702062368393
56	6929.853	116.06124	7079.199	6737.997	7577.4077	113.10269	7808.207	7413.906	1000.0	1000.0	280000	499.04623	131.79352	635.516	-124.263985	499.04596	131.7929	639.78046	-132.59068	-501.28714	36.252487	2448.818899869919
57	6889.052	174.55696	7110.9473	6599.901	7590.7627	86.99973	7687.3936	7359.3003	1000.0	1000.0	285000	502.90295	132.3177	640.22003	-111.37841	502.90268	132.3178	644.4092	-109.72211	-505.4781	36.3979	2492.7414495944977
58	7013.376	108.18348	7192.397	6870.1143	7421.1523	116.25027	7607.808	7212.1265	1000.0	1000.0	290000	507.119	131.69597	642.32837	-122.23854	507.11884	131.69597	642.419	-128.46858	-509.5292	37.40588	2537.991519212723
59	7025.604	133.5678	7188.782	6854.0293	7617.8037	87.84655	7733.9814	7474.9917	1000.0	1000.0	295000	510.68335	132.0825	645.63007	-134.65065	510.68362	132.08101	646.91364	-88.25089	-512.8668	36.967567	2583.6102995872498
60	7105.6743	116.4483	7296.221	6936.467	7809.572	92.6681	8029.8037	7673.077	1000.0	1000.0	300000	514.43097	131.74782	652.3258	-97.7978	514.4307	131.74701	654.43115	-112.53336	-516.8859	36.902596	2628.0806839466095
61	6992.12	171.07278	7152.4062	6665.2964	7855.415	140.30782	8112.5757	7574.2017	1000.0	1000.0	305000	518.21124	131.56534	658.5062	-92.12256	518.2105	131.56456	656.67957	-95.19121	-520.51245	37.512005	2673.319976568222
62	7141.569	230.81148	7457.5513	6792.691	7892.2783	93.59868	8075.7417	7728.5117	1000.0	1000.0	310000	521.69446	131.42436	657.0018	-110.8285	521.6945	131.42424	656.38	-114.78474	-524.1583	37.984573	2718.4137768745422
63	7315.905	231.83846	7561.3047	6893.248	7804.577	162.90997	8068.286	7545.616	1000.0	1000.0	315000	525.4234	131.32365	668.60895	-68.68163	525.423	131.32411	666.2971	-79.56379	-528.0073	37.954033	2763.722179889679
64	7239.6694	128.19118	7358.332	7046.207	7058.4287	57.156204	7145.765	6984.0205	1000.0	1000.0	320000	529.29144	130.62537	670.02	-94.63263	529.29156	130.62392	669.66534	-74.63644	-531.83386	40.412697	2808.962141275406
65	7248.655	246.4359	7523.2207	6825.109	8106.8955	121.67282	8378.877	7925.4243	1000.0	1000.0	325000	532.27277	131.08353	674.8523	-96.03061	532.2728	131.08269	671.03406	-113.35043	-534.5657	39.69313	2853.903195142746
66	7485.9165	127.20384	7732.925	7374.3877	7801.428	138.23901	8046.6313	7639.661	1000.0	1000.0	330000	535.0892	131.95845	676.90015	-93.065216	535.08905	131.95712	675.60956	-96.87202	-537.6193	40.031868	2899.556899547577
67	7322.587	131.724	7501.848	7174.2744	7715.134	90.03067	7910.21	7595.5933	1000.0	1000.0	335000	538.1805	131.98189	679.03235	-104.90124	538.18036	131.98143	676.432	-105.417725	-540.4714	39.7339	2945.1412014961243
68	7206.4478	154.82498	7361.8125	6941.8804	7974.3813	135.68419	8182.835	7744.728	1000.0	1000.0	340000	540.95935	132.57338	681.084	-107.457596	540.9595	132.57246	679.98883	-120.37983	-543.42255	40.24963	2990.123330593109
69	7394.643	290.67725	7614.1987	6834.7646	8208.749	119.24505	8428.009	8075.246	1000.0	1000.0	345000	544.3424	131.19489	682.55225	-84.47576	544.3421	131.19417	683.1766	-84.46569	-546.947	40.170193	3035.1619744300842
70	7320.208	159.13683	7609.816	7149.5225	8390.51	125.44733	8656.138	8227.069	1000.0	1000.0	350000	546.5492	132.32135	685.73535	-106.737045	546.54913	132.32086	685.5768	-98.961555	-548.4423	41.261536	3080.8149576187134
71	7526.3545	132.95892	7693.618	7321.3154	7483.3545	97.24274	7608.1855	7281.8066	1000.0	1000.0	355000	549.55505	131.29114	687.5573	-120.25467	549.5551	131.28827	686.90094	-103.08335	-551.8118	41.47578	3125.323477268219
72	7366.759	262.27325	7689.3975	6931.646	7828.7217	105.6579	8010.243	7689.516	1000.0	1000.0	360000	552.14655	131.28821	691.5786	-88.91873	552.1463	131.28743	689.28046	-112.024155	-554.64874	42.946342	3171.103100538254
73	7449.1924	72.54216	7528.192	7349.41	8340.4	100.73765	8514.791	8213.095	1000.0	1000.0	365000	554.6362	131.10074	691.72876	-115.8244	554.6367	131.09973	690.3796	-100.272934	-556.82416	41.5086	3217.153990507126
74	7635.05	204.80339	8006.3926	7388.1353	7805.9014	181.97903	8103.2524	7536.2505	1000.0	1000.0	370000	557.025	130.81592	694.5534	-82.14515	557.02527	130.81415	695.00104	-100.2171	-559.1637	40.757008	3262.4687712192535
75	7462.2275	164.85103	7684.546	7280.332	8159.0835	134.48878	8297.29	7885.7617	1000.0	1000.0	375000	559.42645	130.72737	698.55914	-89.636665	559.4263	130.727	698.01385	-91.7965	-561.634	39.877247	3309.0421364307404
76	7583.3735	174.7293	7766.2236	7350.154	8172.25	123.39855	8284.231	7920.785	1000.0	1000.0	380000	561.96594	129.81996	701.1907	-88.74215	561.9658	129.81895	698.7408	-100.10062	-564.0941	40.68972	3354.2731103897095
77	7758.1885	188.84702	8012.548	7485.3296	8135.6626	163.65434	8410.889	7845.0205	1000.0	1000.0	385000	564.0582	129.59572	700.0391	-82.558334	564.0585	129.59485	701.9921	-86.9893	-565.8808	40.56352	3399.4092643260956
78	7598.63	78.254845	7728.233	7486.0176	8467.352	96.54917	8590.594	8260.086	1000.0	1000.0	390000	566.2629	129.62349	707.87286	-84.27382	566.2623	129.62396	711.8137	-100.42232	-568.23474	40.835957	3445.6376650333405
79	7807.081	165.2236	7979.2656	7492.17	8602.84	70.231155	8735.193	8497.953	1000.0	1000.0	395000	568.0896	130.53629	710.88074	-78.03368	568.08966	130.5357	709.3355	-91.949265	-570.3017	40.719864	3492.4495322704315
80	7804.5103	167.86986	8030.701	7544.399	8564.505	141.50168	8767.047	8274.168	1000.0	1000.0	400000	570.4296	129.85078	715.057	-89.36985	570.4295	129.84991	715.44275	-94.75707	-572.6583	41.148327	3538.445737838745
81	7618.7197	131.04651	7870.114	7484.9497	8425.6875	221.20284	8871.895	8114.2246	1000.0	1000.0	405000	572.5462	129.48238	713.5096	-114.88171	572.546	129.48135	713.90765	-111.29065	-574.9109	41.828644	3584.9504024982452
82	7808.1914	117.292145	7966.0293	7645.4473	8456.025	104.99375	8576.351	8246.6045	1000.0	1000.0	410000	574.29584	129.47304	716.1131	-82.9825	574.296	129.47159	715.20105	-88.33871	-576.3687	42.336273	3630.5284214019775
83	7816.996	138.31322	8034.598	7681.4565	8389.101	104.77631	8515.807	8189.629	1000.0	1000.0	415000	576.10974	129.36241	718.42126	-97.17442	576.1097	129.36165	716.85	-91.4993	-578.3327	42.25755	3677.099102973938
84	7893.7695	190.95723	8255.753	7715.094	8566.994	146.34277	8775.587	8263.548	1000.0	1000.0	420000	578.7351	128.31102	717.3674	-102.1244	578.73517	128.30902	717.9022	-124.685524	-581.259	41.4892	3723.3511068820953
85	7799.095	248.02956	8138.904	7423.0767	8615.739	85.2962	8751.824	8495.746	1000.0	1000.0	425000	580.8025	128.38162	721.91364	-100.18787	580.8024	128.38087	721.78094	-94.83853	-582.8368	41.078476	3770.0380058288574
86	7840.245	209.26746	8163.542	7636.613	8216.377	206.12259	8503.521	7795.15	1000.0	1000.0	430000	582.766	128.95607	723.38605	-108.17611	582.76636	128.95427	724.5322	-98.7528	-584.7532	41.865475	3816.384025812149
87	7717.7744	60.00745	7811.396	7654.04	8600.814	76.315094	8728.497	8442.454	1000.0	1000.0	435000	584.7803	128.73598	724.5497	-122.47505	584.7799	128.73497	724.3008	-148.0002	-586.89453	43.17005	3861.808612346649
88	7946.483	151.1043	8191.366	7796.479	8284.963	80.575066	8402.838	8135.63	1000.0	1000.0	440000	587.13727	128.63626	733.4073	-72.631355	587.13745	128.63423	732.60175	-95.96191	-589.22424	43.004227	3908.350327730179
89	7841.072	123.92208	8067.567	7725.2925	8746.814	128.14766	8974.44	8490.665	1000.0	1000.0	445000	588.8138	128.74861	733.5692	-74.71596	588.81354	128.74638	733.28577	-77.28173	-591.1115	44.41919	3955.461365699768
90	8018.393	198.08545	8255.805	7784.5625	8657.38	111.44594	8847.279	8455.621	1000.0	1000.0	450000	591.16364	128.18486	733.2494	-104.32462	591.1638	128.18282	735.18567	-63.669533	-593.6136	45.167538	4001.831577539444
91	7894.108	136.47095	8157.679	7788.694	8567.362	84.83689	8728.473	8432.176	1000.0	1000.0	455000	593.0904	128.04324	734.64746	-100.6319	593.0905	128.0426	736.7065	-83.74638	-595.2474	44.095184	4048.5489387512207
92	8013.6772	217.80113	8415.722	7788.3335	8711.469	84.31642	8888.711	8566.401	1000.0	1000.0	460000	594.7134	128.77188	741.9859	-116.21172	594.7134	128.77101	741.66766	-121.01099	-597.1383	45.953945	4093.744289636612
93	8006.1094	164.32007	8204.314	7766.4497	8772.896	115.65451	9004.715	8643.89	1000.0	1000.0	465000	596.2703	129.32355	741.5391	-100.95036	596.2704	129.32121	740.37274	-112.4455	-598.77423	46.21653	4139.188330173492
94	7888.3604	495.43597	8199.885	6907.476	8636.188	82.3826	8771.306	8469.34	1000.0	1000.0	470000	598.8504	128.46764	744.1302	-129.63927	598.8504	128.46638	744.2535	-141.21002	-601.71936	45.517944	4185.058680772781
95	7902.5586	158.55652	8124.2456	7654.887	8616.381	79.61181	8706.185	8441.894	1000.0	1000.0	475000	600.65985	128.87758	742.8792	-152.3788	600.65967	128.87561	744.05	-137.06548	-602.8556	45.002064	4231.3325889110565
96	7972.9893	345.26434	8301.928	7421.623	8935.702	142.291	9141.427	8652.591	1000.0	1000.0	480000	602.3333	128.55199	747.1691	-117.92082	602.3335	128.55096	746.84705	-136.6604	-604.8269	46.156433	4278.151030302048
97	8245.293	252.57072	8496.814	7768.7026	8840.33	39.24157	8909.62	8786.728	1000.0	1000.0	485000	604.3469	128.54262	748.1358	-108.03114	604.3474	128.5406	748.45154	-116.33462	-606.4936	45.863537	4323.145205497742
98	8135.8438	97.52081	8323.208	8047.017	8802.312	170.99591	9045.651	8538.917	1000.0	1000.0	490000	606.3429	128.81143	755.2126	-122.048	606.3423	128.81155	750.90515	-120.91237	-608.67914	45.200558	4369.027690649033
99	8032.417	152.00542	8197.504	7844.13	8880.286	43.735893	8949.885	8793.645	1000.0	1000.0	495000	608.3759	128.90926	751.4036	-162.54959	608.37585	128.90793	751.4652	-140.57327	-610.6666	46.132057	4415.350576162338
100	8097.6914	78.997894	8184.3066	7948.4614	8862.283	98.29238	9064.685	8742.78	1000.0	1000.0	500000	610.1193	129.62253	757.16113	-134.80804	610.1191	129.62184	757.1208	-156.02235	-612.4772	46.041245	4461.9022879600525
101	8182.392	101.249756	8300.285	8047.4966	8729.154	79.0889	8851.237	8611.037	1000.0	1000.0	505000	612.2397	128.89934	757.41565	-124.901085	612.2399	128.89787	758.33636	-119.650444	-614.4086	46.338768	4508.71454668045
102	8178.053	145.67384	8446.14	8001.8174	9094.252	136.97191	9344.564	8837.717	1000.0	1000.0	510000	613.6394	128.92537	756.5472	-86.111115	613.63916	128.92337	757.71747	-105.15239	-615.9844	46.516155	4555.515265226364
103	8262.756	281.1545	8698.851	7814.205	9083.708	85.137955	9234.44	8974.1455	1000.0	1000.0	515000	615.75037	128.56755	759.9114	-119.43314	615.7506	128.56526	760.7882	-114.457504	-618.0994	45.838688	4601.140206813812
104	8329.205	243.5292	8749.107	8035.7603	9076.681	90.30611	9224.494	8969.74	1000.0	1000.0	520000	617.7975	128.68388	765.376	-99.548706	617.7973	128.68243	766.5551	-125.96618	-620.09186	46.052647	4647.838369846344
105	8250.64	200.2519	8618.267	8031.711	9077.568	105.392296	9233.163	8891.377	1000.0	1000.0	525000	620.0234	127.81797	766.6295	-97.347015	620.0234	127.81597	767.02747	-94.33519	-622.48785	45.887592	4695.011372089386
106	8106.4365	136.43388	8366.458	7970.0317	9081.51	116.45874	9290.097	8857.476	1000.0	1000.0	530000	621.6773	128.00517	769.5757	-86.828125	621.67725	128.00276	772.0166	-102.65095	-623.7604	47.124283	4741.62620472908
107	8201.889	217.07333	8588.051	7979.6997	8943.193	121.31522	9167.031	8780.596	1000.0	1000.0	535000	623.5546	127.18871	776.12616	-70.42056	623.5545	127.188065	777.4118	-81.56929	-625.8227	48.235466	4787.905868291855
108	8287.636	172.58295	8475.701	8007.122	9222.424	133.94687	9473.13	9026.196	1000.0	1000.0	540000	625.252	127.4638	776.72437	-81.34469	625.25165	127.462906	777.1519	-89.15083	-627.4896	48.06168	4834.588212251663
109	8225.873	321.45724	8466.908	7616.334	8648.928	74.320854	8760.76	8532.494	1000.0	1000.0	545000	626.8989	127.67111	777.405	-82.059784	626.89886	127.66953	779.59015	-103.18965	-629.0247	48.429256	4881.030823945999
110	8193.731	91.05989	8287.293	8065.6294	8872.357	104.24043	9032.662	8667.013	1000.0	1000.0	550000	628.55	127.833885	779.6733	-103.59543	628.54987	127.83293	780.4102	-121.66608	-630.7721	48.772476	4928.8483691215515
111	8380.911	93.6416	8525.22	8260.473	9214.931	62.562645	9293.349	9098.534	1000.0	1000.0	555000	630.11707	127.62863	780.11926	-112.076485	630.1168	127.62798	780.55383	-107.87685	-632.1843	49.754787	4976.255306959152
112	8605.505	118.75255	8670.106	8368.211	9229.541	122.51689	9410.047	9046.341	1000.0	1000.0	560000	631.56177	127.978134	784.9568	-108.336075	631.56213	127.9759	782.10034	-118.90452	-633.9394	49.8852	5023.359797000885
113	8453.432	232.68948	8772.633	8109.472	9190.861	174.856	9477.447	8898.313	1000.0	1000.0	565000	633.11646	127.01414	786.2692	-106.82278	633.11633	127.01255	786.0289	-118.40649	-635.6964	49.037964	5070.5543167591095
114	8402.572	137.20093	8610.542	8234.041	9078.387	71.62238	9200.009	8955.497	1000.0	1000.0	570000	635.1177	125.8588	795.2601	-96.9587	635.1182	125.855934	794.63104	-94.995384	-637.2656	48.415127	5117.613347768784
