Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ1	LossQ2	LossV	Time
32	6283.407	67.43624	6346.158	6169.167	6672.585	59.00015	6784.1997	6570.2705	1000.0	1000.0	160000	411.17847	87.756096	508.34265	17.910347	411.1785	87.756805	504.2812	17.68176	410.9087	86.862625	504.09055	22.025286	4.048291	4.3153534	41.86631	-14.810051	-411.9101	3.2075531	3.1245592	4.3026586	1382.9771001338959
33	6165.383	93.35022	6328.467	6051.232	6735.6514	54.145126	6839.7476	6633.412	1000.0	1000.0	165000	415.9904	87.83563	508.86148	14.567719	415.9902	87.83632	508.38495	14.3473625	415.68637	86.93743	508.52243	16.451767	4.0918436	4.3009477	46.05072	-14.488945	-416.7033	3.2991176	3.1999488	4.4030523	1426.235459804535
34	6198.3687	99.28113	6320.3984	6021.632	6651.921	67.99173	6785.0166	6506.82	1000.0	1000.0	170000	420.57574	87.54439	513.71796	19.419832	420.57605	87.5451	511.47485	15.3743515	420.27066	86.64211	513.847	17.164658	4.1369796	4.318656	45.46256	-13.291376	-421.266	3.373841	3.2744503	4.483528	1469.8039684295654
35	6349.459	103.616776	6475.9165	6183.964	6654.801	77.092735	6812.1	6547.476	1000.0	1000.0	175000	425.15344	87.1496	519.6577	17.818968	425.15372	87.14995	516.1603	14.130632	424.82254	86.256065	518.4207	22.914972	4.157275	4.338841	48.12258	-16.751139	-425.82114	3.3116813	3.236777	4.3884993	1513.916720867157
36	6165.666	446.93478	6558.485	5301.3164	6896.3555	78.56632	7072.62	6826.39	1000.0	1000.0	180000	428.96228	87.273636	524.19324	13.892176	428.96188	87.27433	521.3209	11.541026	428.6291	86.369194	522.3411	18.158922	4.160685	4.314272	39.074875	-13.3862095	-429.6206	3.2927577	3.2427611	4.4130063	1557.9044198989868
37	6407.906	162.9347	6589.758	6127.5933	6616.4443	46.260822	6679.041	6522.5845	1000.0	1000.0	185000	433.34042	87.01768	526.4034	18.082817	433.34073	87.01864	524.56836	1.0953431	432.97958	86.11763	524.0899	17.392801	4.239672	4.334484	38.092976	-14.748737	-433.981	3.3660328	3.3198311	4.442321	1602.0042266845703
38	6375.4023	170.97842	6577.878	6074.3525	6775.361	79.23287	6868.8564	6626.238	1000.0	1000.0	190000	436.78528	87.16601	527.7154	14.36499	436.78506	87.16642	526.7785	11.610281	436.42432	86.26414	526.2324	19.332886	4.2497807	4.3472905	45.281075	-16.90559	-437.406	3.3484683	3.2548337	4.3643517	1646.0044240951538
39	6406.504	114.90913	6550.792	6266.168	7028.9287	61.361057	7130.758	6896.931	1000.0	1000.0	195000	440.78568	86.64499	532.9251	15.081552	440.78613	86.6454	531.95575	8.37303	440.39893	85.755	529.3408	11.573444	4.262321	4.337816	40.25271	-18.112526	-441.3675	3.311939	3.18869	4.3442698	1689.1870732307434
40	6488.5537	107.68894	6650.4795	6316.0063	7078.565	90.690506	7236.381	6931.207	1000.0	1000.0	200000	444.28418	86.61627	536.75586	-4.825522	444.2843	86.617485	535.5547	7.894415	443.8842	85.73356	533.3142	16.104385	4.3004317	4.360231	43.706207	-12.263126	-444.8564	3.3389118	3.2692986	4.382427	1734.499721288681
41	6519.9463	97.74787	6678.9946	6372.4854	6944.675	69.8654	7064.096	6812.785	1000.0	1000.0	205000	447.77573	86.34873	537.73883	12.48682	447.77603	86.34937	539.7609	15.217333	447.3652	85.45336	538.01715	15.2638855	4.3863726	4.3564644	42.020714	-13.577899	-448.346	3.335654	3.2573755	4.3514595	1779.4170925617218
42	6594.453	22.482307	6622.946	6563.965	7067.8213	91.8756	7273.6343	6925.965	1000.0	1000.0	210000	451.19635	86.59187	553.4231	8.947336	451.1963	86.59307	555.0528	7.386299	450.7965	85.70369	555.8229	12.841707	4.412745	4.3878455	55.477264	-15.3214655	-451.7584	3.3466957	3.301818	4.4291844	1824.1882576942444
43	6475.212	137.46983	6731.312	6339.989	7071.267	71.00037	7148.2363	6925.5513	1000.0	1000.0	215000	454.89548	86.58116	557.49286	21.208113	454.8958	86.581505	556.44806	15.572149	454.48712	85.69142	553.701	19.38055	4.392385	4.3453565	44.151543	-14.619024	-455.4486	3.322609	3.2569969	4.2807827	1868.6133544445038
44	6576.176	94.78465	6726.377	6477.613	6967.2876	89.73431	7069.2593	6758.891	1000.0	1000.0	220000	458.2868	86.245094	558.22125	16.934958	458.28674	86.24598	559.2173	16.73019	457.84695	85.36483	557.4625	13.938744	4.4539833	4.3701806	43.691635	-14.111156	-458.8225	3.4161944	3.3104405	4.446126	1913.263301372528
45	6628.236	93.61692	6765.1377	6501.651	6938.3696	46.28497	7020.5073	6873.0127	1000.0	1000.0	225000	461.5571	85.82841	563.90094	16.820229	461.55682	85.82972	566.73883	16.059372	461.11823	84.94227	562.15955	16.59236	4.457273	4.338341	52.02843	-14.398855	-462.0748	3.251646	3.2219536	4.2798257	1958.4305412769318
46	6558.642	57.1403	6650.4927	6495.0015	7214.991	97.78324	7408.8066	7071.2114	1000.0	1000.0	230000	464.72888	86.08909	563.444	18.525446	464.72882	86.089966	563.9588	19.811073	464.27777	85.21681	560.96545	14.989319	4.504283	4.3337193	39.78341	-13.315306	-465.2272	3.2754452	3.179756	4.269643	2002.850614786148
47	6698.6963	91.38997	6837.4883	6593.874	7089.6187	90.24049	7249.87	6981.0005	1000.0	1000.0	235000	467.81958	85.71859	566.38965	11.180679	467.81934	85.719955	566.95557	15.120988	467.3729	84.831696	565.7441	17.648888	4.4990807	4.3526683	44.16144	-14.072351	-468.3226	3.3451512	3.3092356	4.398719	2048.1796963214874
48	6534.052	180.06992	6735.4097	6294.1562	7040.2783	73.687225	7145.5757	6891.8096	1000.0	1000.0	240000	471.01758	85.74829	571.09344	15.849587	471.01764	85.749695	571.86804	19.177032	470.56894	84.865234	568.7009	18.355421	4.5251493	4.340726	43.31762	-14.857992	-471.5142	3.2725277	3.2203214	4.2226553	2092.2716434001923
49	6759.392	91.5316	6939.833	6685.195	7344.5225	53.72689	7440.455	7278.7544	1000.0	1000.0	245000	474.14575	85.36529	571.5638	13.254668	474.14587	85.365974	572.1644	14.777422	473.6847	84.483574	570.08344	16.346977	4.542676	4.3632574	49.56884	-13.436499	-474.63644	3.3627062	3.2730684	4.3054748	2136.8127059936523
50	6714.0244	140.9281	6918.254	6498.181	7183.8633	106.16933	7400.178	7029.361	1000.0	1000.0	250000	477.3438	84.94405	573.2084	14.692214	477.34375	84.94518	574.903	15.402542	476.86313	84.07684	574.91156	15.431082	4.5234976	4.3406787	50.186783	-14.176771	-477.8056	3.2422962	3.1677177	4.199811	2182.0950317382812
51	6773.8228	123.30177	6927.3345	6559.5786	7393.71	78.852745	7514.695	7249.084	1000.0	1000.0	255000	479.6399	85.082565	574.53784	16.61132	479.63986	85.08373	576.9913	3.1102111	479.1469	84.21845	576.3123	13.259911	4.5453696	4.345949	41.795906	-13.476763	-480.0906	3.3029497	3.2758734	4.2912054	2227.9715061187744
52	6732.789	54.489536	6788.8696	6634.2847	7419.03	79.567764	7563.05	7245.338	1000.0	1000.0	260000	482.40222	84.57539	578.4064	12.512527	482.4023	84.57619	578.76465	16.358929	481.90598	83.70873	577.87335	13.664953	4.5841265	4.356288	45.6764	-13.511575	-482.8523	3.2723641	3.2242415	4.2349577	2272.6853878498077
53	6731.0264	71.241035	6811.5327	6625.7227	7496.884	55.840843	7571.508	7374.6714	1000.0	1000.0	265000	484.95508	84.712715	580.16626	4.313902	484.9547	84.71373	581.3892	3.788551	484.4707	83.84505	577.74176	15.371622	4.611038	4.342044	55.12779	-13.194463	-485.41205	3.3556352	3.3053439	4.304432	2318.4336807727814
54	6859.093	37.933933	6901.281	6791.3013	7542.3086	79.05257	7674.217	7409.706	1000.0	1000.0	270000	487.54825	84.87873	582.3984	-3.284239	487.5485	84.87909	582.37555	19.308943	487.05258	84.01022	578.5309	15.819553	4.5953836	4.288414	48.272266	-14.876685	-487.98795	3.2731023	3.2366567	4.2424383	2363.028364419937
55	6850.204	106.98744	7030.229	6742.8325	7642.686	103.78017	7777.468	7470.357	1000.0	1000.0	275000	490.54626	84.16478	586.16656	16.332197	490.5463	84.16548	586.9589	16.451956	490.05215	83.30041	583.73865	15.284412	4.6722136	4.322181	50.60445	-17.050064	-490.9788	3.2660015	3.2041135	4.206877	2407.774538755417
56	7025.771	126.50132	7158.805	6803.942	7339.001	49.14926	7426.2627	7249.41	1000.0	1000.0	280000	492.93063	84.683426	587.1337	8.434003	492.93085	84.68413	587.17664	1.1125283	492.41913	83.82484	586.6768	7.513854	4.6747494	4.2928023	44.106422	-14.543908	-493.36685	3.3853905	3.2855148	4.2931333	2453.5656702518463
57	6881.1094	136.36954	7095.2163	6699.829	7273.0767	37.062344	7320.3813	7186.443	1000.0	1000.0	285000	495.93344	83.91628	592.07153	0.8704176	495.9335	83.91704	591.85583	8.204578	495.42374	83.055725	591.0017	3.4656463	4.685649	4.3000255	47.16841	-14.674329	-496.3638	3.3853452	3.3505297	4.3849945	2498.818964242935
58	7106.7686	137.2624	7337.5825	6931.862	7340.6313	47.29603	7442.694	7271.991	1000.0	1000.0	290000	498.71207	83.90668	595.3308	0.16046739	498.71198	83.90716	595.41296	4.9963765	498.21143	83.04521	595.07904	7.899763	4.7328663	4.30709	46.294632	-14.090338	-499.1598	3.3382583	3.3381665	4.289077	2544.4611265659332
59	7062.8525	146.78545	7322.666	6892.507	7317.077	41.613235	7369.1587	7229.332	1000.0	1000.0	295000	501.5594	84.16179	599.4581	21.94202	501.55945	84.1626	598.3183	14.110914	501.0559	83.30161	597.1512	13.765844	4.7562857	4.3038125	40.560074	-12.822006	-501.99664	3.3253312	3.2909098	4.267932	2589.5803892612457
60	6930.4624	156.62547	7110.4375	6658.918	7490.694	70.00827	7578.7485	7383.77	1000.0	1000.0	300000	504.2991	84.41206	600.79517	2.7069292	504.299	84.41291	601.0497	1.8069255	503.7941	83.56051	599.41785	0.18078399	4.803446	4.3162985	43.24044	-15.357504	-504.73465	3.4371789	3.422701	4.3891635	2635.787682056427
61	6854.4346	118.72837	7052.3027	6752.524	7854.182	88.54808	8026.8154	7761.9536	1000.0	1000.0	305000	507.24088	84.39176	602.5063	-0.024396181	507.2407	84.39276	602.7691	-12.990679	506.74838	83.530205	606.2509	4.1318026	4.8471837	4.329308	43.51686	-13.427812	-507.6979	3.4079173	3.434809	4.374634	2682.068910598755
62	7056.371	66.32754	7174.5557	6998.6367	7373.2256	56.04699	7494.146	7304.9688	1000.0	1000.0	310000	509.6232	84.755135	605.54156	13.812004	509.6231	84.75582	605.1583	11.181667	509.11377	83.90446	605.15405	9.224163	4.864481	4.30466	47.00982	-15.413399	-510.06	3.4467382	3.3958995	4.3096566	2727.3888206481934
63	7163.4595	153.53397	7404.6396	6987.037	7709.242	156.75928	7934.761	7479.3623	1000.0	1000.0	315000	512.1898	84.249275	607.0211	13.145153	512.1898	84.24981	607.57007	12.412599	511.6818	83.38874	607.285	12.2294235	4.8312073	4.3013167	42.584324	-12.942735	-512.6141	3.3980324	3.3948617	4.3258467	2773.41473031044
64	7172.1704	83.64857	7317.179	7074.56	7541.508	75.8292	7662.1406	7400.3237	1000.0	1000.0	320000	514.459	84.003174	612.1976	14.717158	514.4587	84.00435	609.44257	16.718124	513.93445	83.15501	608.6648	12.652471	4.8646927	4.29154	42.665325	-14.989686	-514.8928	3.47242	3.4082625	4.392166	2819.6712176799774
65	6962.698	189.35678	7196.674	6684.3833	7818.2915	59.629944	7907.5337	7701.462	1000.0	1000.0	325000	516.53156	84.15244	613.0409	14.24776	516.5318	84.15301	613.2436	11.882172	516.01746	83.312584	609.70135	10.530586	4.886552	4.3202343	55.86376	-16.268322	-516.9606	3.4998457	3.473834	4.3412633	2865.9541931152344
66	7159.586	168.37495	7316.8086	6837.7744	7746.907	109.31464	7918.194	7595.9463	1000.0	1000.0	330000	519.52405	83.963005	612.87103	14.773737	519.52405	83.96418	614.27386	10.77267	519.0084	83.122856	613.63855	12.994777	4.946888	4.2990546	50.322567	-17.301197	-519.955	3.4986837	3.4571896	4.3748336	2912.3174126148224
67	7231.1265	207.7545	7536.9233	6914.9966	8111.872	39.160477	8160.3125	8031.636	1000.0	1000.0	335000	522.44556	83.390175	620.10876	10.571933	522.44543	83.39138	619.48047	-1.6869831	521.93713	82.546745	617.6528	5.4414425	4.988542	4.3194857	51.923454	-12.185865	-522.8739	3.5161114	3.4952102	4.4180875	2957.851053714752
68	7200.618	46.147854	7259.782	7133.0566	7794.931	120.94471	7966.8057	7537.4424	1000.0	1000.0	340000	524.64606	83.96451	620.61383	3.398318	524.646	83.96532	621.89087	4.1435657	524.1235	83.14351	620.33636	2.4484878	4.968765	4.3170347	48.839302	-15.632101	-525.0552	3.5441122	3.4760454	4.4008846	3002.1399903297424
69	7273.3447	133.17435	7519.339	7174.57	7604.8115	63.622093	7730.987	7515.435	1000.0	1000.0	345000	526.78595	83.90734	624.412	6.998039	526.78595	83.908615	622.4928	-1.730227	526.26434	83.06714	621.74243	13.920826	5.0169325	4.3373117	59.59451	-13.338831	-527.2183	3.620255	3.6084359	4.4456043	3047.4617195129395
70	7260.414	170.75638	7596.9863	7127.128	7759.8296	45.028187	7866.0093	7704.0054	1000.0	1000.0	350000	529.6552	83.701965	628.1913	9.142897	529.65497	83.70287	630.26984	0.98385334	529.1539	82.883224	630.0932	3.939261	5.027036	4.3188252	49.107056	-13.96625	-530.0867	3.5437152	3.5587816	4.468957	3091.873806476593
71	7265.95	88.452896	7377.449	7161.0454	7731.689	73.18765	7834.3994	7590.126	1000.0	1000.0	355000	532.0178	83.995026	632.48157	13.660493	532.01807	83.994774	633.11096	4.5578003	531.4975	83.15371	631.5639	-7.883284	5.0243006	4.293357	44.094913	-13.621614	-532.4416	3.645976	3.5947454	4.493548	3136.2294492721558
72	7287.1523	153.80197	7525.29	7092.13	7933.818	119.27986	8125.713	7743.2646	1000.0	1000.0	360000	534.3909	83.95051	634.76526	17.44522	534.39056	83.95127	634.3115	8.349176	533.8786	83.122955	631.86523	15.606749	5.0603833	4.3168473	47.879215	-14.834432	-534.8123	3.6220593	3.5981941	4.47835	3181.332538843155
73	7459.4736	13.353898	7479.058	7447.427	7607.6943	107.94875	7721.925	7404.091	1000.0	1000.0	365000	536.5896	84.16839	635.1727	14.308069	536.5894	84.1693	635.8538	8.320449	536.0734	83.34443	636.0506	11.174083	5.0651445	4.34585	51.821045	-13.746895	-537.0227	3.5786843	3.5400226	4.3882904	3225.9388222694397
74	7342.882	158.42393	7493.489	7079.67	8242.682	70.867424	8323.957	8093.9272	1000.0	1000.0	370000	539.489	83.90974	638.95856	1.3338115	539.489	83.91008	637.4593	6.906069	538.97736	83.08978	638.4629	12.459152	5.1243706	4.36066	47.05442	-14.356308	-539.924	3.6699047	3.6894646	4.593949	3271.1232833862305
75	7527.314	73.55884	7643.7856	7448.6953	7969.0635	101.82306	8171.194	7805.9033	1000.0	1000.0	375000	541.9441	84.163216	642.2795	7.9861255	541.9442	84.162926	643.7689	5.3204126	541.4284	83.335594	639.6175	6.7631817	5.0851445	4.3013434	51.426434	-11.60899	-542.3827	3.7616856	3.720249	4.6041064	3317.2963140010834
76	7462.505	148.7868	7691.932	7267.945	8099.346	136.72423	8289.359	7767.594	1000.0	1000.0	380000	544.2702	84.11028	645.37866	11.007884	544.2703	84.11139	646.7546	3.465406	543.74286	83.28864	643.71985	8.225697	5.120419	4.340065	58.653683	-13.536767	-544.7148	3.7346766	3.7170718	4.523428	3362.3898787498474
77	7478.3193	166.44243	7751.0615	7240.7876	8151.1455	111.306015	8381.997	7947.1904	1000.0	1000.0	385000	546.65137	84.61194	648.23474	-22.852018	546.65137	84.61238	647.45685	-15.753532	546.13495	83.80244	647.24786	9.3988	5.1321707	4.3422403	44.9825	-12.094824	-547.08997	3.7855453	3.7147892	4.5177727	3407.3060903549194
78	7453.383	212.99367	7722.8633	7108.8022	8056.2734	142.10672	8243.49	7752.0337	1000.0	1000.0	390000	548.8624	84.609055	650.4709	-0.71175194	548.862	84.61047	649.9395	-2.1728256	548.36053	83.787445	650.1161	0.82398796	5.173954	4.3612247	47.997086	-13.035477	-549.2959	3.8233223	3.8046918	4.642517	3452.1214911937714
