Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-58.9198	103.74046	14.23024	-338.88287	-65.66818	87.66647	-15.058257	-319.18265	171.42308	25.0	5000	7.9076967	11.162029	60.3331	-12.886725	-10.255654	0.71503055	40.982707262039185
2	-82.13992	116.96392	-2.3556218	-355.8643	-1233.4586	1430.8165	-29.884668	-3044.2422	237.68182	414.5	10000	241.01839	166.79128	747.97205	-111.589516	-268.1533	84.91098	95.21495389938354
3	-505.888	906.74365	-16.979103	-2710.6184	-999.1782	1314.9327	-27.47384	-3009.8604	199.92	334.7	15000	925.2578	152.17155	1306.3278	-414.22162	-959.15485	893.0587	149.02904057502747
4	-344.56082	738.7403	-31.124163	-2710.6426	-73.22633	51.676983	-27.97391	-184.51804	128.11765	24.3	20000	1165.9822	96.05256	1402.1982	-560.55853	-1188.9287	1332.4653	192.69088292121887
5	-261.5912	565.51154	-21.852	-2663.616	-94.18151	85.29101	-34.15992	-308.00656	97.21311	32.2	25000	1140.8557	113.513374	1439.9519	-1529.7662	-1154.625	1634.8546	250.42767882347107
6	-342.1779	771.05035	-22.67039	-2723.9358	-246.27762	402.50317	-31.89168	-1405.493	126.17949	81.0	30000	983.4694	128.16525	1242.0615	-559.19464	-994.7938	1453.4265	300.38800072669983
7	-365.54813	689.06134	-30.794851	-2728.0044	-662.64734	1174.6648	-28.9249	-3045.5984	133.14285	221.5	35000	852.28265	122.48775	1092.5178	-349.61743	-861.8719	898.0206	350.0946183204651
8	-230.58803	595.88995	-21.241627	-2721.2476	-349.56866	769.1744	-20.840992	-2648.0127	85.36364	120.4	40000	720.42596	110.693794	933.6596	-652.80334	-727.62585	733.83887	398.61181640625
9	-263.3728	620.36194	-23.076204	-2706.0554	-770.0011	1093.1647	-33.55587	-3008.7024	99.265305	255.2	45000	580.89923	104.43561	770.6524	-532.6612	-586.81134	533.6758	451.1922013759613
10	-405.57996	818.4444	-22.63108	-2698.2634	-195.14432	358.3019	-31.836039	-1258.977	152.16667	68.5	50000	449.32007	85.26958	626.4962	-364.20245	-453.71518	265.3812	505.23682951927185
