Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-47.214516	74.8289	9.210068	-328.33554	-1925.093	1340.9706	-27.33414	-3012.2754	128.27026	642.2	5000	44.9036	51.222435	238.14934	-40.858334	-54.824993	5.772878	53.07591509819031
2	-76.889755	113.49664	28.741814	-382.7043	-964.3843	1316.9451	-29.41323	-2991.2737	222.85715	324.2	10000	711.9806	403.09055	1846.5009	-497.2617	-784.42175	489.1171	101.0801751613617
3	-1143.9769	1202.7986	-36.320942	-2702.928	-2708.3433	887.3857	-46.22918	-3008.331	479.45456	901.4	15000	2735.5505	732.84644	4373.862	-834.06104	-2865.8994	5696.0425	166.30589818954468
4	-859.8339	1181.4353	-22.935656	-2714.9749	-390.0857	880.9555	-31.665205	-3026.159	318.5	128.4	20000	4583.0107	512.5476	5749.069	-2024.1051	-4697.877	15274.59	218.594988822937
5	-169.29602	419.89444	-18.156883	-2713.98	-644.65045	1160.725	-28.574211	-3026.5286	62.66265	213.6	25000	5221.1646	457.73178	6140.4385	-3397.675	-5301.2715	35910.94	273.2891409397125
6	-387.9395	752.76483	-21.40287	-2728.5603	-68.94234	20.895592	-37.519794	-101.6838	142.45714	23.4	30000	5159.2227	610.07697	6257.8145	-2263.4956	-5235.863	37012.094	323.10637044906616
7	-835.1778	1117.6841	-61.199665	-2763.8337	-741.75806	1092.39	-50.53319	-2960.6992	308.33334	257.2	35000	4984.053	627.0483	6215.4927	-2866.1033	-5046.097	31897.973	372.77818393707275
8	-748.34247	1124.7487	-22.245779	-2718.402	-400.4737	853.3696	-29.887638	-2957.5854	281.8421	134.1	40000	4562.137	562.98926	5967.898	-2501.6587	-4608.3286	19633.844	427.17583894729614
9	-475.69757	845.50903	-22.23586	-2680.585	-146.89091	86.44632	-48.455055	-316.25778	178.52174	45.0	45000	4061.699	478.38516	4909.994	-2495.976	-4102.1333	16966.748	469.6164336204529
10	-632.4148	970.82214	-26.118622	-2738.0303	-445.73444	830.78033	-40.207714	-2922.867	236.66667	151.0	50000	3549.9324	419.44366	4466.41	-2572.9727	-3583.09	12128.731	526.824586391449
11	-610.30524	1011.13824	-58.95921	-2776.8655	-374.101	872.52814	-26.795704	-2988.4072	225.61905	125.4	55000	3057.2126	343.6886	3795.9368	-2888.274	-3085.4487	9048.457	576.1735460758209
12	-403.77255	795.7453	-35.24581	-2724.1838	-942.90857	1237.3479	-46.927597	-2950.3108	149.72728	319.2	60000	2617.3816	315.53726	3244.7239	-1842.9556	-2638.4055	7572.224	629.4147071838379
13	-869.52783	1169.2119	-32.778576	-2698.134	-415.4121	860.08057	-29.53429	-2984.7952	324.47058	139.9	65000	2172.5774	265.9943	2712.6965	-1723.4691	-2190.629	4603.508	685.4878535270691
