Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-57.73237	97.626816	12.653685	-365.6933	-375.98654	838.88403	-37.829742	-2884.7876	166.43333	135.5	5000	26.486767	30.177086	154.0572	-34.628494	-31.80993	2.762958	47.27418851852417
2	-64.37717	102.40639	14.488337	-360.12195	-1252.3914	1412.8506	-30.434105	-2994.7175	200.24	420.3	10000	494.47375	315.93958	1374.1345	-238.2782	-547.6624	330.331	98.69863605499268
3	-769.5695	1110.9354	-22.01619	-2732.3748	-1058.6115	1264.2028	-114.921074	-2994.8787	289.625	359.2	15000	1454.2645	183.79645	2023.6925	-510.95914	-1491.1055	1327.1437	149.05686402320862
4	-1092.7753	1123.5764	-42.44108	-2701.9636	-2391.4192	931.29083	-599.9117	-3001.871	415.0	808.1	20000	1497.2609	168.2605	2024.8226	-955.4741	-1513.7699	1255.5695	209.59300875663757
5	-1571.4274	1148.2877	-74.45388	-2703.667	-1859.0613	1379.6274	-85.84874	-3042.9187	589.25	625.7	25000	1308.8893	138.93562	1789.1499	-1088.7628	-1318.049	784.22894	264.43325448036194
6	-933.42456	1176.8228	-29.482792	-2690.269	-402.11603	855.7538	-35.772346	-2954.7634	350.9375	136.0	30000	1206.9392	125.242836	1577.5499	-695.3614	-1224.2477	946.0142	320.46842980384827
7	-923.3062	1179.7366	-33.07195	-2713.8018	-3005.6287	3.5330544	-2999.3167	-3011.862	345.30768	1000.0	35000	1275.3623	172.17003	1817.6453	-1060.9562	-1308.6393	1275.5883	380.5400996208191
8	-1111.23	1241.7617	-32.575718	-2709.4385	-965.0916	1312.422	-36.45311	-3029.55	412.76923	323.7	40000	1889.7028	200.05324	2388.4944	-1057.93	-1930.3287	1815.7478	437.54466462135315
9	-524.2498	996.3867	-15.580156	-2720.0735	-83.96385	61.757782	-33.37375	-259.7416	195.78261	24.3	45000	1904.7587	147.89052	2308.7266	-1119.4791	-1925.6088	1748.032	482.95268869400024
10	-500.3898	928.86084	-26.559309	-2735.3997	-410.02725	897.4286	-41.789993	-3095.449	185.0	128.4	50000	1932.9567	142.11446	2301.9749	-1498.2646	-1960.1396	2782.9343	532.6381454467773
11	-305.88516	701.9149	-15.699645	-2717.22	-104.56411	98.2767	-28.331509	-350.31927	114.15686	31.2	55000	1773.7117	169.54839	2173.0708	-1572.0	-1790.2699	2699.923	590.2986512184143
12	-553.0599	946.3753	-36.776737	-2700.465	-1256.0175	1416.7384	-27.349243	-3016.9075	206.83333	422.1	60000	1498.8735	170.40382	1849.132	-1443.3126	-1510.4003	1762.3469	646.4055247306824
13	-1404.0226	1267.248	-55.001667	-2696.5022	-728.95654	1160.9255	-31.26879	-3049.8118	525.625	241.5	65000	1279.1464	139.48073	1563.8347	-801.0692	-1288.4672	991.3354	693.0441455841064
14	-316.5969	671.1169	-26.422821	-2762.9731	-1549.1095	1431.0413	-60.639473	-2992.8484	120.78049	519.2	70000	1046.3807	129.80553	1345.1453	-757.20807	-1052.5815	804.89374	750.3221378326416
15	-668.92706	1072.563	-35.02741	-2757.6711	-396.0148	846.94434	-45.59765	-2931.1836	249.21739	138.8	75000	811.2835	112.26926	1055.1486	-593.25653	-816.2868	490.83984	808.1769721508026
16	-1056.7825	1253.1349	-37.827713	-2733.02	-1056.5753	1281.0748	-69.013466	-3034.5356	391.0	353.2	80000	618.76685	88.20127	827.96405	-747.3269	-621.548	280.38297	857.3812456130981
17	-536.2199	945.1304	-27.403196	-2707.5403	-152.14648	108.76263	-28.218603	-311.88052	203.4	54.1	85000	457.70422	78.016266	644.6006	-335.7181	-459.5836	140.01627	908.9717772006989
18	-1369.1497	1321.9923	-26.129953	-2753.9753	-117.25266	94.89292	-31.83732	-287.13144	509.4	34.9	90000	313.8936	60.42393	462.19128	-277.22003	-315.18784	73.8124	959.9504911899567
19	-416.11853	881.48627	-18.875772	-2761.2676	-556.1735	820.2674	-98.92621	-2986.0222	154.09677	181.0	95000	200.95306	45.988335	332.53528	-260.84576	-201.73013	37.546005	1011.3741707801819
20	-784.9873	1030.5709	-39.429474	-2722.2556	-852.65686	1104.2107	-51.73617	-2991.0168	284.27777	287.2	100000	109.57932	36.58678	196.56021	-202.20695	-110.0827	15.151694	1067.1888184547424
21	-643.6553	1009.7183	-25.71505	-2792.8801	-3001.726	13.736185	-2962.6472	-3014.074	236.73914	1000.0	105000	36.663647	27.270386	111.1107	-115.15377	-37.08347	5.8966823	1135.7591321468353
22	-294.0215	696.8645	-15.324707	-2705.2524	-64.48616	51.656624	-27.281221	-214.37178	108.704544	21.1	110000	-16.53541	16.30643	33.445545	-63.260227	16.083023	4.89299	1185.3597602844238
23	-52.178043	194.86473	-10.54933	-2730.5356	-49.273003	55.189323	-21.791187	-213.6818	21.014982	17.7	115000	-51.924618	15.73202	31.742796	-93.306305	51.04343	8.460489	1243.793287038803
24	-27.396263	12.506551	4.2360682	-116.7778	-52.36969	55.89866	-22.710592	-217.22513	13.118111	17.4	120000	-65.54057	28.593004	34.456875	-110.54032	64.24061	8.145829	1299.515032529831
25	-26.94681	18.418238	-9.007054	-199.00687	-20.274553	3.572222	-15.560623	-29.721035	12.407692	9.4	125000	-69.662155	34.57749	16.014927	-119.310486	68.15698	8.647422	1353.323640346527
26	-26.758904	66.51055	20.51266	-1297.2577	-20.685284	3.2937675	-15.500498	-27.681782	13.098985	10.1	130000	-68.51079	36.547512	17.533962	-123.27138	67.018814	8.465109	1408.0055220127106
27	-22.582525	14.671323	-8.993547	-135.44727	-20.977707	6.2573805	-15.287656	-34.50196	11.084257	9.7	135000	-68.872185	39.976887	16.347155	-127.20649	67.46852	8.7421	1462.5375134944916
28	-21.932219	14.98393	12.858847	-166.9306	-25.30225	8.8589945	-17.4501	-48.14575	11.201794	9.6	140000	-68.69786	42.552303	19.894419	-132.62276	67.32269	9.215549	1517.021748304367
29	-19.848461	11.905956	-3.7761784	-148.72475	-18.645657	1.6496978	-14.958935	-20.598333	10.721627	8.3	145000	-65.671875	42.841652	19.492283	-137.24234	64.18011	9.235213	1571.8985104560852
30	-18.059309	5.5971994	-7.696958	-69.75107	-23.282755	10.441718	-17.334663	-53.962807	9.133455	9.6	150000	-62.50807	41.775196	23.41004	-132.19469	60.998135	8.873301	1627.1419286727905
31	-18.319767	7.85434	-6.639368	-128.58209	-24.658321	13.96583	-15.463725	-64.01355	9.01982	11.1	155000	-57.274475	39.720802	21.683678	-125.06705	55.779533	8.102964	1682.188618183136
32	-17.865812	13.876591	6.750055	-317.45816	-18.081596	1.3039368	-16.375334	-20.950434	9.109489	7.8	160000	-54.164574	38.649097	20.450974	-124.79566	52.785305	7.680613	1737.3053476810455
33	-18.091242	6.063006	-4.404928	-70.391304	-20.572836	2.5150619	-16.742355	-24.368597	9.288104	9.2	165000	-52.603363	39.201447	22.11201	-119.72525	51.27139	7.0285697	1791.9575707912445
