Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ1	LossQ2	LossV	Time
11	4235.0845	60.10979	4351.759	4186.5967	4424.458	388.52493	4863.6772	3424.5642	1000.0	1000.0	55000	213.24228	58.112083	303.1519	10.9651165	213.24265	58.113605	303.498	12.383373	213.598	57.29686	303.09213	14.000156	2.3386924	3.7977192	43.418304	-13.860376	-214.77776	2.8405123	2.7010958	3.8373153	466.94509625434875
12	3626.5715	1554.2623	4564.3496	525.0892	5023.084	89.897606	5181.4697	4896.2915	1000.0	1000.0	60000	226.86444	65.97138	318.48505	6.9027343	226.86472	65.972466	321.00803	3.880616	227.17363	65.271965	318.74728	7.4689627	2.3480885	3.7947505	41.472336	-15.880686	-228.34457	3.0681264	2.9493299	4.1192327	510.2235469818115
13	3797.5261	1493.2853	4736.9604	823.77844	4559.497	1337.0259	5162.5664	558.59015	1000.0	1000.0	65000	240.18604	72.47643	343.58243	-1.3671926	240.18643	72.47725	341.68372	-6.7279286	240.48067	71.78822	343.68686	-2.0467505	2.422807	3.8489923	40.13267	-14.5427685	-241.66685	3.3817828	3.2008004	4.410281	553.0122981071472
14	3965.9224	1394.543	4856.779	1198.2621	5115.374	65.38122	5236.289	5024.2617	1000.0	1000.0	70000	252.41162	79.243515	368.76526	-10.334851	252.41174	79.24411	369.19266	-8.987427	252.68474	78.57309	369.96866	-3.6244347	2.5653596	3.9382021	47.835865	-16.409018	-253.8924	3.840529	3.7632737	5.0154967	596.8063232898712
15	4988.458	118.25707	5173.779	4811.4385	4851.5044	506.38623	5210.7974	3391.195	1000.0	1000.0	75000	266.48996	81.640785	389.31363	-8.184755	266.4903	81.64129	387.49432	-8.203018	266.72086	80.94468	383.78494	-6.304044	2.6453266	3.910184	42.554977	-15.992022	-267.94305	4.022968	3.9186344	5.1416564	640.9673216342926
16	5080.592	319.17358	5415.3086	4605.034	5807.556	162.71274	6091.1953	5544.4497	1000.0	1000.0	80000	279.99017	83.9584	397.47708	-12.922489	279.99066	83.95723	398.21347	-21.808712	280.1808	83.25075	399.39587	-13.558006	2.7614374	3.9311976	50.109486	-13.660701	-281.41296	4.176393	4.1015444	5.3561163	684.4696984291077
17	5190.327	263.0392	5623.233	4828.537	6066.7837	105.03461	6208.982	5904.3936	1000.0	1000.0	85000	292.99713	85.576035	413.53748	-27.800055	292.9973	85.575966	416.17572	-17.664295	293.15338	84.8329	413.85846	-8.591794	2.9186254	3.9449382	52.048195	-12.930643	-294.4097	4.5582438	4.414681	5.721018	728.2411916255951
18	5400.54	388.18423	5781.2363	4688.6406	6297.6616	260.59885	6768.731	5865.654	1000.0	1000.0	90000	305.18234	87.950134	449.26324	-112.92794	305.18246	87.95054	449.38712	-101.23868	305.33664	87.198425	445.5136	-103.78423	3.1066892	3.995711	50.783974	-15.343224	-306.62204	4.869699	4.8012753	6.0991497	771.4766111373901
19	5732.6475	282.61655	6010.2266	5271.706	6064.314	97.638214	6210.1777	5911.0957	1000.0	1000.0	95000	317.49164	90.74282	460.05862	-124.39058	317.49142	90.74272	458.17596	-124.11007	317.63666	89.996574	455.3296	-128.65018	3.3167937	3.9833753	40.27953	-13.283231	-318.9545	5.3131557	5.2514343	6.5554	815.5360286235809
20	5604.966	241.4203	5996.0503	5336.024	6404.1494	151.17305	6585.99	6108.716	1000.0	1000.0	100000	330.9179	92.31133	471.94562	-131.04422	330.9181	92.31093	470.33795	-123.1529	331.0921	91.53071	470.25943	-129.42899	3.525507	4.036317	61.70537	-14.456228	-332.42654	5.6319704	5.522806	6.9242954	858.4560062885284
21	5942.9805	163.60837	6102.849	5638.4966	6478.683	97.76206	6615.525	6243.8467	1000.0	1000.0	105000	343.56393	93.8558	485.55725	-116.24024	343.56454	93.854935	485.43723	-116.40352	343.69553	93.049515	482.47705	-121.5341	3.6603525	4.067783	42.655327	-15.344127	-345.05054	6.223682	6.1158514	7.5310445	902.1112742424011
22	6051.519	420.54788	6552.487	5295.8867	6327.9844	810.1017	6738.0166	3921.756	1000.0	1000.0	110000	355.02817	95.09747	491.9477	-112.55548	355.0287	95.09676	491.42166	-110.38626	355.13467	94.264854	490.648	-120.47384	3.7068515	4.036566	44.09785	-13.621805	-356.49905	6.1831083	6.0716453	7.432278	946.1580865383148
23	6174.072	183.01877	6391.1963	5857.401	7003.737	111.56022	7142.102	6823.342	1000.0	1000.0	115000	366.3009	95.71096	506.3997	-118.34692	366.30127	95.710915	504.31183	-112.94884	366.38184	94.85368	503.21188	-121.4368	3.7703981	4.03377	42.077137	-12.838394	-367.74402	6.222793	6.050458	7.502598	989.9995238780975
24	6464.026	250.12186	6680.5903	6059.896	7290.8843	120.479126	7557.57	7057.144	1000.0	1000.0	120000	376.83173	96.8986	518.648	-110.157104	376.8321	96.89771	521.2911	-111.89251	376.88132	96.04152	518.23865	-112.545586	3.8729568	4.0354557	44.96603	-12.652702	-378.24524	6.1320834	6.0806084	7.393103	1033.537668466568
25	6505.9795	255.8809	6820.438	6117.961	6991.4844	164.27437	7309.701	6818.093	1000.0	1000.0	125000	387.5193	97.78541	533.75195	-91.74782	387.51926	97.78552	538.48096	-94.419525	387.58777	96.90265	530.9562	-93.67343	4.045406	4.0719657	49.800205	-15.093285	-388.95578	6.355528	6.2315526	7.6434093	1077.3494398593903
26	6493.236	147.89867	6634.251	6246.746	7049.514	164.19681	7474.404	6844.9263	1000.0	1000.0	130000	398.26688	98.53254	544.91565	-84.146935	398.26715	98.53083	544.71594	-90.80127	398.29248	97.641266	541.329	-83.57013	4.0379367	4.050738	52.35182	-14.053181	-399.65854	6.4292884	6.427453	7.785006	1121.6642699241638
27	6989.819	431.42303	7545.2935	6473.263	7293.65	123.02765	7466.65	7053.856	1000.0	1000.0	135000	408.07956	100.44714	565.61066	-85.33978	408.0797	100.44647	566.907	-85.9213	408.13907	99.53422	562.8285	-88.742836	4.1146374	4.090469	51.409718	-13.87171	-409.50885	6.581883	6.6244154	7.9647264	1165.4630212783813
28	7025.9893	179.65259	7204.0073	6758.638	7230.8525	805.114	7871.479	4892.919	1000.0	1000.0	140000	419.37213	101.44494	584.33936	-95.21886	419.3728	101.44376	580.5911	-94.04982	419.4407	100.51497	580.7687	-95.05867	4.2379985	4.108231	60.159176	-15.064355	-420.8247	6.8836265	6.810143	8.19438	1209.2866451740265
29	7364.215	242.8886	7624.944	6905.3105	6789.0146	126.91861	6987.6826	6594.206	1000.0	1000.0	145000	430.25937	103.27198	601.5808	-112.943016	430.25983	103.26968	604.17444	-108.84334	430.3278	102.32716	600.86523	-110.24345	4.421265	4.138658	52.337994	-12.379202	-431.7432	7.081786	7.072081	8.464006	1253.7359912395477
30	7424.603	462.7797	7728.203	6505.617	7737.671	760.83453	8232.129	5501.526	1000.0	1000.0	150000	441.34286	104.82532	614.423	-122.111336	441.34305	104.82444	613.52094	-123.50514	441.40973	103.87622	611.6042	-125.54078	4.560855	4.159224	52.352703	-14.005768	-442.84555	7.4876966	7.5115094	8.966464	1297.5995028018951
31	7560.7407	177.74294	7752.1733	7245.9053	7181.673	2110.9243	8026.012	855.9319	1000.0	1000.0	155000	452.4875	106.6177	628.4801	-112.55874	452.4881	106.61709	626.6775	-113.79345	452.56732	105.623215	623.84424	-117.241356	4.700505	4.1907516	53.108204	-13.509366	-454.02896	7.775727	7.7978125	9.196209	1342.020474910736
32	7554.04	143.6997	7809.1865	7376.0522	7462.3384	111.80409	7653.317	7272.8135	1000.0	1000.0	160000	463.89725	108.52702	635.82355	-104.47969	463.89734	108.525215	635.51917	-99.20624	463.98538	107.52304	635.8546	-106.493164	4.8622255	4.200576	51.20083	-12.61043	-465.4646	8.199956	8.308633	9.705856	1386.505845785141
33	7723.6484	470.18484	8261.668	7054.099	8494.073	205.81984	8827.361	8070.739	1000.0	1000.0	165000	474.93665	109.10592	651.163	-110.758606	474.9366	109.10441	650.7028	-108.24172	474.9936	108.07841	656.50494	-110.649315	4.961227	4.223607	50.63772	-16.346525	-476.4854	8.783822	8.795659	10.29931	1430.275601387024
34	8187.8564	135.40794	8373.223	7973.542	8977.168	226.54477	9386.4795	8684.467	1000.0	1000.0	170000	484.91772	111.35387	670.49054	-103.97891	484.91782	111.352844	669.05963	-102.76141	484.9724	110.32427	668.43085	-115.18053	5.092104	4.234649	54.34121	-14.450638	-486.4929	9.1663885	9.218497	10.536881	1473.6676228046417
35	8055.6885	339.1262	8404.156	7437.6777	8982.924	109.60343	9184.023	8828.693	1000.0	1000.0	175000	494.83142	113.040855	685.77704	-108.35739	494.83167	113.03898	684.3091	-112.34882	494.86417	111.974304	677.0953	-108.48708	5.186533	4.2443476	48.60575	-12.116478	-496.3962	9.07883	9.062487	10.302952	1517.86310505867
36	8246.721	296.06827	8549.844	7728.1177	8721.986	245.37465	9101.551	8324.693	1000.0	1000.0	180000	504.44992	114.830124	688.5056	-113.17833	504.44992	114.8306	690.1143	-107.326965	504.48856	113.75771	687.8948	-108.560356	5.307845	4.3164	58.65886	-12.199611	-506.02234	9.305509	9.241302	10.683279	1561.5731613636017
37	8317.4	143.40103	8417.474	8035.554	8476.002	454.64874	8811.043	7173.4243	1000.0	1000.0	185000	514.9184	115.971375	698.10815	-104.40603	514.9189	115.9697	697.4911	-105.68898	514.9608	114.89596	696.0245	-110.34311	5.5034275	4.3194385	50.69006	-13.353165	-516.524	9.6577215	9.713398	11.113828	1605.3574199676514
38	8563.646	177.18518	8796.259	8349.224	7712.2656	2034.6826	8584.369	1615.3528	1000.0	1000.0	190000	524.2382	117.895386	710.06213	-98.471596	524.2382	117.89285	708.15466	-105.513565	524.24536	116.79285	710.2263	-111.074295	5.622223	4.3414154	58.506218	-13.088766	-525.8614	10.344264	10.256031	11.694794	1647.8419830799103
39	8193.475	295.01083	8594.991	7792.92	9061.343	195.26059	9394.2	8816.503	1000.0	1000.0	195000	533.107	118.815834	714.11835	-113.160484	533.1074	118.81561	714.3805	-119.95455	533.14374	117.68931	717.487	-118.20515	5.747189	4.3553686	52.392723	-11.60267	-534.7455	10.492441	10.413164	11.4970255	1689.982884645462
40	8775.253	332.61688	9231.905	8281.916	8688.97	353.3583	9617.814	8222.883	1000.0	1000.0	200000	541.6696	120.10238	736.32544	-124.90378	541.6696	120.10264	735.3444	-123.71108	541.6509	118.970825	737.9028	-116.8303	5.8593087	4.3517237	55.898903	-12.523944	-543.2662	10.830149	10.80413	12.16607	1732.6436831951141
41	8760.2	393.55438	9275.968	8060.293	9395.885	170.28395	9606.668	9126.532	1000.0	1000.0	205000	549.72723	120.70879	745.66785	-112.76392	549.7271	120.707954	747.3958	-107.82204	549.69727	119.55222	739.12506	-112.157974	5.8895297	4.339123	51.494617	-17.397623	-551.3008	10.718865	10.552862	11.961745	1775.2153582572937
42	8912.547	182.7732	9102.745	8619.504	8813.105	183.44524	9090.984	8405.301	1000.0	1000.0	210000	558.15607	122.23222	751.034	-94.574646	558.15656	122.231926	753.8979	-91.80358	558.12823	121.061134	746.5984	-98.457825	5.935857	4.354596	54.89174	-12.753023	-559.7428	10.802188	10.668931	11.9652195	1818.4460372924805
43	8938.502	625.94885	9315.412	7692.166	9571.57	115.15383	9769.284	9356.349	1000.0	1000.0	215000	566.18427	122.323006	757.3176	-81.29829	566.18414	122.32306	760.5661	-77.82582	566.1097	121.15205	753.88586	-84.68888	6.0454984	4.37439	55.89777	-11.59533	-567.7385	10.932795	10.837524	11.95824	1861.7494106292725
44	8620.311	674.4628	9211.765	7345.2793	8406.031	1911.5353	9285.65	2699.7844	1000.0	1000.0	220000	573.4458	124.00464	763.4477	-87.66683	573.44617	124.00339	762.0738	-88.07142	573.39014	122.80139	761.1878	-90.644905	6.064424	4.36311	49.119225	-13.877665	-575.0132	11.317828	11.173048	12.225217	1904.4400506019592
45	9102.858	330.03952	9519.519	8510.837	9682.421	143.00508	9942.016	9497.914	1000.0	1000.0	225000	580.5367	124.83788	769.09125	-90.84709	580.53705	124.8372	768.63306	-93.45182	580.4508	123.623795	764.95807	-96.631905	6.131638	4.4180303	56.67662	-13.7318325	-582.1176	11.574922	11.327635	12.527949	1948.46901512146
46	9338.75	227.34007	9605.597	8976.07	9747.935	191.24168	10093.399	9530.056	1000.0	1000.0	230000	587.6992	125.28533	776.58075	-102.135864	587.6996	125.28492	777.5765	-99.74584	587.5942	124.04724	776.7518	-99.38758	6.205025	4.414561	48.08075	-12.421224	-589.25464	11.596128	11.511011	12.684347	1993.0585820674896
47	8209.463	1972.5013	9568.768	4300.6562	9873.971	157.42012	10203.885	9582.655	1000.0	1000.0	235000	593.08435	128.09682	784.4619	-101.799034	593.0845	128.09679	783.83746	-97.938934	592.97107	126.87307	778.41595	-103.13193	6.2748055	4.427219	51.614887	-12.833474	-594.6313	12.120419	11.927208	13.225261	2037.705843925476
48	9385.144	142.35211	9575.399	9155.572	9938.479	176.99622	10168.883	9526.772	1000.0	1000.0	240000	599.52454	129.57681	795.38055	-101.20626	599.5246	129.57657	795.9695	-95.77847	599.3749	128.35768	796.846	-98.2815	6.346197	4.422175	51.420647	-13.59787	-601.0497	12.497842	12.259831	13.562867	2082.792434692383
49	9010.874	660.42096	9961.402	8129.826	8823.125	1809.4352	9621.223	3417.0112	1000.0	1000.0	245000	605.9533	130.14883	799.6889	-90.0275	605.9541	130.14816	801.98004	-86.07742	605.8168	128.90494	798.2711	-103.18645	6.461375	4.430642	53.15699	-12.073417	-607.4933	13.1118	12.924568	13.720444	2128.07200050354
50	9504.248	462.0106	9936.547	8756.66	9637.396	188.29633	9888.633	9187.178	1000.0	1000.0	250000	611.9616	130.45206	804.99286	-89.47884	611.9617	130.45178	804.0214	-81.838844	611.78644	129.20811	808.6138	-88.152725	6.4501123	4.4262276	60.154083	-12.507643	-613.4418	12.581489	12.415127	13.345987	2173.3894588947296
51	9534.225	338.615	9912.519	8942.954	9815.701	136.62036	10093.831	9612.399	1000.0	1000.0	255000	617.4166	131.78926	808.573	-98.48567	617.4171	131.78882	810.0518	-102.39003	617.2171	130.52455	807.9711	-99.266365	6.543178	4.450828	58.12907	-11.995178	-618.912	13.007134	12.8923645	13.544912	2218.1810824871063
52	9487.135	294.50455	9919.948	9049.739	9960.316	195.41171	10313.026	9627.877	1000.0	1000.0	260000	623.07007	131.76952	816.84973	-103.67487	623.07007	131.76888	815.26263	-94.71032	622.85925	130.49052	815.08093	-100.89856	6.579843	4.457783	63.40816	-13.533507	-624.53546	12.664101	12.471789	13.400739	2262.9292407035828
53	9531.135	211.14992	9912.326	9325.433	10020.089	166.11282	10222.478	9676.702	1000.0	1000.0	265000	628.8066	132.69656	821.6419	-105.15149	628.80676	132.6964	820.2126	-106.1565	628.5958	131.41315	816.5396	-105.07994	6.561003	4.470261	58.19881	-11.92569	-630.2554	12.748827	12.630158	13.4144535	2308.1110892295837
54	9757.605	249.00424	10077.286	9421.643	9831.637	741.8958	10258.613	7627.4546	1000.0	1000.0	270000	633.6606	133.37584	834.91656	-112.5086	633.6615	133.37587	836.53094	-108.52923	633.418	132.06985	831.49756	-115.463425	6.622773	4.455708	57.12287	-11.190418	-635.0908	13.424661	13.070687	14.02999	2353.251023054123
55	9720.081	277.03336	10030.502	9331.8	10270.005	152.6604	10505.515	9988.788	1000.0	1000.0	275000	638.6447	133.1245	846.9009	-112.57446	638.6447	133.12433	851.0682	-110.286575	638.3708	131.80266	841.1851	-119.88152	6.656703	4.467185	55.880886	-12.903278	-640.05005	12.746241	12.585564	13.191017	2398.418028354645
56	9390.923	965.2199	10178.522	7492.4766	9618.525	1601.7439	10428.347	4832.952	1000.0	1000.0	280000	643.03845	134.25069	848.39087	-132.58423	643.03894	134.25003	843.7406	-128.06383	642.7654	132.92531	843.6397	-135.25636	6.7140546	4.4694004	58.692467	-13.210122	-644.4408	13.043331	12.712036	13.509234	2444.0093858242035
57	9678.717	333.05872	10037.462	9047.617	9463.178	587.9678	9973.6045	7794.3926	1000.0	1000.0	285000	648.1423	134.722	851.82666	-158.16699	648.14246	134.72266	851.2191	-157.25703	647.8231	133.40839	846.8497	-159.68428	6.742541	4.4442077	59.83981	-11.818375	-649.4934	13.754684	13.557072	14.201172	2488.94633102417
58	9897.08	382.26743	10559.999	9513.139	9418.521	910.74603	10018.205	6725.321	1000.0	1000.0	290000	651.9708	135.6674	853.8759	-170.52197	651.97144	135.66754	854.28577	-164.24611	651.64526	134.35266	848.6123	-164.56277	6.83053	4.467873	65.52471	-12.570759	-653.3266	13.713211	13.4877	14.045281	2533.524870634079
59	9640.014	277.01712	10058.21	9275.469	10071.59	132.02333	10380.636	9885.433	1000.0	1000.0	295000	656.5957	135.10971	855.1899	-164.85248	656.596	135.11052	856.63025	-163.2264	656.21545	133.78825	854.1604	-164.74591	6.835059	4.448694	68.35839	-12.731977	-657.89197	14.072341	13.827475	14.3917	2579.6028406620026
60	9809.205	267.41464	10277.173	9534.959	10618.494	91.520454	10761.984	10457.229	1000.0	1000.0	300000	660.8339	135.42747	861.14886	-180.50478	660.83417	135.42859	858.21484	-167.07263	660.4837	134.08728	857.0191	-173.87677	6.856504	4.440412	75.508965	-12.892	-662.16943	14.093817	13.821525	14.202384	2625.1627366542816
61	9944.057	148.25839	10113.915	9686.535	9354.732	1688.5317	10161.872	4308.2334	1000.0	1000.0	305000	665.451	136.13556	866.7181	-167.2986	665.451	136.13612	864.3217	-163.25049	665.0857	134.78708	861.28253	-171.02156	6.9515257	4.4917946	74.73249	-13.299561	-666.7673	14.407988	14.161566	14.606122	2671.6532576084137
62	9459.941	635.00323	10074.494	8237.2295	10558.25	75.04724	10697.687	10453.326	1000.0	1000.0	310000	669.23114	136.38353	868.55237	-188.01982	669.23193	136.38359	866.2969	-176.10056	668.8235	135.03197	863.2607	-166.2387	6.9791126	4.477637	64.16898	-14.222359	-670.5384	14.310385	14.065406	14.293363	2717.667956352234
63	9980.616	175.65817	10301.493	9813.817	10472.309	178.12129	10670.162	10109.999	1000.0	1000.0	315000	672.6258	136.85818	865.5305	-184.37175	672.6264	136.858	867.66736	-188.8171	672.2499	135.50137	867.8793	-181.37454	6.8785133	4.5108023	79.12505	-13.222151	-673.94086	14.130849	13.764025	14.231791	2764.0001916885376
64	10094.986	218.9479	10299.536	9676.267	10721.962	213.18576	10975.142	10348.099	1000.0	1000.0	320000	677.1037	137.17932	874.94617	-169.84248	677.1045	137.17952	873.1456	-165.66765	676.6755	135.80728	872.5709	-166.79811	6.9624906	4.5121293	61.785194	-11.439785	-678.3863	14.211366	13.961097	14.315863	2810.184475660324
65	10120.054	358.83386	10601.371	9526.078	10321.889	181.47047	10544.868	9907.814	1000.0	1000.0	325000	681.5462	137.81444	882.4478	-173.89153	681.54596	137.81558	880.0141	-173.67622	681.1305	136.45859	883.5631	-184.70396	7.020779	4.514442	65.052345	-13.065159	-682.8293	14.507284	14.275047	15.031903	2855.7899463176727
66	9824.303	405.42947	10244.27	9049.063	9773.193	186.66348	10105.472	9415.137	1000.0	1000.0	330000	685.6322	138.10129	883.4459	-167.90947	685.6321	138.1029	882.75397	-176.82098	685.2133	136.73444	881.47375	-172.54266	7.0648704	4.5406046	75.28797	-12.991858	-686.90784	14.447222	14.111093	14.359962	2901.759659051895
67	9279.369	977.7211	10201.401	7409.122	10498.493	140.92104	10703.156	10201.69	1000.0	1000.0	335000	688.2844	139.91284	890.76086	-193.76447	688.2845	139.91406	891.7277	-187.07152	687.823	138.57434	881.7355	-193.6839	7.0469995	4.506301	61.029633	-13.788685	-689.5065	14.736884	14.513397	14.717391	2948.0319786071777
68	10072.297	347.3392	10492.047	9525.176	10063.114	1096.6111	10616.685	6814.577	1000.0	1000.0	340000	692.15564	139.67249	891.9064	-236.0026	692.15625	139.67168	895.92316	-219.22527	691.7027	138.32639	897.7625	-212.45636	7.093199	4.4983654	68.67396	-11.683169	-693.3834	15.083911	14.92269	15.176765	2994.195071220398
69	9963.727	353.18982	10384.497	9425.88	10684.916	158.01482	10986.445	10530.71	1000.0	1000.0	345000	695.5433	140.64838	900.4121	-209.9683	695.54395	140.64662	898.20856	-208.90556	695.07764	139.2973	896.39514	-226.78333	7.1967053	4.541628	74.69271	-13.679392	-696.7882	15.333422	15.1008	14.9937315	3040.918637275696
70	10224.689	336.1691	10549.242	9672.99	10500.883	106.344315	10647.526	10311.597	1000.0	1000.0	350000	698.9358	140.34102	898.8564	-211.7407	698.93585	140.34056	899.8602	-202.74461	698.4156	138.97823	901.76715	-224.90904	7.22553	4.5416026	79.65849	-13.74979	-700.14453	15.606249	15.283166	15.396717	3087.216831922531
71	10158.11	226.26176	10426.089	9774.74	10616.583	142.09041	10766.723	10241.785	1000.0	1000.0	355000	701.794	140.17694	905.4033	-234.1272	701.7945	140.17816	903.97064	-243.90106	701.27625	138.82584	901.02344	-246.96326	7.230872	4.5180078	71.841934	-12.821223	-702.9954	15.606191	15.333456	15.19169	3133.6656436920166
72	10269.66	213.24336	10561.02	9963.284	9850.586	2674.485	10954.434	1839.8153	1000.0	1000.0	360000	704.5024	140.55379	909.0069	-222.35072	704.5027	140.5535	906.3074	-224.00284	703.94946	139.18721	900.81586	-223.02135	7.2292066	4.519989	75.93764	-14.667654	-705.66516	15.589497	15.351625	15.415836	3180.5853247642517
73	10265.058	229.43556	10599.174	9920.499	10301.948	151.73996	10516.9375	10001.297	1000.0	1000.0	365000	707.05914	140.69829	905.71014	-205.22794	707.0596	140.69667	904.36664	-205.46713	706.4989	139.33604	904.6454	-203.79428	7.2343335	4.496482	76.55529	-14.157051	-708.23834	15.904324	15.582594	15.367016	3227.1758575439453
74	9651.115	783.3544	10427.92	8160.1167	10135.617	208.49275	10564.0	9773.126	1000.0	1000.0	370000	709.66956	141.12341	906.876	-260.95444	709.67035	141.12326	906.95447	-261.13293	709.09576	139.78772	904.51276	-274.5899	7.2716026	4.5141873	72.67278	-13.215524	-710.8126	16.551432	16.314236	15.637566	3273.5611531734467
75	10028.499	331.41867	10517.103	9557.341	10532.371	175.6597	10817.246	10280.657	1000.0	1000.0	375000	712.51074	141.738	909.8153	-284.1341	712.5106	141.73961	911.0325	-279.26416	711.90625	140.40079	907.07025	-298.8816	7.270893	4.5168023	64.01132	-12.255431	-713.6496	16.401075	15.966566	16.001423	3320.684218645096
76	10323.847	186.50974	10650.147	10086.752	10775.534	161.42201	11032.991	10574.8955	1000.0	1000.0	380000	714.3228	142.50797	914.6323	-289.93195	714.3233	142.50754	914.88837	-290.8794	713.72296	141.1513	912.4985	-277.15198	7.3439126	4.5482497	75.92899	-12.187199	-715.4358	16.169415	15.787522	15.821008	3366.6106424331665
77	10106.116	743.41125	10864.322	8710.485	10670.33	233.75426	11070.279	10176.505	1000.0	1000.0	385000	717.10944	141.62863	919.37646	-253.42348	717.11005	141.6293	920.74976	-263.06726	716.47955	140.27805	915.535	-269.861	7.2855287	4.5236106	67.19113	-11.158502	-718.1773	16.277225	15.800671	15.631662	3413.234808921814
78	10317.969	225.18828	10587.491	9911.976	10753.663	206.05322	11066.49	10415.441	1000.0	1000.0	390000	719.08417	142.33847	918.2213	-223.6673	719.0843	142.33987	922.7956	-214.31493	718.451	140.98833	914.61786	-215.89658	7.3208814	4.506921	56.565136	-12.448492	-720.1522	15.748904	15.541753	15.236715	3459.611452817917
