Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	-68.0159	97.26984	35.40705	-329.74133	-32.653145	31.843208	-7.01147	-123.13083	215.73914	23.5	5000	1.0669073	3.1158805	21.196896	-12.614863	1.0665187	3.1166937	21.008091	-12.200955	-2.3749108	0.38554448	46.193705558776855
2	-115.61185	134.74313	-5.8587856	-400.44196	-523.2838	765.35864	-21.755434	-2384.5967	309.875	224.1	10000	9.514048	5.282945	41.49289	-10.863287	9.51403	5.283228	40.379498	-10.447432	-12.372585	1.2746562	85.61582708358765
3	-162.952	516.2431	221.08609	-2094.1113	97.74918	99.86186	324.55862	7.4516044	288.94116	302.2	15000	15.208914	4.9752884	46.077736	-11.953702	15.20925	4.9791927	46.041214	-12.04397	-17.163548	2.2629578	135.35890817642212
4	155.29744	124.36689	309.93036	-3.0234923	108.28452	179.2169	612.33984	-7.12099	491.33334	219.1	20000	15.287684	5.6627483	41.48442	-7.956973	15.287829	5.6642666	41.58527	-11.601387	-17.117212	1.6664547	177.91958808898926
5	227.25494	197.28667	491.52365	14.575508	81.93375	157.05453	548.14667	1.0115093	543.8889	179.4	25000	16.192354	5.387164	43.015507	-9.931933	16.19283	5.3883657	41.385902	-13.685474	-17.940817	1.5831124	226.00763964653015
6	130.70297	212.00525	612.545	-20.36484	416.98956	261.91595	717.3896	13.726572	283.6842	743.8	30000	17.438444	5.0461316	43.258816	-12.709761	17.438715	5.047434	43.18305	-10.605055	-19.006962	1.7953756	283.42124581336975
7	297.88834	233.12994	644.0722	-0.41899478	271.67142	313.7533	788.19867	-0.6292527	678.875	453.2	35000	19.015017	4.8997717	45.853058	-10.947601	19.015388	4.9011526	47.87399	-11.483292	-20.568377	1.845456	332.9750647544861
8	320.31	236.83119	579.49493	-0.15421903	152.3132	201.21239	614.89343	-1.5129608	616.2857	295.7	40000	20.410482	4.8678546	48.18066	-16.93481	20.410826	4.867533	47.954567	-12.02145	-21.906742	1.7895737	375.10158944129944
9	343.56937	324.72736	706.46826	-42.061913	199.6146	286.84387	712.8784	-14.189995	607.3333	327.1	45000	21.82674	4.9725394	47.116314	-18.743523	21.827223	4.9725327	53.115788	-16.34199	-23.257261	1.8012311	421.5331931114197
10	550.665	247.1611	715.90454	18.06624	311.50146	305.1995	765.50287	0.09782237	841.5	498.1	50000	23.605427	5.2226973	58.996773	-12.708923	23.605732	5.2229705	64.88779	-12.107187	-24.998026	1.7243837	475.54660081863403
11	424.37604	274.72238	707.19525	19.82684	411.96625	318.13614	801.675	24.547419	680.0	592.4	55000	25.323542	5.4280457	57.804893	-13.040318	25.32401	5.4276233	57.09414	-15.723282	-26.60842	1.7469841	524.6719305515289
12	393.69577	307.8973	686.43445	-7.318635	287.0403	333.19916	813.0526	-14.408503	637.5	429.1	60000	27.067785	5.610732	58.901268	-26.214935	27.068161	5.610125	57.32353	-25.238276	-28.276445	1.813417	572.6471519470215
