Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	-236.91211	114.4586	-40.138283	-353.13174	-604.1071	2.4318137	-601.01105	-609.5563	1000.0	1000.0	5000	1.607793	3.2869525	20.469254	-9.713945	1.6074929	3.2875192	20.770191	-9.468444	-2.579589	0.38792804	37.523789167404175
2	-297.92514	46.79255	-250.30563	-380.62735	-321.85712	82.191826	-209.69617	-497.68384	1000.0	1000.0	10000	12.597369	9.378436	42.545097	-9.50603	12.59721	9.379089	42.622303	-9.124621	-14.945122	1.3593531	75.6244568824768
3	-289.07678	218.05997	58.86142	-614.6096	-575.7789	51.459396	-488.1905	-668.05096	1000.0	1000.0	15000	24.485235	10.501667	61.284763	-2.8788419	24.484997	10.5025	61.32022	-2.7216012	-26.368666	2.4506874	118.00176429748535
4	-289.67532	244.89641	158.9741	-537.32666	72.59508	107.438324	212.89824	-161.00966	1000.0	1000.0	20000	29.42989	17.073973	82.1414	-1.3349257	29.429857	17.074793	79.55943	-3.2214458	-31.413822	2.8770092	157.1798198223114
5	412.4366	554.6873	1299.2456	-111.99675	1338.2511	444.86398	1907.8591	154.4418	1000.0	1000.0	25000	30.35236	22.40689	84.34144	-6.502861	30.35236	22.407108	85.75533	-5.196512	-31.861273	3.0840693	197.4125325679779
6	1332.4314	628.08325	1888.5331	167.30539	1817.7839	376.4807	2268.5378	817.9311	1000.0	1000.0	30000	35.950394	26.788841	109.64301	-6.1666746	35.949997	26.788866	110.737274	-4.8600087	-37.272064	3.9731054	239.28744792938232
7	2075.1377	363.21237	2742.5222	1770.9407	2652.2644	663.9758	3115.814	712.0318	1000.0	1000.0	35000	46.485825	34.08702	133.41824	-6.882594	46.485508	34.08688	135.74594	-7.379684	-48.043182	6.2839565	280.53540658950806
8	2896.5508	208.8957	3184.7773	2601.2888	2937.4172	440.92758	3251.126	1701.1389	1000.0	1000.0	40000	62.23705	43.98699	167.49838	-10.070624	62.237022	43.986862	166.90639	-11.270791	-64.0361	9.136031	321.58766865730286
9	2764.6558	832.1345	3498.0474	1474.6646	3245.9473	1277.2281	4106.0327	661.74524	1000.0	1000.0	45000	80.051506	54.586094	191.2536	-14.100612	80.05151	54.585068	192.04279	-14.724721	-82.23453	11.950718	361.74182534217834
10	3114.707	998.7033	3999.638	1179.3561	3978.662	106.74919	4183.017	3795.375	1000.0	1000.0	50000	96.68529	65.470184	218.75392	-33.147095	96.68553	65.46854	219.41777	-32.64763	-99.03701	15.773509	402.05714535713196
11	3774.8757	607.71173	4236.7866	2601.0032	4290.532	65.28458	4420.8623	4166.901	1000.0	1000.0	55000	116.84757	75.56214	254.96002	-30.241928	116.84714	75.56118	254.43826	-30.666077	-119.190384	18.364847	444.16202187538147
12	4240.9204	219.4466	4615.325	3996.7837	4436.718	96.20332	4573.24	4245.7144	1000.0	1000.0	60000	138.60258	83.82142	273.1894	-40.561375	138.60297	83.8199	273.42136	-38.68361	-141.2797	19.415674	485.1049289703369
13	4454.79	162.49998	4665.5977	4227.8965	4596.117	120.81262	4755.647	4378.233	1000.0	1000.0	65000	159.40405	90.94838	301.83908	-50.261345	159.40381	90.94748	299.55508	-55.34606	-161.942	20.552608	527.9448528289795
14	3995.724	1444.2246	5011.8267	1128.7837	4961.2627	96.0422	5061.52	4791.2153	1000.0	1000.0	70000	176.96729	97.755974	317.51703	-47.314713	176.96683	97.7547	317.01846	-40.00834	-179.81224	21.917152	571.633492231369
15	4874.468	144.18974	5076.755	4700.6724	5104.95	130.95607	5310.1455	4826.579	1000.0	1000.0	75000	196.21185	103.59168	339.27505	-59.7223	196.21173	103.590485	338.77277	-63.14357	-198.86763	22.949133	613.7094111442566
16	5101.5986	227.75574	5378.249	4771.8657	5163.952	820.3046	5607.1113	2744.2139	1000.0	1000.0	80000	215.19405	108.5835	356.9939	-59.453392	215.19362	108.58149	356.9683	-58.223125	-217.85858	24.327385	658.5213232040405
17	5227.8433	112.198326	5451.7876	5159.497	5878.165	95.28601	6046.3213	5740.4897	1000.0	1000.0	85000	233.45331	113.631294	383.22568	-47.93996	233.45299	113.629776	382.31088	-43.755295	-236.02942	25.523987	702.9789001941681
18	5034.1416	667.9233	5489.5356	3706.735	5858.7725	109.14776	5968.137	5577.4985	1000.0	1000.0	90000	251.23167	118.29203	400.1176	-63.440613	251.23135	118.291824	398.48956	-61.51044	-254.09795	28.755846	747.0172057151794
19	5774.5	248.01244	5963.4624	5284.679	5757.828	1304.6323	6574.7485	2700.7158	1000.0	1000.0	95000	267.8817	123.07099	420.03632	-86.925026	267.88174	123.06906	419.9796	-63.579494	-270.54755	31.867409	790.7344422340393
20	5648.5967	292.34412	6176.6675	5293.6304	6286.264	104.434586	6446.2803	6142.9106	1000.0	1000.0	100000	285.3529	126.806465	441.6588	-61.82724	285.35236	126.80621	444.03143	-62.60272	-288.07944	33.194775	835.1257498264313
21	6124.62	118.86028	6264.607	5921.855	5811.5845	61.022373	5889.546	5665.171	1000.0	1000.0	105000	302.35104	130.53914	459.5549	-66.944695	302.3512	130.5381	465.4433	-52.18083	-305.41833	34.335224	877.4457566738129
22	6127.455	257.86386	6504.6763	5775.178	6916.5586	109.41213	7046.6504	6748.091	1000.0	1000.0	110000	318.994	133.61897	475.0887	-75.32147	318.99368	133.61833	476.4573	-72.94704	-321.61664	36.50247	922.6656219959259
23	6316.353	121.605934	6494.285	6174.8887	7029.0845	163.9959	7298.222	6749.3774	1000.0	1000.0	115000	335.01028	136.50291	499.62482	-33.407497	335.01044	136.50264	496.37018	-46.35722	-337.94705	37.721954	965.687878370285
24	6559.8643	174.1766	6740.2065	6253.117	6560.897	54.728447	6637.496	6453.101	1000.0	1000.0	120000	351.01978	140.07567	525.663	-77.66233	351.0197	140.0751	524.99457	-75.33246	-354.43015	39.115677	1009.3435778617859
25	6750.536	174.10806	7021.5737	6488.3047	5997.544	1680.6329	6844.5127	1013.1948	1000.0	1000.0	125000	366.57404	143.40047	551.7947	-42.188095	366.57376	143.40065	550.1761	-43.68192	-369.53525	40.18323	1052.9833245277405
26	6167.507	1323.8456	7111.179	3567.72	5556.872	1950.4071	7520.875	2461.8623	1000.0	1000.0	130000	381.24573	146.73204	564.97626	-57.951416	381.24548	146.73204	562.94916	-94.78892	-384.18616	43.089092	1096.4286270141602
27	6965.6147	238.18439	7373.2397	6659.021	6559.169	1270.5157	7636.8174	3220.114	1000.0	1000.0	135000	395.1361	150.8333	584.9539	-77.53128	395.13602	150.83287	586.1811	-69.896385	-398.1295	47.16918	1139.133854150772
28	4744.58	2928.851	7207.1187	252.31073	5811.6846	2171.0757	7440.828	1304.528	1000.0	1000.0	140000	405.5036	156.95952	603.3396	-164.08946	405.50406	156.95848	601.7424	-150.92662	-408.08444	51.715813	1183.1898021697998
29	7057.1914	129.86835	7219.3296	6865.55	6854.8647	1971.1196	7796.926	966.1595	1000.0	1000.0	145000	417.2265	160.97105	611.03406	-122.451836	417.22668	160.97069	612.8564	-107.836395	-420.5158	55.03456	1227.1582791805267
30	6445.554	1439.8414	7559.0454	3684.9216	7403.0806	106.39463	7578.4517	7180.881	1000.0	1000.0	150000	428.9642	164.49104	624.67236	-56.664288	428.96423	164.4898	624.5397	-61.582584	-431.69064	58.944736	1271.056013584137
31	7249.6006	242.29758	7645.894	6992.6895	5801.3345	2505.1724	7679.117	231.2654	1000.0	1000.0	155000	440.5814	167.83835	636.17365	-59.430367	440.5816	167.83604	640.1837	-69.50125	-443.4293	61.941063	1314.543897151947
32	7535.422	254.73479	7820.201	7105.0166	7318.093	1655.1274	8227.717	2412.0662	1000.0	1000.0	160000	452.51862	169.49577	645.80804	-41.105328	452.51874	169.4947	645.83374	-42.847946	-455.2409	61.998642	1358.7247905731201
33	7483.014	208.80469	7769.5503	7192.5693	6689.5327	722.8408	7198.538	4589.1646	1000.0	1000.0	165000	464.0549	171.0415	652.308	-58.62259	464.05478	171.04135	657.1027	-86.81115	-467.3867	59.486526	1402.243726015091
34	6784.064	1225.6168	8025.772	4484.3735	6770.086	2005.6605	8350.749	2259.0874	1000.0	1000.0	170000	473.8559	173.67816	675.02795	-77.349205	473.85556	173.67786	670.3168	-87.52822	-476.72684	62.784317	1446.7435717582703
