Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ1	LossQ2	LossV	Time
1	-295.62738	51.710625	-217.15045	-380.09	-380.8965	2.6755764	-373.8396	-383.95218	1000.0	1000.0	5000	6.5986757	5.115185	28.691778	-2.8729029	6.598798	5.116282	29.053442	-2.9936132	7.6212187	5.2373314	29.821367	-12.685433	-1.8099755	2.8407035	83.46157	-13.745404	-7.8878865	0.11305553	0.1075815	0.2380869	40.0703227519989
2	-307.70874	69.71688	-192.86612	-408.3789	-20.448395	48.75788	73.15424	-93.845726	1000.0	1000.0	10000	28.788399	10.495384	66.220184	4.5642176	28.788588	10.495651	66.06089	4.2910337	30.723824	10.9415245	69.93046	7.623526	0.980611	3.5104764	25.265173	-15.693638	-31.414257	0.3299363	0.32545087	0.69061947	79.40601134300232
3	98.80717	483.73615	953.65454	-372.47037	696.37866	504.65424	1500.6255	133.9491	1000.0	1000.0	15000	52.29355	15.112566	90.837074	21.706783	52.293785	15.113368	90.66635	22.083435	53.417934	15.342808	90.438736	22.795364	-0.18718915	3.463466	21.91497	-14.579202	-54.263042	0.55441904	0.5347431	1.0670515	121.54996228218079
4	984.9116	391.97714	1449.7484	281.16656	2403.5405	145.11926	2560.54	2147.6685	1000.0	1000.0	20000	58.079697	19.31685	105.56114	20.147686	58.07959	19.31762	105.069565	20.22423	58.751568	19.233582	104.62767	21.425014	-1.3676187	2.5808654	19.831549	-14.747987	-59.44265	0.5332122	0.509296	0.9165287	163.12865829467773
5	1118.2854	731.1422	1940.059	186.86209	2847.857	71.132385	2998.125	2767.501	1000.0	1000.0	25000	65.591774	25.884079	128.24156	19.741589	65.59211	25.884645	129.15262	20.216831	66.31352	25.743162	126.70496	21.662588	-0.9215882	2.9024339	21.337296	-15.464544	-67.03545	0.6769399	0.64037585	1.1070753	205.48667669296265
6	2588.9055	280.81644	2993.4282	2149.343	3519.3718	129.42984	3708.126	3299.5635	1000.0	1000.0	30000	80.68498	34.1726	162.49544	20.316597	80.68521	34.173122	161.84859	19.957663	81.42159	33.911915	160.73894	22.365784	-0.29251108	3.3383327	27.684204	-19.255762	-82.2141	1.0348433	0.9968078	1.573545	246.99710178375244
7	3055.3604	183.35728	3377.8367	2822.834	3812.3384	80.03074	4005.713	3720.3687	1000.0	1000.0	35000	102.54609	43.173046	195.44633	18.47543	102.54641	43.173977	197.6151	21.009686	103.26572	42.794914	194.53131	23.15457	0.39725342	3.6794653	28.004328	-12.897287	-104.16864	1.7049557	1.628114	2.3608723	288.15991497039795
8	3494.1685	115.095726	3650.4885	3321.6492	4290.2485	62.008595	4392.1343	4168.2876	1000.0	1000.0	40000	127.11128	51.837685	223.65988	21.029978	127.11159	51.838722	223.76363	21.716759	127.801506	51.37121	222.59846	23.386557	0.83399785	3.8073127	32.60653	-12.749551	-128.80714	1.9188575	1.8352886	2.717484	329.8366277217865
9	3981.661	231.2836	4277.146	3706.052	4458.6494	46.532032	4513.7183	4368.4624	1000.0	1000.0	45000	151.94307	59.99226	258.34308	19.661102	151.94325	59.993492	257.84048	20.955177	152.55943	59.450554	257.4594	22.516144	1.1494999	3.8860343	31.938694	-15.256065	-153.62634	1.9599758	1.8542426	2.8754623	371.44194746017456
10	4216.9756	125.33812	4381.513	4063.5283	4758.2676	114.19076	4932.608	4592.3066	1000.0	1000.0	50000	176.15636	67.43513	289.72375	18.833927	176.15666	67.435905	292.4452	20.005495	176.72606	66.82387	288.37378	22.294289	1.5304887	4.0288835	36.576706	-15.508635	-177.85056	2.148523	2.0532463	3.1466599	412.99862718582153
