Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ1	LossQ2	LossV	Time
29	6519.513	170.77875	6673.6772	6210.522	7192.436	134.63503	7431.416	6963.9434	1000.0	1000.0	145000	406.1163	98.68136	528.84485	-25.437723	406.11636	98.67831	529.4658	-8.873151	406.02005	97.826584	528.4787	-18.430279	3.7710543	4.5570426	53.41382	-16.519821	-407.2256	5.2211018	5.3776174	6.994768	1241.6478388309479
30	5361.364	1855.0757	6659.337	1868.8148	6240.5923	1241.0544	6844.3745	2533.259	1000.0	1000.0	150000	411.2856	102.85639	543.2858	-52.23344	411.2859	102.85366	544.53375	-62.687675	411.17642	102.02717	540.6435	-54.204617	3.8685136	4.631018	57.591503	-15.662565	-412.39328	5.871	6.0784	7.7550406	1285.5685894489288
31	6610.6133	301.8243	6960.202	6256.857	7306.672	73.84006	7451.747	7196.8994	1000.0	1000.0	155000	417.66193	104.8938	549.2153	-71.39518	417.66174	104.89094	546.9862	-71.84307	417.5464	104.076485	547.56915	-61.016422	3.9955635	4.6276135	52.120678	-14.366176	-418.78983	6.0838513	6.2253294	7.761182	1329.1338167190552
32	6854.087	98.15197	7033.396	6755.2876	7398.7095	94.67373	7625.7827	7300.235	1000.0	1000.0	160000	424.6266	105.1354	556.80096	-80.67514	424.62683	105.13402	555.6771	-91.766815	424.4905	104.28544	554.15106	-69.54535	4.1024528	4.642689	48.59304	-13.185947	-425.7644	6.2282877	6.4527025	8.045162	1373.0750606060028
33	6090.168	1729.6653	7102.189	2641.3696	7387.237	148.77184	7636.3687	7188.6074	1000.0	1000.0	165000	430.2669	108.128395	569.926	-33.35281	430.26694	108.126114	569.26874	-27.988594	430.1449	107.28683	565.8717	-38.403404	4.063603	4.608291	51.18411	-13.170206	-431.4119	5.998964	6.184754	7.7161555	1417.3274593353271
34	6980.7437	117.80405	7148.5503	6816.8667	7071.1865	525.5745	7402.2153	5536.512	1000.0	1000.0	170000	437.0864	108.874214	574.7235	-59.179	437.08682	108.87049	571.3125	-28.343014	436.94214	108.03558	570.6735	-29.987867	4.179362	4.6491547	59.42609	-12.992251	-438.20874	6.406113	6.5854187	8.2329855	1462.2040944099426
35	6935.5063	61.279198	7021.1274	6860.449	7302.069	749.1441	7790.125	5106.167	1000.0	1000.0	175000	444.05725	109.32829	583.06775	-32.149567	444.05737	109.32595	584.612	-63.98944	443.88095	108.49302	577.9784	-33.29969	4.3363657	4.676589	71.60521	-13.175247	-445.1868	7.1370797	7.311987	8.987116	1506.2525670528412
36	5793.1167	2343.47	7226.1123	1129.0531	7531.564	177.45047	7858.7427	7280.0425	1000.0	1000.0	180000	449.64865	111.20573	589.8023	-67.86546	449.64914	111.20337	589.0566	-68.38203	449.4467	110.36548	586.1981	-44.63444	4.387326	4.645371	71.89283	-14.782357	-450.7788	7.2277923	7.3431244	9.161479	1550.3788967132568
37	7322.051	76.575874	7407.7026	7226.131	7487.5596	655.2222	8038.9966	5618.636	1000.0	1000.0	185000	453.38544	114.58682	598.84094	-41.705883	453.38565	114.58276	596.0612	-53.33569	453.18762	113.76362	596.0898	-36.921078	4.421057	4.688088	58.290882	-11.785353	-454.5216	7.3786907	7.697858	9.20977	1595.06303524971
38	6547.5615	850.2776	7352.466	5433.1543	7651.5947	237.55235	8162.2676	7246.4688	1000.0	1000.0	190000	459.0717	116.06332	605.58575	-110.22179	459.07193	116.05859	605.3951	-123.57593	458.87216	115.24181	603.79047	-79.73868	4.5324516	4.7246757	64.482506	-11.418955	-460.2277	8.357164	8.679239	10.302962	1640.027442932129
39	7511.7983	286.13007	7871.8853	6995.8364	7845.0337	183.91266	8159.674	7475.96	1000.0	1000.0	195000	464.8312	117.249275	611.9956	-52.541058	464.83145	117.24541	612.9676	-58.897488	464.6326	116.415115	616.22656	-75.85931	4.5985513	4.730275	75.025955	-16.02544	-465.9892	8.140019	8.449204	9.797646	1684.1968264579773
40	7214.392	180.9859	7421.903	6880.3345	8420.636	198.7152	8785.217	8034.7686	1000.0	1000.0	200000	471.6555	117.67451	626.04987	-47.752377	471.65588	117.67187	627.71735	-42.97745	471.45993	116.83149	623.1413	-41.765293	4.653028	4.737145	51.917683	-11.619034	-472.8244	8.064021	8.327019	9.679757	1728.4591541290283
41	7524.698	138.18362	7706.116	7369.0513	8281.91	169.41121	8491.725	8003.2	1000.0	1000.0	205000	477.36185	118.331024	635.2937	-55.90615	477.36276	118.3262	632.3713	-52.919178	477.14984	117.48119	640.32184	-57.94031	4.6910715	4.7103295	59.207363	-12.570109	-478.51895	7.970872	8.18274	9.51107	1773.7180092334747
42	7649.7217	180.25899	7959.1724	7394.4575	7920.1367	177.4747	8175.2505	7537.028	1000.0	1000.0	210000	483.4168	118.019684	652.775	-36.876392	483.41663	118.01512	650.1123	-47.418205	483.16583	117.15799	644.2053	-28.38466	4.755511	4.7031684	47.042492	-13.438147	-484.5454	8.095264	8.304345	9.727923	1818.4624555110931
43	7299.8594	725.03467	8017.9263	5939.795	8267.436	142.30981	8545.6875	8094.401	1000.0	1000.0	215000	488.2046	119.08962	648.5872	-67.169785	488.20526	119.085434	652.3539	-76.18926	487.95453	118.22403	652.7971	-60.053703	4.8324356	4.7097144	63.86531	-12.409222	-489.34375	8.591726	8.767771	10.368382	1862.9317634105682
44	7795.3647	267.7956	8146.7896	7378.2603	8898.642	173.81355	9069.783	8598.074	1000.0	1000.0	220000	493.5102	119.72894	656.3746	-55.65847	493.51096	119.72353	653.6621	-62.370037	493.24295	118.86336	652.2975	-64.78727	4.919914	4.7074375	54.3002	-11.996352	-494.6705	8.733806	9.024203	10.408703	1907.444338798523
45	6449.44	3040.517	8203.969	373.97888	8090.9834	521.6148	8391.658	6553.609	1000.0	1000.0	225000	496.93347	123.33611	657.19934	-62.845062	496.93335	123.33296	659.619	-60.319008	496.65237	122.47934	654.6766	-61.438915	4.8803434	4.683754	53.570824	-11.221676	-498.0912	8.87534	9.142361	10.479236	1952.5093576908112
46	8056.0483	192.60481	8365.907	7769.106	8032.4854	2008.3235	8864.619	2018.9603	1000.0	1000.0	230000	502.14206	124.15874	666.532	-64.96746	502.14294	124.15365	666.75507	-42.58284	501.8527	123.284836	664.31146	-28.016844	4.996708	4.6794667	57.03587	-14.644215	-503.28665	8.78792	8.957934	10.374283	1997.0343058109283
47	8216.298	310.0195	8502.852	7698.05	8371.76	1532.7367	9339.465	4432.5493	1000.0	1000.0	235000	507.77222	125.04494	684.10406	-52.307495	507.7729	125.04074	682.7104	-25.486378	507.5116	124.16967	684.63385	-49.6206	5.098325	4.7112794	49.938683	-13.364183	-508.9559	8.888919	9.040214	10.569383	2041.963637828827
48	8377.728	260.1653	8623.976	7931.261	8815.061	1561.7827	9567.385	4149.4683	1000.0	1000.0	240000	513.3455	126.39016	690.89014	-57.11281	513.3458	126.38588	689.02814	-77.68317	513.0578	125.51232	689.0295	-39.655697	5.174923	4.735942	60.390686	-13.153631	-514.5202	9.258896	9.524398	10.998978	2087.2489337921143
49	7481.7188	2207.0938	8760.639	3073.6716	9029.053	86.88688	9165.439	8874.698	1000.0	1000.0	245000	517.62756	129.87369	701.9956	-121.50868	517.62885	129.86781	701.89185	-103.30289	517.3299	129.02205	700.4113	-145.42665	5.3403945	4.725239	62.764	-12.621789	-518.81445	9.858919	9.977335	11.302271	2132.332008600235
50	8488.033	137.65948	8660.123	8258.466	9014.612	180.29056	9273.859	8635.653	1000.0	1000.0	250000	523.5411	130.64462	708.57513	-118.14615	523.5419	130.63962	704.4976	-106.74156	523.2577	129.75887	701.78656	-151.60469	5.3858	4.7570047	62.252197	-13.307638	-524.749	10.204363	10.427915	11.698456	2176.7978756427765
51	7132.75	2548.711	8570.808	2040.7852	8719.338	156.66669	8920.871	8404.509	1000.0	1000.0	255000	529.19586	132.12581	719.4307	-283.43927	529.1972	132.11757	713.9377	-309.31314	528.8835	131.23502	709.74725	-282.95908	5.52307	4.7816978	59.46871	-14.151062	-530.4252	9.778822	10.218777	11.589814	2221.673379421234
52	8056.4844	474.5043	8751.294	7295.9966	9058.485	146.60922	9361.484	8847.919	1000.0	1000.0	260000	532.4685	136.33865	721.31934	-301.56693	532.4694	136.33322	719.88184	-300.87936	532.1674	135.48694	720.5982	-294.6412	5.5011964	4.7901554	69.917076	-13.895148	-533.7126	10.569109	10.775015	12.050769	2266.4880979061127
53	5677.9614	3558.4028	8754.316	444.61484	9042.47	107.79846	9224.719	8886.972	1000.0	1000.0	265000	535.50464	141.0651	722.1154	-187.20549	535.50507	141.061	721.0307	-172.6036	535.19806	140.21228	725.29224	-179.70877	5.543947	4.810284	84.07	-14.754477	-536.7291	10.127054	10.40798	11.684143	2312.2230076789856
54	6707.241	2150.8535	8757.482	3907.1218	8554.175	2263.9314	9416.218	1766.6292	1000.0	1000.0	270000	537.19086	146.94827	728.4848	-183.16626	537.19116	146.94557	727.27637	-188.91676	536.8634	146.12773	728.1401	-198.55637	5.525368	4.861706	74.31931	-13.475367	-538.4316	11.970589	12.400551	13.115254	2357.6647655963898
55	8478.767	224.46057	8694.635	8079.544	9112.62	162.1319	9264.108	8706.312	1000.0	1000.0	275000	540.9779	148.97163	732.6897	-160.3087	540.9778	148.9675	732.5112	-159.93785	540.6284	148.15143	736.7026	-163.81589	5.5886507	4.9104376	77.27983	-15.108492	-542.1946	11.627066	11.863624	12.855917	2403.235451936722
56	8608.61	312.8735	8999.276	8215.023	9396.624	94.39537	9575.889	9246.873	1000.0	1000.0	280000	545.4545	148.53218	734.524	-187.52495	545.45514	148.52934	738.7566	-200.8156	545.0735	147.69774	735.02637	-168.31152	5.7053876	4.881184	79.21425	-12.604076	-546.6511	12.171789	12.353962	13.880923	2449.473408937454
57	8678.727	285.59335	9091.625	8211.353	9439.364	162.70404	9701.66	9177.88	1000.0	1000.0	285000	549.09235	149.07628	739.6436	-169.96953	549.09265	149.07213	737.3107	-162.48955	548.70593	148.21606	737.2388	-202.11414	5.7211156	4.8631806	75.41409	-13.823658	-550.2912	12.66007	12.858228	14.150087	2494.630783557892
58	8657.014	384.8475	9219.497	8050.2007	9204.276	236.4054	9400.678	8564.963	1000.0	1000.0	290000	552.77527	148.97083	741.04895	-175.35721	552.77527	148.96788	744.2848	-181.57185	552.37	148.10272	740.7378	-178.14647	5.78046	4.893535	68.958916	-13.198491	-553.9748	13.127607	13.669509	14.3648405	2540.6229798793793
59	8984.794	226.12395	9374.226	8770.209	9354.124	115.63212	9559.05	9082.528	1000.0	1000.0	295000	557.42664	148.82727	746.6592	-169.70401	557.42676	148.82642	747.468	-179.47809	557.0286	147.95486	745.80426	-169.6159	5.789684	4.8600593	74.51961	-11.67697	-558.6324	12.077903	12.264807	13.589772	2585.9497430324554
60	8887.455	80.38392	9015.926	8785.244	9194.488	534.81537	9682.852	7666.9297	1000.0	1000.0	300000	562.4622	148.85872	750.0074	-154.35112	562.4619	148.8546	751.10425	-168.69157	562.085	147.97997	747.1044	-171.8988	5.88272	4.8734117	63.438732	-12.138182	-563.6722	11.795688	12.412208	13.193772	2631.5181679725647
61	8916.278	350.36688	9244.842	8250.672	9068.27	111.87708	9258.524	8897.66	1000.0	1000.0	305000	566.8924	150.31535	757.0125	-177.05295	566.89246	150.31293	758.31683	-151.07176	566.5155	149.42365	754.45123	-179.05579	5.8819985	4.8408437	68.21006	-12.398502	-568.0945	11.537612	11.781945	12.993291	2676.6487147808075
62	8830.011	224.85646	9125.795	8515.074	9460.423	214.02342	9758.39	9065.415	1000.0	1000.0	310000	571.4812	150.35841	765.7366	-126.85217	571.481	150.35814	764.6682	-129.01222	571.07294	149.45667	769.37384	-154.75949	5.9954257	4.853243	64.953606	-12.226326	-572.6917	12.298689	12.704369	13.57439	2721.9425780773163
63	9103.532	139.39589	9292.885	8929.724	9419.178	115.83021	9572.113	9229.467	1000.0	1000.0	315000	576.1914	150.26093	774.62537	-153.09776	576.19183	150.25697	775.9811	-139.23483	575.75055	149.36122	767.43536	-170.416	6.025992	4.867179	70.304306	-13.326331	-577.3977	13.307047	13.603224	14.500767	2768.2264223098755
64	9008.178	201.78966	9204.172	8639.811	9842.701	156.4392	10133.542	9600.377	1000.0	1000.0	320000	580.3784	150.60445	778.57733	-158.51453	580.3792	150.5995	775.667	-149.51952	579.9436	149.6978	772.30316	-172.5764	6.080148	4.836914	58.595596	-13.862461	-581.5553	12.346911	12.5384035	13.154092	2814.589100122452
65	8979.352	196.21587	9307.246	8706.017	9192.305	821.1293	9563.221	6741.95	1000.0	1000.0	325000	584.8599	150.67442	776.1853	-159.27065	584.86005	150.67062	778.86053	-167.633	584.4256	149.75195	779.9609	-172.42805	6.116745	4.836054	60.395985	-12.21529	-586.0559	12.182607	12.361762	13.492164	2860.3533363342285
66	9147.783	125.809586	9304.055	8918.108	8459.328	2449.478	9997.373	3047.447	1000.0	1000.0	330000	589.13165	150.45497	796.46967	-141.88231	589.1315	150.45392	793.1131	-107.15795	588.6776	149.546	787.7351	-138.422	6.1670794	4.8513374	64.71102	-12.643995	-590.2936	12.272268	12.639931	13.3168	2905.6956975460052
67	9157.01	155.55197	9426.696	8977.25	9585.922	173.24083	9947.837	9315.716	1000.0	1000.0	335000	592.42694	151.53207	792.9829	-202.84572	592.4274	151.52618	791.9718	-201.35591	591.96344	150.58713	791.7342	-226.73747	6.3036575	4.9036036	57.79411	-16.812115	-593.6304	13.3881	13.565241	14.690986	2952.7156505584717
68	8945.808	264.50912	9372.313	8685.721	9249.727	150.0291	9478.067	9066.898	1000.0	1000.0	340000	596.2683	151.72029	795.253	-196.72441	596.26874	151.71689	795.93024	-208.47002	595.795	150.80296	793.93115	-213.07982	6.2167716	4.8513985	71.002174	-11.644106	-597.4574	12.928612	13.28476	14.203828	2998.7604367733
69	9184.864	225.49115	9477.544	8782.389	9925.497	198.11446	10178.387	9617.1	1000.0	1000.0	345000	600.4163	150.89485	798.9639	-156.2314	600.4163	150.8896	799.4592	-139.96844	599.92786	149.94098	802.0567	-122.18578	6.26078	4.826267	57.008343	-12.192858	-601.5878	12.392463	12.920448	13.7488785	3045.2885115146637
70	9229.449	126.27329	9427.708	9109.731	9424.506	77.87823	9529.103	9286.265	1000.0	1000.0	350000	603.8367	151.40602	801.9996	-199.0748	603.8374	151.4009	802.23254	-204.16872	603.3213	150.46724	799.3709	-233.58606	6.255441	4.824482	64.25018	-14.040199	-604.9759	12.204631	12.41323	13.462675	3091.7282087802887
71	7901.0166	3330.776	9845.655	1254.6826	9738.524	89.64684	9865.406	9565.363	1000.0	1000.0	355000	606.3569	153.1331	802.5277	-160.0341	606.35693	153.12996	806.17487	-118.25075	605.88025	152.17532	798.7062	-133.82257	6.2916713	4.8531237	65.41061	-12.796654	-607.5174	12.267872	12.63503	13.862231	3137.9320108890533
72	8967.242	395.5404	9532.012	8518.576	9837.4	70.78412	9970.255	9747.644	1000.0	1000.0	360000	609.2495	154.0948	806.60614	-205.0871	609.24963	154.09323	806.70184	-236.164	608.72906	153.13527	803.87305	-217.82065	6.3610997	4.8805475	81.86362	-11.5604925	-610.3906	12.866793	13.25441	14.231176	3184.080040216446
73	9143.802	176.91473	9312.048	8921.815	9687.578	182.08081	10010.515	9342.567	1000.0	1000.0	365000	612.1941	154.17502	813.2976	-184.69658	612.19415	154.17409	806.63367	-156.06448	611.6567	153.23349	807.62115	-178.31824	6.341426	4.8566575	74.214584	-13.495674	-613.31635	13.413412	13.486409	14.614136	3229.744346857071
74	9322.99	249.0999	9682.154	8973.714	9602.873	121.294525	9758.849	9368.119	1000.0	1000.0	370000	614.75366	154.15108	810.973	-209.05637	614.7537	154.14597	812.22736	-196.8758	614.19	153.16617	809.62885	-174.8485	6.2958126	4.865558	74.32875	-11.525604	-615.8662	13.339497	13.758427	14.321875	3275.2611272335052
75	9363.6045	189.26323	9552.118	9007.715	9716.918	194.76048	10097.511	9432.286	1000.0	1000.0	375000	616.71185	153.97922	814.9662	-177.0488	616.7122	153.97588	819.11444	-204.27814	616.1335	153.00612	810.4989	-245.47676	6.3843846	4.8691716	58.75326	-13.312729	-617.82745	14.121035	14.401291	14.9562	3322.010931491852
76	9193.67	290.1807	9703.27	8870.832	8267.162	1978.2141	9113.19	2356.5452	1000.0	1000.0	380000	620.2777	153.20915	818.29504	-151.76875	620.2785	153.2064	818.2296	-243.65001	619.7035	152.23793	812.73285	-176.39339	6.4055786	4.8494925	67.64242	-13.247161	-621.365	13.1988125	13.362484	14.353266	3369.1087255477905
77	9182.622	286.56647	9550.25	8719.191	10205.653	161.51332	10429.396	9795.231	1000.0	1000.0	385000	622.7738	153.93251	817.63513	-165.36778	622.7739	153.92879	816.7705	-174.10086	622.19135	152.95627	818.7155	-167.47023	6.4380646	4.8815045	72.771736	-12.957686	-623.8532	13.686337	13.902817	14.459271	3416.2787187099457
78	9319.087	537.7112	9876.125	8371.833	9678.866	1572.0914	10393.953	4973.667	1000.0	1000.0	390000	626.22485	154.40652	822.611	-206.7798	626.2253	154.40327	826.89026	-198.04077	625.62305	153.44228	820.4132	-216.20203	6.4735837	4.87641	82.06591	-12.690184	-627.28796	13.410837	13.66152	14.567444	3463.6672949790955
