Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ1	LossQ2	LossV	Time
1	-272.25333	78.21424	-154.42657	-343.10812	-362.54462	41.01447	-298.76663	-437.27563	1000.0	1000.0	5000	6.0617156	5.3171797	26.228523	-4.2441244	6.0619545	5.3179197	26.18342	-4.228912	7.0660233	5.5036025	28.473303	-11.18618	-1.7411368	2.933039	86.91825	-12.288349	-7.3628507	0.11130432	0.1078697	0.2704546	38.337241888046265
2	-266.191	57.867893	-159.291	-323.61603	-241.56673	80.10523	-183.05716	-471.64047	1000.0	1000.0	10000	29.34935	9.01479	61.384315	-2.0716522	29.349264	9.01481	60.289062	-1.7391443	31.033833	9.046179	62.96336	-0.16054225	0.94346434	3.350154	24.60595	-14.614497	-31.811562	0.32535893	0.32279712	0.6827211	78.02684020996094
3	306.08466	545.4074	964.5615	-337.23508	1536.2538	29.664648	1590.5812	1496.0918	1000.0	1000.0	15000	46.98674	8.459202	78.96423	22.393764	46.98644	8.460178	78.82357	23.206787	47.828842	8.435797	78.398544	23.365606	-0.8450565	2.9128575	25.539566	-13.183138	-48.580975	0.43307114	0.43491802	0.86218846	120.17784428596497
4	1068.1907	501.32034	1673.8326	289.11176	2298.5874	161.3257	2463.0762	1935.3472	1000.0	1000.0	20000	53.399548	15.998455	103.30471	18.005604	53.399258	15.999149	104.85032	18.921982	54.06089	15.86783	104.204315	21.192345	-1.2122095	2.6049972	23.001425	-15.868767	-54.770374	0.49652803	0.5004803	0.90229064	162.15881514549255
5	2161.0103	231.04654	2384.862	1836.6937	3048.2969	58.85849	3145.1572	2950.2632	1000.0	1000.0	25000	67.548485	25.37827	143.30212	18.157946	67.54807	25.379564	142.57082	17.922586	68.23234	25.116308	140.15921	19.659365	-0.37982225	3.049	24.560837	-15.415308	-69.04309	0.8125334	0.7903903	1.3274435	204.62526726722717
6	2647.9126	777.679	3457.0356	1233.868	3630.441	43.73323	3713.2239	3541.2166	1000.0	1000.0	30000	87.99121	35.043343	173.752	15.759399	87.99115	35.0446	172.19963	15.528778	88.69229	34.67965	171.79161	17.705908	0.4070251	3.4649246	27.897402	-15.011174	-89.61676	1.1346205	1.104099	1.7978332	247.19214630126953
7	3539.823	135.85397	3710.9172	3317.3203	4194.159	95.9596	4309.779	3946.7507	1000.0	1000.0	35000	113.83227	45.788834	208.84645	11.307611	113.83208	45.79027	207.39671	11.917953	114.505554	45.312866	207.42575	14.298443	1.0621309	3.709373	36.403664	-13.851805	-115.55386	1.3959343	1.3630213	2.2581031	289.5994555950165
8	3767.3398	117.20071	3941.564	3637.5066	4448.9697	81.25031	4544.4517	4293.581	1000.0	1000.0	40000	141.37262	55.17625	239.50006	7.351076	141.37227	55.177452	239.55453	9.2634325	141.99124	54.60409	240.8995	9.545344	1.6517601	3.893949	32.39514	-15.088831	-143.14027	1.7494572	1.6808296	2.7444737	332.4594073295593
9	4178.0493	93.03287	4327.255	4052.1274	4475.833	93.10232	4582.361	4307.06	1000.0	1000.0	45000	168.1062	62.814587	271.8951	4.388435	168.10582	62.816715	270.91452	5.158307	168.66727	62.194397	271.72818	4.781373	1.9856004	3.975433	34.488926	-13.765049	-169.85294	1.9921873	1.9785801	3.0991533	375.7713830471039
10	4205.0327	192.70065	4389.7314	3862.6758	4671.788	75.54554	4777.779	4548.004	1000.0	1000.0	50000	193.48772	69.22978	298.10583	1.7844759	193.48677	69.23182	298.79138	3.594716	193.99338	68.56421	297.41748	3.8294575	2.2409766	4.0398297	37.00174	-16.796122	-195.20317	2.1603155	2.1556678	3.3306112	417.643438577652
11	4482.657	123.19396	4670.3833	4340.422	4886.4204	93.80763	5024.792	4717.4893	1000.0	1000.0	55000	215.90811	73.87895	322.35754	0.45582104	215.9081	73.88065	321.05762	0.13541448	216.32231	73.1757	321.56476	3.080807	2.384444	4.130963	36.28148	-14.156386	-217.52707	2.3721077	2.3219795	3.6445718	459.70104026794434
12	4488.8447	120.977554	4629.9985	4338.8594	4773.6787	35.502724	4855.564	4723.5435	1000.0	1000.0	60000	236.0789	77.02651	338.49805	-1.9006478	236.07819	77.028244	339.3185	-1.6603087	236.40321	76.28974	338.2946	0.2911526	2.5167344	4.178991	40.454464	-13.987074	-237.60512	2.591845	2.5717254	3.897664	501.8470811843872
