Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-56.429817	99.84499	39.174408	-347.6884	-63.60564	32.95479	-29.802315	-118.89205	184.18518	23.2	5000	15.971225	17.937246	104.23612	-12.481716	-19.279999	1.0475855	45.664538860321045
2	-61.110138	102.36342	6.642505	-343.94223	-252.5393	314.8008	-33.79789	-1167.0331	200.80952	87.1	10000	232.17351	128.07455	629.83734	-134.51768	-258.1941	70.10703	86.19850516319275
3	-632.3346	1033.4286	-20.99093	-2698.2498	-1269.9581	1383.046	-28.097202	-2993.9019	270.0	430.1	15000	944.3969	234.87498	1472.4098	-1024.6437	-988.935	787.19507	144.05138969421387
4	-328.81354	681.75616	-19.122683	-2732.828	-75.74998	31.861242	-32.708447	-132.45935	119.65909	25.4	20000	1363.7205	112.573265	1664.62	-1435.1656	-1387.8762	1677.2351	195.78377413749695
5	-310.82397	683.05145	-19.345922	-2699.4504	-408.21585	852.47394	-26.09933	-2942.7166	117.925	137.4	25000	1327.1547	124.1339	1619.0812	-649.8287	-1344.8708	1911.9658	243.87140583992004
6	-244.9401	612.1951	-16.566162	-2727.986	-661.18567	1156.3699	-32.343273	-2993.42	91.13461	224.3	30000	1209.2506	139.62961	1498.6346	-628.617	-1223.3528	1842.4486	294.2601294517517
7	-455.98187	904.3072	-25.88834	-2771.6704	-970.8971	1294.4326	-46.327625	-2980.0403	170.06061	329.1	35000	1044.4806	139.1716	1322.9113	-591.22144	-1055.5892	1188.3379	352.91507601737976
8	-493.90292	881.5766	-28.15623	-2719.2188	-1263.1312	1398.3672	-50.73121	-3000.125	184.58333	422.3	40000	878.3723	116.79014	1102.6918	-532.50037	-887.2211	775.24585	402.4934003353119
9	-716.6047	1101.2379	-37.88532	-2723.878	-99.22065	69.102264	-22.411942	-253.75047	268.1905	36.8	45000	712.0846	101.58372	942.05743	-432.68338	-718.48346	494.8332	457.6580581665039
10	-259.95956	589.8043	-20.504616	-2721.687	-191.21385	260.9319	-75.66671	-972.26624	100.34884	64.1	50000	558.47455	77.47353	719.8656	-584.1546	-563.09454	335.33087	501.53390622138977
