Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	-23.734015	54.645237	44.04216	-324.20685	-548.93176	763.06494	3.1332073	-1930.7295	113.181816	301.6	5000	1.6820911	3.2048805	27.00568	-8.516526	1.682152	3.205429	26.81804	-8.67935	-3.0207756	0.42862102	40.505443811416626
2	-50.962955	75.1149	11.464408	-329.71286	-43.60566	25.549261	-15.229883	-113.73206	134.97298	19.1	10000	13.80182	7.9604144	57.809742	-11.216655	13.800477	7.962256	57.678726	-9.467019	-18.273258	2.6629474	76.31548929214478
3	-115.79161	341.2819	77.62502	-2034.0785	168.15463	89.817825	288.46182	-18.232592	99.04348	717.7	15000	23.858662	7.1876683	63.33206	-24.62369	23.859589	7.1948743	60.271313	-21.321215	-26.983152	6.3980765	123.5346155166626
4	109.413506	84.10895	259.19263	5.4084144	193.8996	190.58658	542.2333	6.1024623	641.4286	408.2	20000	21.28058	8.889978	58.561607	-26.270767	21.279816	8.893657	57.90938	-22.488937	-24.051863	3.8696218	165.84500551223755
5	128.61194	159.77423	443.61844	-7.8832664	200.40704	187.38002	568.81177	-41.00602	328.94116	394.0	25000	19.91088	9.634827	56.155464	-25.03355	19.910217	9.637213	57.42304	-22.757141	-22.378302	3.3411164	214.32055854797363
6	209.90479	201.50146	582.3235	12.653945	247.89487	247.95642	623.9562	-28.636658	477.63635	478.3	30000	19.787611	9.235486	54.31402	-26.068266	19.787401	9.237524	53.135315	-25.893316	-21.903183	3.285769	261.5559380054474
7	115.27388	169.70229	604.8358	-51.001606	249.3671	250.57378	640.3186	-6.475045	303.0625	496.4	35000	19.933071	8.525786	53.569847	-29.248125	19.932547	8.529441	52.69223	-27.854643	-21.918583	3.2095644	306.1634202003479
8	184.38367	199.27243	536.2329	2.1083505	366.65076	253.10239	723.3936	52.599293	468.9091	565.2	40000	20.2743	8.048744	52.288223	-27.570688	20.274052	8.052011	52.84871	-25.71886	-22.174238	3.3279886	354.37351751327515
9	251.22995	198.43236	595.7607	44.048214	191.74667	160.0764	474.76654	28.656534	490.55554	295.7	45000	20.9654	7.8452334	51.863373	-24.832129	20.964428	7.8489604	51.757305	-23.797232	-22.789938	3.3825443	393.57189559936523
10	304.65088	251.7397	713.0828	20.841637	248.46037	273.23618	784.78564	16.085068	494.9	405.7	50000	21.688648	7.5877295	51.86583	-24.932858	21.688263	7.5912685	50.310104	-22.563602	-23.477318	3.3478892	438.15949726104736
11	244.28957	208.41101	717.9806	22.615086	395.36823	250.79279	855.8196	18.674864	435.66666	561.2	55000	22.412054	7.294435	50.781567	-26.700527	22.411888	7.297555	49.24004	-25.366156	-24.085014	3.1504774	488.2185859680176
12	330.70178	207.777	751.42664	45.50883	614.15753	322.7114	931.2568	51.96218	443.16666	699.2	60000	23.588327	7.3391666	50.957672	-22.225782	23.588093	7.340837	50.60214	-23.010878	-25.16958	3.3107693	540.2447710037231
13	441.3693	252.08119	794.73474	182.93489	464.56342	329.13455	896.9013	53.76707	549.75	530.9	65000	24.89059	7.5237603	51.215298	-24.719416	24.890387	7.5236926	51.15987	-26.26941	-26.413637	3.3291764	583.6188275814056
14	354.9702	226.55388	752.10175	89.338455	498.90118	296.51126	978.05554	80.883224	428.53845	478.9	70000	26.30311	7.955677	55.15916	-22.703838	26.30288	7.957509	54.203156	-22.522585	-27.812666	3.5037324	634.2206263542175
15	426.22626	358.9599	932.49115	38.540195	458.13843	328.84268	924.7971	22.62418	510.5	536.9	75000	27.959026	8.485117	57.282986	-26.09456	27.95905	8.482899	57.51268	-24.402628	-29.478388	3.772859	682.3018255233765
16	379.6837	295.47446	774.39276	23.83816	607.5646	417.4246	1198.3396	31.63834	414.25	557.4	80000	29.68521	8.95792	58.190624	-23.508463	29.685076	8.957763	58.756508	-22.714748	-31.234886	4.1541033	730.517086982727
17	410.13196	270.66406	781.2253	41.483276	497.14682	346.47635	926.2161	17.113031	491.0	526.6	85000	31.140493	9.342464	62.006546	-20.941109	31.140247	9.344301	60.34936	-22.53687	-32.701153	4.3533554	774.4079377651215
18	461.12784	401.7369	1099.1105	3.2935133	611.8851	321.17987	1088.73	34.067173	510.81818	735.3	90000	32.621166	9.816448	65.438034	-22.519833	32.621117	9.816884	67.79808	-20.364553	-34.12075	4.477213	829.6731550693512
19	646.4952	268.20032	990.6183	277.58807	651.23834	323.16476	1029.6316	100.817184	747.1667	657.2	95000	34.163902	10.191037	67.32739	-30.903019	34.16341	10.192694	66.23083	-18.909126	-35.674507	4.5912867	878.7925004959106
