Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-281.6281	56.75597	-211.20638	-369.32404	-298.5075	115.45888	-116.02129	-524.3904	1000.0	1000.0	5000	12.067326	11.60646	55.552998	-4.9257736	-14.049614	0.5494163	46.27586364746094
2	-347.66318	60.63256	-234.00313	-409.88608	-670.93134	292.39398	-520.10095	-1527.518	1000.0	1000.0	10000	114.1955	61.62499	293.16415	20.572287	-124.48128	8.408171	92.72855591773987
3	-647.871	325.04962	-408.95392	-1285.6831	-808.0973	83.86496	-603.6638	-899.2094	1000.0	1000.0	15000	312.13193	25.513584	384.26105	201.45158	-319.36176	13.608772	140.9043951034546
4	-652.801	255.46335	-379.7146	-1084.0431	-566.41846	38.67171	-474.45096	-599.53894	1000.0	1000.0	20000	372.85992	40.598965	742.39667	295.2335	-378.5713	12.46374	188.44310665130615
5	-532.9018	249.77655	-161.38083	-814.704	-158.24113	114.55372	-73.4628	-471.83008	1000.0	1000.0	25000	369.5127	67.09327	734.4076	270.91998	-372.14444	8.886855	235.8056824207306
6	-377.24475	200.99251	-116.97101	-682.5999	-305.83423	128.22969	-147.34055	-651.3244	1000.0	1000.0	30000	314.39536	61.892963	622.0825	221.63202	-315.799	7.610522	284.4049611091614
7	-351.535	85.20494	-191.74425	-445.60114	-197.38925	94.08062	-54.377537	-354.26117	1000.0	1000.0	35000	255.34497	53.057014	541.82916	179.59741	-256.20294	5.6315365	332.9579019546509
8	274.16324	426.77332	949.65686	-189.14862	825.416	237.45795	1019.3579	140.36919	1000.0	1000.0	40000	210.90605	46.574627	506.5745	146.61595	-211.92497	4.409827	381.72309827804565
9	1100.2136	180.5764	1384.1422	826.9266	1768.542	83.262634	1907.7421	1665.8479	1000.0	1000.0	45000	185.66568	46.237053	502.25012	120.48339	-186.86874	5.0538425	429.45800018310547
10	1411.5533	327.8952	1899.4841	1070.1964	741.4294	316.89233	1073.2874	-98.95869	1000.0	1000.0	50000	172.67226	48.270306	487.3443	100.534775	-173.97334	6.431914	477.31102228164673
11	1399.5293	318.10074	1827.2926	985.0432	1629.6779	99.36771	1762.4523	1419.2902	1000.0	1000.0	55000	167.95912	52.714687	494.31586	88.024315	-169.29965	6.730252	524.8020417690277
12	1516.6166	268.5406	1862.598	1107.8488	1238.7291	60.94949	1356.9076	1126.8219	1000.0	1000.0	60000	166.83763	58.19878	581.1914	74.9387	-168.15942	7.1869483	573.1996142864227
13	1662.0808	289.24365	2080.2854	1343.9287	2012.8584	136.12471	2260.531	1836.1641	1000.0	1000.0	65000	168.77104	66.67115	726.893	67.89265	-170.20145	8.903835	620.5409021377563
14	2067.9126	228.08035	2335.7456	1696.6671	2491.085	105.94676	2656.8262	2289.3936	1000.0	1000.0	70000	181.40724	74.65082	914.9615	74.57782	-183.30208	11.611774	668.8684279918671
15	2394.732	157.54623	2657.1323	2187.5593	2530.6667	94.380394	2684.2292	2371.7014	1000.0	1000.0	75000	199.14485	88.73644	1160.0549	104.707886	-201.2695	13.074146	716.2221446037292
16	2240.2317	86.14673	2362.133	2091.9373	2144.6033	227.16295	2351.4998	1545.2085	1000.0	1000.0	80000	218.8363	112.71535	1548.1338	134.25452	-220.93214	16.899206	764.0220060348511
17	1930.8323	621.93787	2698.7427	794.8448	-278.34186	104.69426	-112.864365	-440.73694	1000.0	1000.0	85000	235.16884	139.16856	1853.6808	144.74304	-237.24805	24.086632	812.8776733875275
18	1297.0067	1128.9772	2434.0432	-310.1725	852.45966	835.41943	2160.5256	-309.9594	1000.0	1000.0	90000	248.44017	145.48956	1769.9108	143.25656	-250.01663	27.64832	860.5927886962891
19	1431.8368	616.6591	2302.2124	720.45435	203.85869	547.22144	1457.6969	-336.147	1000.0	1000.0	95000	258.8088	152.4245	2258.7031	149.92982	-260.36472	26.14099	908.5193173885345
20	376.7446	658.4032	1684.4255	-92.01296	725.99414	774.6202	2134.4026	-354.12314	1000.0	1000.0	100000	276.33356	175.91048	2146.4683	120.65221	-277.99023	32.490555	957.2203547954559
21	538.92737	684.11865	1571.477	-287.66098	-359.39252	134.55057	-170.0301	-571.8773	1000.0	1000.0	105000	293.48376	194.60036	1841.9182	144.07422	-295.29636	31.439726	1006.159658908844
