Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	-244.33447	92.61561	-149.91476	-387.79904	-572.486	3.907794	-563.9257	-577.18945	1000.0	1000.0	5000	3.135116	2.99748	19.689596	-7.460427	3.1351306	2.99727	19.62389	-7.288345	-4.242584	0.359427	46.63537335395813
2	-275.9653	39.079456	-210.48172	-321.3643	-579.4708	72.70564	-429.27805	-713.0472	1000.0	1000.0	10000	13.86521	7.8163776	47.478252	-17.776743	13.865544	7.81534	48.123497	-16.672901	-16.652138	2.0409343	91.69898509979248
3	-35.100433	422.61826	475.8608	-547.6465	117.883766	418.56857	672.416	-519.11145	1000.0	1000.0	15000	26.287292	17.593103	74.31919	-12.293988	26.286942	17.592815	74.32677	-11.710248	-28.553719	3.4845734	137.42065453529358
4	471.0262	601.36865	1192.4778	-465.0328	1415.9901	755.9815	1881.4877	-818.99786	1000.0	1000.0	20000	31.868942	24.342373	97.56729	-15.476766	31.868689	24.341455	97.27266	-15.89186	-33.488705	4.553619	182.1322147846222
5	1581.3922	231.90248	1929.2833	1221.7887	1423.2123	1076.9059	2623.0518	-902.01324	1000.0	1000.0	25000	42.620617	28.967867	107.87278	-18.677002	42.620434	28.967403	109.29033	-18.106318	-44.532993	5.262748	226.9643669128418
6	2202.3032	772.40356	2989.5427	785.86304	3519.6562	144.75891	3694.8008	3302.7253	1000.0	1000.0	30000	55.14125	36.06099	139.71878	-20.675953	55.140587	36.061115	138.71358	-20.447552	-57.05779	6.7646017	273.55853819847107
7	3500.0696	46.68076	3559.8796	3420.0007	3433.3325	874.8221	3908.885	830.80774	1000.0	1000.0	35000	74.98042	47.15721	173.43504	-25.21796	74.98008	47.15688	171.74017	-27.323593	-77.085625	8.59757	319.2682809829712
8	3643.3215	198.03734	3878.3606	3431.9004	3904.2095	89.94971	3997.3066	3705.0674	1000.0	1000.0	40000	98.566765	55.797565	203.90402	-26.230946	98.56676	55.79661	203.31259	-26.701084	-100.87966	11.229005	365.18621468544006
9	3862.007	110.02012	4046.1611	3748.2412	3971.1465	645.5181	4255.3916	2039.8015	1000.0	1000.0	45000	122.78075	61.604343	226.45274	-22.474674	122.780815	61.603245	227.9225	-28.30455	-125.210175	13.386809	410.836537361145
10	4085.2812	109.98821	4179.6553	3877.0698	4414.666	77.02747	4532.526	4286.851	1000.0	1000.0	50000	145.97557	66.067	249.01833	-21.911823	145.97621	66.06546	246.99193	-18.637379	-148.36536	14.703216	455.5802230834961
11	3546.1934	1278.8348	4509.7554	1145.9829	3784.7544	1651.7574	4675.816	-32.588917	1000.0	1000.0	55000	166.24083	71.09082	290.89288	-14.226973	166.2413	71.08961	284.8417	-15.74213	-168.6112	16.33783	500.3047225475311
12	4506.403	133.9289	4658.742	4280.178	4315.493	690.4203	4852.697	2681.2954	1000.0	1000.0	60000	183.53882	78.585365	306.46002	-27.43182	183.53818	78.58448	305.54718	-31.475298	-185.82585	18.949844	545.5651302337646
