Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	KL	BacktrackIters	Time
0	-434.267	83.57945	-342.4972	-517.8155	1000.0	0.026824892	0.43158874	1.4689682	-1.8592522	4000	-8.7410214e-08	1756.3081	-0.05798079	-655.0636	0.00875753	0.0	5.807662487030029
1	-471.23395	59.077614	-400.72034	-536.79584	1000.0	-8.3321295	4.6046405	5.508399	-14.625369	8000	1.2016297e-07	1548.4863	-0.057872843	-717.8487	0.008787581	0.0	10.380221128463745
2	-508.0265	36.16812	-472.16327	-566.38904	1000.0	-21.346281	1.8703313	7.23023	-22.260136	12000	1.5556813e-08	870.7673	-0.05719571	-284.51105	0.008856645	0.0	15.011518478393555
3	-412.96155	39.21006	-366.49915	-464.88953	1000.0	-27.729198	0.6782826	-17.99846	-28.211084	16000	-2.5272369e-08	579.4729	-0.056400795	-55.3136	0.008703512	0.0	19.56352996826172
4	-387.0895	42.75448	-349.7496	-455.78598	1000.0	-30.485136	2.0742145	0.1751061	-31.066345	20000	-1.45435335e-08	366.90262	-0.057686448	-17.937012	0.008758266	0.0	24.444969415664673
5	-428.95154	59.555103	-334.4199	-493.21786	1000.0	-20.469372	22.663055	32.07531	-32.58122	24000	3.3378602e-09	1261.5059	-0.057669055	-913.99835	0.008813839	0.0	29.152822732925415
6	-423.11166	69.21262	-323.28265	-518.4383	1000.0	-32.667824	3.1881728	28.6248	-33.75109	28000	-2.3841857e-09	534.3309	-0.05861606	-25.626282	0.008797014	0.0	34.41334867477417
7	-414.77502	78.63366	-292.11392	-507.34207	1000.0	-34.159367	3.1484234	6.462054	-35.311413	32000	-1.1920929e-09	366.42462	-0.060033105	-13.385162	0.008931747	0.0	39.61452913284302
8	-374.22974	90.30783	-257.1286	-506.27814	1000.0	-35.02725	3.227371	6.6360474	-36.56503	36000	8.34465e-09	264.4543	-0.058982898	-22.136185	0.008813806	0.0	44.84706497192383
9	-392.44785	104.12663	-232.26584	-507.7711	1000.0	-33.38198	5.652639	20.520844	-36.83139	40000	3.4570693e-08	400.2643	-0.05879228	-34.251404	0.0088562565	0.0	49.879865646362305
10	-363.38538	121.31217	-225.29613	-499.64926	1000.0	-30.84241	8.219672	13.82176	-38.03615	44000	8.5830685e-09	413.98337	-0.056995787	-30.136932	0.008847382	0.0	55.42334342002869
11	-394.47	124.5007	-251.9186	-526.1302	1000.0	-31.371777	7.5580516	6.4599314	-38.595184	48000	-7.629395e-09	357.13297	-0.059310973	-32.864502	0.008791208	0.0	60.61391806602478
12	-319.80255	73.66088	-238.64845	-411.5982	1000.0	-32.65885	7.7148876	2.452211	-39.7411	52000	-2.6941299e-08	340.8659	-0.05737974	-44.63629	0.00878248	0.0	65.65435314178467
13	-390.00793	128.21948	-185.00099	-516.5396	1000.0	-30.62011	8.088618	-0.169929	-39.479015	56000	-1.1444092e-08	459.50214	-0.05396641	-42.090332	0.008806149	0.0	70.6098062992096
14	-389.839	75.455536	-264.7118	-465.95538	1000.0	-35.411583	7.72281	13.342214	-40.672005	60000	1.704693e-08	260.8296	-0.06162351	-46.0244	0.008773716	0.0	75.41164660453796
15	-387.08426	53.418015	-325.3063	-470.97632	1000.0	-35.46069	8.923776	2.3438947	-42.03283	64000	2.157688e-08	215.02936	-0.060411476	-21.94954	0.008918965	0.0	80.28908920288086
16	-402.2135	49.90879	-346.4769	-460.96945	1000.0	-35.26409	9.64085	15.226746	-43.165524	68000	-1.4305114e-08	217.93831	-0.059426583	-46.71721	0.008738809	0.0	85.10588192939758
17	-421.64282	105.0036	-243.20987	-504.3378	1000.0	-38.772945	5.785471	2.0939133	-42.340443	72000	-3.0636787e-08	235.93884	-0.063871354	-35.202133	0.008909673	0.0	89.97076344490051
18	-338.2216	79.09093	-230.8901	-444.66745	1000.0	-31.598877	9.792137	7.399936	-43.324463	76000	2.1457671e-09	342.38113	-0.05731723	-41.393524	0.008752067	0.0	94.68604016304016
19	-392.37228	78.26173	-280.5376	-466.3392	1000.0	-32.45421	8.957792	7.6991568	-43.17908	80000	-3.027916e-08	539.5496	-0.05902913	-162.94281	0.008719792	0.0	99.13990616798401
20	-375.3558	41.489357	-316.9663	-425.25693	1000.0	-37.153908	5.1238437	-1.1530313	-43.46515	84000	-1.4781952e-08	210.39473	-0.061028924	-44.144104	0.00883264	0.0	104.07472705841064
