Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	-48.422363	81.89843	6.926353	-380.27347	-287.98236	504.5281	-18.875881	-1623.1985	124.02941	163.5	5000	0.31652206	2.5420513	20.375301	-9.944788	0.31651503	2.5424445	20.558527	-9.686846	-1.5290427	0.34751678	33.72944116592407
2	-63.91905	99.84852	57.423504	-432.28256	-315.93304	738.18756	-19.540264	-2524.156	175.06061	124.5	10000	11.069642	7.7268457	48.935184	-11.535757	11.071337	7.724562	47.798004	-12.617831	-14.782769	2.1232128	77.30543375015259
3	-282.47647	559.05835	20.138733	-2382.9158	135.56369	109.20867	311.8614	5.809749	195.5238	542.3	15000	21.274145	6.6878347	54.707386	-14.215096	21.275772	6.6915383	52.474857	-10.454873	-24.001963	4.7176256	118.82501912117004
4	74.072685	82.335846	267.60132	-14.225579	41.74643	46.49178	135.92801	-26.174261	381.0	123.7	20000	19.867193	8.340586	58.96906	-19.412039	19.867296	8.345796	57.180393	-11.782977	-22.373339	3.4689598	160.37180638313293
5	123.24565	112.508156	347.95667	-30.005428	57.257404	66.837265	236.12292	-0.48624638	488.18182	137.1	25000	18.807428	8.975021	57.055195	-16.336287	18.80705	8.977758	56.17879	-25.510561	-21.098036	3.365105	204.56132984161377
6	235.15561	217.14308	552.26294	-4.05642	164.67422	214.86946	604.1162	-0.3440347	543.1	388.0	30000	18.213915	8.784634	56.947536	-13.077541	18.213953	8.786602	55.25739	-15.081165	-20.34642	3.0823822	251.80729460716248
7	157.0956	216.79193	683.61285	-1.8139954	285.59308	243.94293	638.4633	0.29535574	318.86667	515.7	35000	18.278996	8.155681	53.672962	-13.16535	18.279451	8.156392	53.130596	-12.825729	-20.172758	2.8907592	298.3972861766815
8	270.73816	238.0809	653.9134	5.8476696	276.5401	274.6344	811.04456	7.8475285	531.2	443.6	40000	18.600248	7.4533777	54.330727	-16.549143	18.600447	7.4524717	58.206528	-16.543667	-20.378971	2.8926535	346.3153192996979
9	324.01303	219.94182	620.4883	72.6707	426.55875	300.57135	769.34265	10.129668	559.0	634.2	45000	19.585434	6.9606433	55.479977	-13.826989	19.585667	6.9619417	57.046303	-14.068278	-21.2713	2.9383385	395.5918278694153
10	198.07887	252.22707	745.2114	-15.298639	397.79852	277.96503	800.0158	48.261898	333.46155	574.4	50000	20.485674	6.633521	57.212147	-15.127786	20.485788	6.6344905	54.974224	-12.926529	-22.112928	2.9383137	439.66052317619324
