Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	-262.3261	86.29512	-159.01047	-407.83212	-436.91885	5.159545	-429.42343	-445.78683	1000.0	1000.0	5000	-0.801217	2.2764757	11.772949	-8.529987	-0.8011202	2.2767239	12.238828	-8.781232	0.43859443	0.33150664	39.8183958530426
2	-294.28226	41.473858	-227.09752	-337.7077	-536.7542	41.456547	-471.11786	-631.7829	1000.0	1000.0	10000	4.75548	6.4019713	34.790413	-8.648362	4.7551546	6.402465	34.852898	-8.907145	-6.764576	1.109502	78.49609184265137
3	-508.00806	41.733063	-450.1204	-552.9757	-2382.4585	12.0583725	-2364.5608	-2402.863	1000.0	1000.0	15000	15.821268	11.409913	88.97065	-6.733399	15.820713	11.409178	87.76812	-7.2023344	-17.596584	2.8466122	121.17283844947815
4	-747.93835	789.89075	-278.36142	-2322.658	-464.85284	67.45265	-365.58032	-550.9318	1000.0	1000.0	20000	15.502454	11.02454	48.276672	-11.23346	15.502429	11.024676	47.94775	-11.3144865	-16.746271	1.3966303	163.78818321228027
5	575.93506	688.0952	1391.4215	-372.4609	1471.0728	142.10583	1711.8964	1224.699	1000.0	1000.0	25000	13.383576	13.219606	61.283176	-15.518408	13.383417	13.220035	61.563587	-15.010761	-14.421586	1.6390865	205.59730887413025
6	1609.3887	637.11536	2249.5715	474.33508	2222.8408	145.16045	2390.8677	1906.465	1000.0	1000.0	30000	20.755692	19.270853	89.657486	-15.320389	20.754948	19.27134	89.58363	-15.468851	-22.139593	3.3094597	248.51313161849976
7	2236.3335	326.63333	2763.413	1847.7623	2208.8726	777.8309	2709.7617	-78.163246	1000.0	1000.0	35000	34.521454	28.437113	120.81901	-15.885358	34.52102	28.43887	120.83799	-12.994211	-36.328697	5.661139	291.93259024620056
8	2649.3843	271.5441	2878.9917	2251.845	2916.9065	137.45583	3069.1997	2637.5896	1000.0	1000.0	40000	51.990536	37.06497	145.1316	-12.127844	51.990135	37.065975	145.22282	-12.60235	-54.135963	8.735761	334.9981334209442
9	2762.6882	118.188354	2956.2395	2619.1904	2720.267	131.50589	3020.7942	2539.083	1000.0	1000.0	45000	70.07175	43.910934	161.2834	-10.923946	70.07184	43.91259	161.99979	-10.867502	-72.1576	10.741799	378.72834372520447
10	2894.3577	284.65256	3147.6272	2352.668	3035.8965	106.0836	3304.6777	2897.4827	1000.0	1000.0	50000	86.67772	49.37785	178.43938	-14.93833	86.67792	49.379513	177.31042	-11.826954	-88.87956	12.427489	422.3414418697357
